,Unnamed: 0,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,lable (y),prince_o,gender_data,district_data,age,social_catagory,school_wise_data
5857,5857,1,3,4,0,1,0,1,0,3,2,0,1,1,2,4,1,5,17,1,10,0.64,male,,,,
5858,5858,0,4,3,0,0,0,0,0,4,4,0,0,1,3,4,1,2,18,0,5,0.542,female,,,,
5859,5859,1,4,2,0,0,0,0,0,2,2,0,0,1,3,2,1,2,14,0,5,0.652,female,,,,
5860,5860,0,2,5,0,0,1,0,0,4,3,2,1,1,3,2,0,1,3,0,6,0.388,female,,,,
5861,5861,0,2,2,0,1,1,1,0,2,3,0,0,0,3,2,1,4,31,1,7,0.142,male,,,,
5862,5862,0,2,3,0,1,1,1,0,2,3,1,1,1,2,3,1,4,7,0,8,0.782,female,,,,
5863,5863,0,1,6,0,0,0,1,1,2,0,1,0,1,4,1,0,3,33,0,5,0.912,female,,,,
5864,5864,0,4,2,0,0,0,1,0,1,2,0,1,0,1,1,1,4,18,0,4,0.903,female,,,,
5865,5865,0,1,3,0,1,0,1,0,5,0,2,1,1,4,1,0,1,8,1,6,0.392,male,,,,
5866,5866,0,4,3,0,0,0,1,0,3,2,2,0,0,3,1,1,2,32,1,3,0.81,male,,,,
5867,5867,0,4,5,0,0,0,1,0,5,2,2,0,1,4,4,1,3,13,0,5,0.16,female,,,,
5868,5868,0,2,6,1,0,0,1,1,1,4,0,0,0,4,1,1,5,4,1,6,0.683,male,,,,
5869,5869,0,1,2,0,0,0,0,0,1,2,1,1,0,4,4,1,1,4,1,4,0.222,male,,,,
5870,5870,1,1,6,0,0,0,0,1,5,5,1,0,1,4,1,0,2,13,1,4,0.595,male,,,,
5871,5871,0,1,6,0,0,0,1,0,1,3,1,1,1,1,2,0,2,3,0,4,0.832,female,,,,
5872,5872,0,2,5,0,0,1,0,0,5,2,0,1,1,4,3,1,4,26,0,7,0.826,female,,,,
5873,5873,1,3,1,0,0,1,1,1,2,1,0,1,1,2,1,1,1,27,0,11,0.613,female,,,,
5874,5874,0,4,3,0,0,1,0,0,5,4,0,0,1,4,3,1,5,9,1,4,0.67,male,,,,
5875,5875,0,2,2,0,0,1,1,0,4,0,1,0,0,2,2,1,2,29,0,6,0.627,female,,,,
5876,5876,0,3,3,0,0,0,1,0,1,0,0,1,1,4,2,0,1,22,0,6,0.786,female,,,,
5877,5877,0,3,5,0,0,1,1,0,0,0,0,1,1,2,1,1,4,8,1,11,0.749,male,,,,
5878,5878,0,4,4,1,0,0,0,0,2,2,0,1,1,1,2,0,1,2,0,4,0.3,female,,,,
5879,5879,0,4,5,0,0,0,1,0,5,4,1,1,1,1,2,0,3,31,1,4,0.626,male,,,,
5880,5880,0,3,7,1,1,0,0,0,4,0,2,1,1,2,3,1,2,16,1,8,0.321,male,,,,
5881,5881,0,1,7,0,0,0,0,0,1,1,0,0,1,4,1,1,1,14,0,4,0.31,female,,,,
5882,5882,0,2,4,0,0,0,1,0,0,2,1,1,1,1,4,1,4,5,0,7,0.446,female,,,,
5883,5883,0,2,4,0,0,0,0,0,3,1,2,1,1,2,1,1,3,18,0,5,0.572,female,,,,
5884,5884,0,4,4,0,0,0,1,0,0,4,2,0,1,3,3,1,1,31,0,5,0.472,female,,,,
5885,5885,0,1,5,0,0,0,0,0,5,2,1,0,1,2,4,1,5,28,0,6,0.49,female,,,,
5886,5886,0,1,3,0,0,0,1,0,5,1,1,0,1,3,1,1,1,21,0,5,0.24,female,,,,
5887,5887,0,2,2,0,0,1,1,0,5,5,2,0,1,1,2,0,4,18,0,4,0.66,female,,,,
5888,5888,1,3,6,0,0,0,0,0,1,2,2,1,1,3,4,0,3,33,1,6,0.34,male,,,,
5889,5889,1,2,3,0,0,0,1,1,2,2,2,1,1,2,3,1,5,31,1,8,0.818,male,,,,
5890,5890,0,3,6,0,0,0,1,0,1,0,1,1,1,3,3,1,5,26,0,7,0.328,female,,,,
5891,5891,1,2,7,0,1,0,1,0,5,2,1,0,1,1,3,1,4,1,0,6,0.813,female,,,,
5892,5892,0,2,3,0,0,0,1,0,5,2,1,0,1,2,1,1,5,14,0,5,0.649,female,,,,
5893,5893,1,4,1,0,0,0,1,0,5,4,2,1,1,4,3,0,4,16,1,5,0.846,male,,,,
5894,5894,0,3,2,0,1,0,1,1,3,3,2,0,1,2,2,0,1,4,1,6,0.858,male,,,,
5895,5895,0,2,2,1,0,0,0,0,5,4,2,0,1,4,3,1,4,30,0,4,0.323,female,,,,
5896,5896,0,4,6,0,1,0,1,0,1,5,1,0,1,3,2,1,1,11,1,5,0.864,male,,,,
5897,5897,0,2,2,0,0,0,0,0,5,5,0,0,1,4,3,1,2,28,0,4,0.315,female,,,,
5898,5898,0,1,4,1,0,0,1,0,1,3,2,0,1,3,1,1,4,33,0,6,0.33,female,,,,
5899,5899,1,3,5,0,0,0,1,0,0,4,2,1,0,1,4,1,3,23,0,8,0.247,female,,,,
5900,5900,0,4,6,0,0,0,1,0,2,3,0,0,1,3,4,1,5,23,0,6,0.45,female,,,,
5901,5901,0,4,2,0,0,0,1,0,4,5,0,0,1,1,2,1,5,13,1,4,0.898,male,,,,
5902,5902,0,4,5,1,0,0,1,0,1,5,1,1,1,3,2,1,3,12,1,7,0.281,male,,,,
5903,5903,0,3,7,1,1,0,0,0,1,5,1,0,0,4,3,0,4,24,1,3,0.727,male,,,,
5904,5904,0,1,4,0,0,0,1,0,0,5,0,0,1,2,3,1,5,6,0,7,0.245,female,,,,
5905,5905,0,4,4,0,0,0,1,0,1,0,2,0,1,3,3,1,4,3,1,5,0.96,male,,,,
5906,5906,0,4,3,0,0,1,1,0,0,4,0,0,1,2,2,1,4,17,0,7,0.639,female,,,,
5907,5907,0,3,7,1,0,0,1,1,2,5,1,0,1,2,4,0,3,8,0,7,0.488,female,,,,
5908,5908,1,4,3,0,0,0,1,1,2,1,2,0,1,2,2,0,2,32,0,5,0.56,female,,,,
5909,5909,1,4,2,0,0,0,1,0,0,4,2,1,1,1,1,1,3,3,0,6,0.419,female,,,,
5910,5910,0,2,3,0,1,1,0,0,1,4,0,0,1,3,2,1,4,6,1,7,0.713,male,,,,
5911,5911,1,3,3,1,0,1,1,0,4,5,1,0,1,2,2,1,4,20,0,8,0.747,female,,,,
5912,5912,0,3,2,0,0,0,0,0,4,4,0,1,1,1,3,1,2,29,0,5,0.697,female,,,,
5913,5913,0,4,4,0,0,1,1,1,5,0,0,0,1,3,4,0,3,12,0,8,0.829,female,,,,
5914,5914,1,2,6,0,1,0,1,0,2,4,1,0,0,1,2,1,3,19,0,5,0.568,female,,,,
5915,5915,1,2,5,1,0,0,0,0,2,4,0,1,1,2,4,1,5,32,1,10,0.112,male,,,,
5916,5916,1,3,2,0,0,0,1,0,2,0,2,1,1,1,3,0,2,22,1,6,0.866,male,,,,
5917,5917,0,1,5,0,0,0,1,0,1,5,0,1,1,4,3,1,4,20,0,7,0.16,female,,,,
5918,5918,0,1,1,0,0,0,1,0,0,0,2,1,1,4,3,0,2,26,0,7,0.353,female,,,,
5919,5919,0,2,4,0,0,0,1,1,4,3,2,1,0,4,3,1,3,20,0,5,0.52,female,,,,
5920,5920,0,1,5,0,0,0,1,0,0,2,0,1,1,4,4,1,5,19,1,9,0.4,male,,,,
5921,5921,0,3,3,1,0,0,0,1,2,2,2,1,0,4,3,1,4,29,0,5,0.132,female,,,,
5922,5922,0,2,5,0,0,0,0,0,0,0,2,0,1,1,4,1,5,26,1,7,0.421,male,,,,
5923,5923,0,2,5,0,0,0,1,1,4,2,1,1,1,2,2,1,5,20,1,8,0.824,male,,,,
5924,5924,0,4,3,0,0,0,1,0,0,2,1,0,1,3,1,0,5,7,0,4,0.78,female,,,,
5925,5925,0,1,3,1,0,1,0,0,5,3,2,0,1,3,2,0,4,30,1,5,0.166,male,,,,
5926,5926,0,4,6,0,0,0,1,0,2,4,2,1,1,3,3,0,4,12,0,4,0.136,female,,,,
5927,5927,1,1,5,0,1,0,1,0,1,4,1,0,1,3,4,0,4,27,0,8,0.524,female,,,,
5928,5928,0,3,3,1,1,0,1,0,3,1,2,0,1,1,2,0,5,9,1,5,0.962,male,,,,
5929,5929,1,3,4,1,1,0,1,0,0,3,0,1,0,2,4,1,1,9,1,11,0.818,male,,,,
5930,5930,0,3,4,0,0,0,1,1,5,5,2,0,1,3,4,1,1,19,1,7,0.181,male,,,,
5931,5931,1,1,1,0,0,0,1,0,2,4,2,0,1,4,4,0,3,27,1,6,0.776,male,,,,
5932,5932,0,1,6,0,1,0,1,0,1,0,0,1,1,1,1,0,5,11,0,7,0.87,female,,,,
5933,5933,0,4,5,0,0,0,1,0,5,3,2,1,1,2,4,0,5,22,1,6,0.252,male,,,,
5934,5934,0,2,5,0,0,0,1,0,1,1,2,0,1,1,4,0,4,2,0,5,0.362,female,,,,
5935,5935,0,1,5,1,1,0,1,0,3,1,0,1,1,2,4,1,1,22,1,11,0.37,male,,,,
5936,5936,0,3,2,0,0,0,0,0,3,2,0,0,1,1,3,1,2,16,0,4,0.986,female,,,,
5937,5937,1,2,7,0,0,1,1,0,5,2,2,0,1,1,3,1,1,33,1,6,0.75,male,,,,
5938,5938,0,3,1,1,1,0,0,0,5,3,1,0,1,3,1,1,1,8,0,7,0.399,female,,,,
5939,5939,0,3,1,0,0,1,0,0,0,3,0,1,1,3,3,1,3,30,0,9,0.543,female,,,,
5940,5940,0,4,7,0,0,0,1,0,3,4,2,1,1,4,3,1,5,7,1,4,0.135,male,,,,
5941,5941,0,1,2,0,0,0,0,0,3,4,2,0,1,2,1,1,4,33,1,4,0.927,male,,,,
5942,5942,0,3,7,0,0,1,0,0,0,3,2,1,1,1,4,1,2,1,0,7,0.783,female,,,,
5943,5943,0,4,2,1,1,0,1,0,1,0,0,0,1,2,3,0,5,10,1,7,0.245,male,,,,
5944,5944,0,3,6,1,0,0,1,0,2,2,1,1,0,4,3,1,5,2,0,5,0.766,female,,,,
5945,5945,0,4,7,0,0,0,1,0,0,3,1,0,0,4,2,1,2,12,1,3,0.13,male,,,,
5946,5946,0,3,1,0,0,0,1,0,5,2,1,0,1,4,2,0,2,30,1,4,0.777,male,,,,
5947,5947,0,1,1,0,0,0,1,0,1,3,0,1,0,3,1,1,4,27,1,7,0.85,male,,,,
5948,5948,1,3,2,0,1,0,1,0,1,2,2,0,1,3,1,1,4,16,0,7,0.385,female,,,,
5949,5949,0,1,4,0,0,0,1,0,1,5,0,1,1,2,4,1,3,18,0,8,0.931,female,,,,
5950,5950,0,4,2,0,0,0,1,1,3,5,0,0,0,1,4,1,3,10,0,5,0.635,female,,,,
5951,5951,0,3,3,0,1,1,1,0,4,2,2,1,1,4,4,1,5,14,0,8,0.232,female,,,,
5952,5952,1,1,1,0,0,0,1,0,4,2,2,1,1,1,3,0,3,28,0,6,0.606,female,,,,
5953,5953,0,4,1,0,0,1,0,1,3,0,0,1,1,1,2,1,3,16,1,8,0.95,male,,,,
5954,5954,0,2,5,0,0,1,1,1,3,1,2,0,1,3,1,1,5,23,0,8,0.277,female,,,,
5955,5955,0,1,5,1,0,0,1,0,1,4,1,0,1,2,2,0,3,24,0,6,0.829,female,,,,
5956,5956,0,4,1,0,1,1,1,0,4,4,2,1,1,2,3,1,5,1,0,8,0.56,female,,,,
5957,5957,0,3,6,1,1,1,1,0,2,1,2,0,1,4,1,1,5,11,0,7,0.502,female,,,,
5958,5958,0,4,3,0,1,1,1,0,3,2,2,1,1,2,1,1,4,3,0,7,0.206,female,,,,
5959,5959,0,2,2,0,1,0,1,0,1,2,1,1,0,4,1,1,2,13,0,5,0.351,female,,,,
5960,5960,0,3,4,0,1,0,1,0,3,3,1,1,0,1,1,1,3,12,1,5,0.903,male,,,,
5961,5961,0,2,1,0,1,0,1,0,0,2,0,0,1,2,1,1,1,3,1,9,0.239,male,,,,
5962,5962,0,2,2,0,0,1,0,1,4,4,0,1,0,1,2,1,1,3,0,6,0.135,female,,,,
5963,5963,0,3,1,1,0,0,1,1,5,5,0,1,1,3,1,1,1,20,0,10,0.978,female,,,,
5964,5964,0,2,3,0,0,0,1,0,4,4,2,0,1,1,3,1,1,25,1,4,0.435,male,,,,
5965,5965,1,1,5,0,0,1,0,0,4,3,2,1,1,4,1,1,1,10,1,7,0.583,male,,,,
5966,5966,1,4,6,0,1,0,1,1,1,2,0,0,1,4,4,1,1,6,1,8,0.624,male,,,,
5967,5967,0,4,6,0,0,0,1,0,5,4,1,0,0,3,4,1,5,31,0,4,0.53,female,,,,
5968,5968,0,4,7,0,0,0,1,0,5,3,0,0,1,1,4,0,4,33,0,4,0.208,female,,,,
5969,5969,0,1,5,0,0,0,1,0,3,1,2,0,1,4,1,1,3,12,0,5,0.401,female,,,,
5970,5970,0,4,1,0,0,0,0,0,2,1,2,1,1,2,4,1,5,6,1,6,0.03,male,,,,
5971,5971,0,2,1,0,0,0,1,0,4,1,2,1,1,3,4,1,3,7,0,8,0.235,female,,,,
5972,5972,1,4,7,1,0,0,0,0,2,0,2,0,1,3,4,1,3,18,1,7,0.775,male,,,,
5973,5973,0,4,5,0,0,0,1,1,3,5,2,0,1,1,2,1,2,16,0,5,0.678,female,,,,
5974,5974,0,4,1,1,1,1,0,1,1,4,0,1,1,3,3,0,3,15,1,9,0.32,male,,,,
5975,5975,1,3,2,1,0,0,1,1,5,3,2,0,1,4,2,1,2,23,0,7,0.877,female,,,,
5976,5976,0,3,3,0,0,0,1,0,0,2,0,1,1,3,2,1,1,4,0,8,0.443,female,,,,
5977,5977,0,1,1,0,0,0,1,0,3,5,2,1,1,3,2,1,4,32,0,7,0.604,female,,,,
5978,5978,0,3,7,0,0,0,1,0,1,4,1,0,1,2,3,1,1,21,1,5,0.584,male,,,,
5979,5979,0,2,2,0,0,0,1,0,3,0,0,1,0,1,3,1,4,3,0,6,0.675,female,,,,
5980,5980,0,3,1,0,0,0,0,0,0,2,1,1,0,4,4,1,2,4,1,6,0.645,male,,,,
5981,5981,0,1,6,0,0,0,1,0,3,1,0,0,1,1,3,0,1,21,0,4,0.132,female,,,,
5982,5982,0,1,3,0,0,1,1,0,3,0,0,1,0,2,3,1,1,5,1,8,0.624,male,,,,
5983,5983,0,2,6,0,0,0,1,0,0,4,0,1,1,1,1,1,4,4,1,7,0.527,male,,,,
5984,5984,0,4,7,0,0,0,1,0,5,3,2,1,0,3,1,1,5,29,1,4,0.976,male,,,,
5985,5985,0,1,3,0,1,0,1,0,2,0,2,1,1,3,2,1,5,12,1,8,0.104,male,,,,
5986,5986,0,4,7,1,0,0,0,0,4,2,2,1,0,4,4,1,2,31,1,4,0.403,male,,,,
5987,5987,0,4,7,0,0,1,0,0,1,4,2,0,1,4,4,1,4,14,0,4,0.707,female,,,,
5988,5988,0,4,2,0,0,1,0,0,0,5,2,0,1,3,2,1,1,2,1,5,0.198,male,,,,
5989,5989,1,3,3,1,0,1,1,0,2,4,2,0,1,1,2,1,4,17,1,7,0.379,male,,,,
5990,5990,0,3,2,0,0,0,1,1,5,0,1,1,1,3,3,1,2,18,0,8,0.672,female,,,,
5991,5991,1,2,3,0,0,0,1,1,1,0,2,0,1,1,1,1,4,5,0,7,0.379,female,,,,
5992,5992,1,2,6,0,0,0,1,0,5,3,0,1,1,1,1,1,3,7,1,7,0.89,male,,,,
5993,5993,0,1,2,0,0,0,1,0,3,4,0,0,1,2,1,1,4,11,0,6,0.928,female,,,,
5994,5994,1,2,6,1,1,0,1,0,0,2,2,1,0,1,2,1,5,1,0,8,0.69,female,,,,
5995,5995,0,1,1,0,1,0,1,0,0,5,1,1,1,2,3,1,5,32,1,9,0.65,male,,,,
5996,5996,0,4,6,0,0,0,0,0,2,4,1,1,1,4,3,1,1,7,0,3,0.44,female,,,,
5997,5997,1,4,6,0,0,0,1,0,3,4,1,1,0,1,2,1,5,17,1,4,0.358,male,,,,
5998,5998,1,3,4,0,0,1,1,0,1,3,0,0,1,3,2,1,4,11,1,8,0.553,male,,,,
5999,5999,0,3,2,0,0,0,1,0,1,3,0,0,1,3,4,1,5,29,0,7,0.492,female,,,,
6000,6000,0,1,4,0,0,1,1,0,4,1,1,1,1,1,2,0,2,30,1,5,0.536,male,,,,
6001,6001,0,3,5,0,1,0,1,0,0,2,1,0,1,4,3,1,2,2,0,7,0.989,female,,,,
6002,6002,1,2,6,0,1,0,1,0,5,4,1,1,1,1,2,0,3,15,1,6,0.647,male,,,,
6003,6003,1,3,1,0,0,0,0,0,3,4,0,0,1,4,2,0,1,11,0,5,0.344,female,,,,
6004,6004,1,2,2,0,0,0,1,0,4,3,2,1,1,4,3,1,2,19,0,6,0.922,female,,,,
6005,6005,0,1,4,0,0,0,1,0,2,0,1,1,1,3,4,0,3,2,0,7,0.17,female,,,,
6006,6006,0,2,4,0,0,1,1,0,1,4,2,0,1,3,4,1,1,15,1,7,0.663,male,,,,
6007,6007,0,4,5,1,0,0,0,0,5,3,0,1,1,2,1,1,2,2,1,7,0.113,male,,,,
6008,6008,0,2,7,0,0,1,1,0,3,0,2,1,1,3,1,1,5,2,1,8,0.359,male,,,,
6009,6009,0,1,2,1,0,1,1,0,2,0,2,0,1,3,4,1,5,17,0,9,0.04,female,,,,
6010,6010,0,2,4,1,0,0,0,0,3,0,2,0,1,4,3,1,1,4,0,5,0.818,female,,,,
6011,6011,1,3,6,0,0,0,1,0,4,3,1,0,1,2,1,1,2,3,1,6,0.655,male,,,,
6012,6012,1,3,4,0,0,1,1,0,1,1,2,1,1,1,4,1,4,30,1,8,0.771,male,,,,
6013,6013,0,4,1,0,0,0,1,0,3,3,1,1,1,2,3,1,3,30,0,6,0.272,female,,,,
6014,6014,1,2,7,1,0,0,1,0,1,0,2,1,1,1,1,1,3,31,0,8,0.388,female,,,,
6015,6015,0,4,2,0,0,0,1,0,0,0,1,0,1,4,2,1,1,24,0,5,0.94,female,,,,
6016,6016,0,3,5,1,1,0,1,0,5,3,1,0,1,2,1,1,3,9,1,8,0.885,male,,,,
6017,6017,1,1,4,0,0,0,1,0,4,4,0,0,1,1,2,0,5,33,0,5,0.226,female,,,,
6018,6018,0,4,7,0,0,0,1,0,2,4,1,1,1,4,2,1,4,6,1,4,0.764,male,,,,
6019,6019,0,1,1,0,0,0,1,0,3,4,0,1,1,1,2,1,2,1,1,7,0.771,male,,,,
6020,6020,0,4,1,0,0,0,1,0,4,0,2,0,1,1,3,1,3,16,0,5,0.315,female,,,,
6021,6021,1,2,1,1,1,0,1,0,4,5,2,0,0,4,3,1,4,6,1,7,0.482,male,,,,
6022,6022,1,3,1,0,0,0,1,0,4,2,2,1,1,1,3,0,4,23,1,6,0.131,male,,,,
6023,6023,0,4,4,0,1,0,1,0,1,3,0,0,1,4,4,1,3,16,1,6,0.121,male,,,,
6024,6024,0,2,6,0,0,0,0,0,4,5,0,1,1,1,2,1,5,25,1,5,0.971,male,,,,
6025,6025,0,3,3,1,0,0,1,1,2,3,2,0,1,4,1,1,1,1,1,6,0.852,male,,,,
6026,6026,0,1,1,0,1,0,0,0,2,1,2,0,1,2,2,1,1,3,0,6,0.151,female,,,,
6027,6027,0,3,7,1,0,0,1,0,5,5,1,1,1,3,2,1,2,27,0,7,0.221,female,,,,
6028,6028,0,1,5,0,0,1,1,1,3,0,2,1,1,2,1,1,5,4,0,10,0.47,female,,,,
6029,6029,0,4,6,0,0,0,1,0,4,5,2,0,1,1,1,1,4,33,0,3,0.47,female,,,,
6030,6030,1,3,2,0,0,0,1,0,5,5,2,0,0,2,4,1,5,21,1,6,0.527,male,,,,
6031,6031,0,2,6,0,0,0,1,0,0,4,2,1,1,3,4,0,2,21,1,7,0.221,male,,,,
6032,6032,0,4,7,0,0,1,1,0,5,1,2,0,1,3,2,1,5,31,0,5,0.959,female,,,,
6033,6033,0,1,1,0,0,0,1,1,1,0,1,0,1,1,2,1,1,27,0,7,0.41,female,,,,
6034,6034,1,3,1,0,0,0,1,0,1,3,0,0,1,4,2,0,4,33,1,6,0.735,male,,,,
6035,6035,0,3,2,0,0,1,0,0,4,3,0,1,1,1,3,0,3,4,1,5,0.189,male,,,,
6036,6036,0,4,1,0,0,0,0,0,5,2,0,1,0,3,2,1,5,3,0,5,0.775,female,,,,
6037,6037,1,4,3,0,1,0,1,0,3,0,1,1,1,3,3,1,3,1,1,8,0.52,male,,,,
6038,6038,0,3,7,0,0,0,1,0,0,4,1,1,1,2,2,1,1,1,1,7,0.374,male,,,,
6039,6039,1,1,5,0,0,0,1,0,5,4,1,1,0,4,4,1,1,18,1,7,0.953,male,,,,
6040,6040,0,3,2,0,0,0,1,0,1,1,0,1,1,1,1,1,4,10,0,6,0.634,female,,,,
6041,6041,0,1,4,0,0,0,1,1,0,3,1,1,1,1,1,1,4,22,0,7,0.306,female,,,,
6042,6042,0,1,1,0,0,0,1,0,3,0,2,1,1,4,3,1,5,3,0,7,0.618,female,,,,
6043,6043,0,3,5,0,0,0,1,0,3,0,1,0,1,4,2,1,3,28,1,6,0.919,male,,,,
6044,6044,0,3,6,0,0,0,1,1,1,4,1,1,1,1,3,1,3,11,0,6,0.79,female,,,,
6045,6045,0,1,3,1,0,0,0,1,0,0,2,0,1,2,2,1,4,20,0,8,0.328,female,,,,
6046,6046,0,3,4,0,1,0,1,0,3,5,0,1,1,2,1,1,2,28,0,8,0.524,female,,,,
6047,6047,1,4,5,0,0,0,1,0,4,3,0,1,1,1,3,1,5,27,1,7,0.589,male,,,,
6048,6048,0,3,2,0,0,0,1,0,3,5,1,0,1,3,1,1,3,19,1,5,0.93,male,,,,
6049,6049,0,2,3,1,1,0,1,0,3,2,0,0,1,4,4,0,2,15,0,7,0.61,female,,,,
6050,6050,0,2,3,0,0,0,1,0,1,0,2,1,0,3,2,1,3,7,0,6,0.1,female,,,,
6051,6051,0,1,4,0,0,0,1,0,0,2,0,1,1,2,3,1,4,3,1,8,0.585,male,,,,
6052,6052,0,1,7,0,0,0,1,1,3,1,2,1,1,1,1,1,3,12,1,6,0.391,male,,,,
6053,6053,1,2,6,0,0,0,0,0,1,4,0,0,0,4,1,0,4,17,1,3,0.619,male,,,,
6054,6054,1,3,3,1,0,0,0,0,1,3,0,0,0,4,2,1,5,18,1,5,0.958,male,,,,
6055,6055,0,2,5,0,1,1,0,0,3,1,2,1,0,3,2,1,2,10,1,7,0.191,male,,,,
6056,6056,1,3,2,0,0,0,1,0,2,3,2,0,1,4,4,1,4,14,0,6,0.846,female,,,,
6057,6057,1,1,4,0,0,0,1,0,4,5,1,1,1,3,1,1,5,33,0,7,0.975,female,,,,
6058,6058,0,4,7,0,0,0,1,0,0,3,1,0,1,4,3,1,3,26,1,4,0.361,male,,,,
6059,6059,0,2,1,0,0,1,0,0,1,5,0,1,1,1,3,1,1,28,0,7,0.21,female,,,,
6060,6060,0,2,5,0,1,0,1,0,4,3,2,1,0,4,3,1,4,18,1,6,0.3,male,,,,
6061,6061,0,2,7,0,0,0,1,1,0,1,0,0,1,4,2,1,4,29,0,7,0.548,female,,,,
6062,6062,0,2,3,0,0,0,1,0,1,5,2,0,0,2,3,0,3,33,1,3,0.268,male,,,,
6063,6063,0,2,5,0,0,0,0,0,3,4,2,1,1,3,2,1,5,14,0,6,0.882,female,,,,
6064,6064,0,3,4,0,0,0,0,0,3,2,1,1,0,3,2,1,2,2,0,4,0.616,female,,,,
6065,6065,0,3,6,0,0,0,0,0,0,4,2,0,0,4,1,1,2,5,0,3,0.907,female,,,,
6066,6066,0,3,6,0,1,0,1,0,5,5,0,1,1,1,2,1,2,1,1,7,0.22,male,,,,
6067,6067,0,1,7,0,0,0,1,0,2,4,1,1,1,2,3,1,2,24,1,6,0.152,male,,,,
6068,6068,1,1,5,0,0,1,1,0,2,1,1,0,1,2,2,1,2,10,0,8,0.284,female,,,,
6069,6069,0,2,2,0,0,0,1,1,1,4,1,0,0,2,3,0,5,10,1,4,0.227,male,,,,
6070,6070,0,1,1,0,0,0,1,0,0,0,0,0,1,2,4,1,1,16,1,10,0.94,male,,,,
6071,6071,1,2,2,0,0,0,0,0,2,3,0,0,1,2,3,0,1,19,0,5,0.623,female,,,,
6072,6072,0,4,4,0,1,0,1,0,2,3,1,1,1,3,4,1,5,8,1,7,0.901,male,,,,
6073,6073,0,1,7,0,0,0,0,0,5,4,0,0,1,3,4,0,5,26,0,5,0.788,female,,,,
6074,6074,1,1,5,0,0,1,0,0,3,2,0,1,1,2,4,1,1,30,0,10,0.392,female,,,,
6075,6075,0,2,2,0,0,0,1,0,5,1,0,1,1,4,1,1,5,29,0,6,0.569,female,,,,
6076,6076,0,1,4,0,0,0,1,1,2,0,1,0,0,1,3,1,2,21,0,5,0.488,female,,,,
6077,6077,0,3,2,1,0,0,1,1,1,3,1,0,1,4,3,1,4,16,0,6,0.19,female,,,,
6078,6078,1,3,4,0,0,0,0,0,2,3,0,1,1,3,3,1,1,27,0,7,0.748,female,,,,
6079,6079,0,2,7,0,0,0,1,0,5,5,0,0,1,1,2,0,2,3,1,4,0.144,male,,,,
6080,6080,0,4,1,0,0,0,1,1,1,5,2,0,1,1,4,0,4,31,1,5,0.455,male,,,,
6081,6081,0,4,2,0,0,0,1,0,4,1,0,1,1,3,3,0,4,24,1,5,0.153,male,,,,
6082,6082,0,1,3,0,0,1,0,0,5,2,0,0,1,3,3,1,5,26,0,6,0.413,female,,,,
6083,6083,0,1,1,0,0,0,1,0,3,5,2,1,1,2,4,1,5,28,1,8,0.992,male,,,,
6084,6084,0,1,3,0,0,0,0,0,2,4,0,1,1,3,2,1,5,7,1,6,0.678,male,,,,
6085,6085,0,1,1,0,0,1,0,0,3,2,0,0,0,3,3,1,5,18,1,6,0.272,male,,,,
6086,6086,0,1,5,1,1,0,1,0,3,4,2,0,1,4,2,1,4,20,0,7,0.46,female,,,,
6087,6087,0,3,1,1,0,0,1,0,3,1,0,1,1,1,4,0,2,16,1,8,0.676,male,,,,
6088,6088,0,4,3,0,0,0,1,0,2,1,0,1,1,3,2,1,3,3,1,6,0.741,male,,,,
6089,6089,0,1,1,1,0,1,1,0,3,0,1,1,1,3,1,1,1,17,1,10,0.887,male,,,,
6090,6090,0,2,1,1,0,0,1,0,0,3,2,1,1,3,3,0,3,3,0,8,0.198,female,,,,
6091,6091,0,4,6,0,1,1,1,0,0,4,2,0,1,4,2,1,4,27,1,6,0.245,male,,,,
6092,6092,0,2,3,0,0,0,0,0,3,1,1,0,1,3,4,1,1,2,1,5,0.211,male,,,,
6093,6093,0,3,4,0,0,0,1,0,1,0,1,1,1,4,2,1,2,7,0,6,0.815,female,,,,
6094,6094,0,2,3,0,0,0,1,0,5,1,0,0,0,1,2,1,3,8,0,4,0.495,female,,,,
6095,6095,0,2,3,0,1,0,1,0,0,5,1,1,1,1,1,1,2,5,0,7,0.948,female,,,,
6096,6096,0,3,7,0,0,0,0,0,2,2,2,1,1,1,2,1,1,28,0,4,0.806,female,,,,
6097,6097,0,1,6,0,0,0,0,0,4,5,1,1,1,2,1,1,3,20,1,5,0.762,male,,,,
6098,6098,0,4,7,0,0,0,1,0,5,5,1,1,0,1,1,1,2,12,0,3,0.707,female,,,,
6099,6099,0,2,2,0,0,0,1,0,1,3,1,0,1,4,1,1,1,2,0,4,0.367,female,,,,
6100,6100,0,3,4,0,0,0,1,0,3,2,0,1,0,1,4,1,1,27,0,6,0.874,female,,,,
6101,6101,0,4,3,0,1,0,1,0,5,4,0,1,1,2,2,1,4,6,0,7,0.766,female,,,,
6102,6102,0,4,3,0,0,0,1,0,3,5,2,1,1,2,1,1,2,17,0,5,0.749,female,,,,
6103,6103,0,3,1,0,0,0,1,0,4,1,0,0,1,2,1,1,1,31,1,7,0.864,male,,,,
