,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,lable (y),prince_o,gender_data,district_data,age,social_catagory,school_wise_data
10057,1,1,5,0,0,0,0,0,2,1,1,0,1,1,3,1,4,2,1,5,0.486,male,,11-14 year,,
10058,0,1,5,1,0,0,1,0,4,1,2,1,1,1,4,0,2,20,0,7,0.469,female,,6-8 year,,
10059,1,3,1,0,0,0,1,0,0,0,0,0,0,1,1,1,2,27,0,8,0.503,female,,6-8 year,,
10060,0,4,2,0,0,0,1,0,0,2,0,1,1,4,1,1,2,26,1,6,0.942,male,,6-8 year,,
10061,0,1,5,1,0,0,0,0,0,1,2,0,1,1,4,1,3,24,0,7,0.182,female,,8-11 year,,
10062,0,4,4,0,0,0,1,0,1,0,0,1,1,4,4,1,3,11,0,7,0.73,female,,8-11 year,,
10063,0,3,5,0,0,0,0,0,5,3,0,0,1,4,1,1,1,12,0,5,0.888,female,,3-6 year,,
10064,0,1,5,0,0,0,1,0,0,4,0,0,1,1,3,0,5,15,0,6,0.73,female,,14-18 year,,
10065,0,4,5,1,0,1,1,0,3,5,2,0,0,3,4,1,1,5,1,7,0.391,male,,3-6 year,,
10066,1,4,5,1,0,0,1,0,1,2,2,1,1,1,2,1,4,2,1,7,0.99,male,,11-14 year,,
10067,0,3,4,0,0,0,0,0,1,2,0,1,1,4,1,1,4,23,0,5,0.863,female,,11-14 year,,
10068,0,4,5,0,0,0,1,0,4,1,1,1,0,2,3,0,4,8,1,4,0.54,male,,11-14 year,,
10069,0,1,5,0,0,0,1,0,2,0,1,0,1,2,1,1,4,11,1,7,0.306,male,,11-14 year,,
10070,0,1,1,0,0,0,0,0,3,0,1,0,1,2,1,1,5,30,1,6,0.341,male,,14-18 year,,
10071,0,1,3,1,0,0,1,1,0,2,2,0,1,4,3,0,1,2,1,6,0.532,male,,3-6 year,,
10072,0,3,4,1,0,0,1,0,4,4,2,1,1,2,2,1,4,4,1,7,0.719,male,,11-14 year,,
10073,0,2,3,0,0,1,1,1,4,4,0,1,1,4,4,1,2,20,1,9,0.322,male,,6-8 year,,
10074,0,1,3,0,0,0,1,0,3,4,0,0,0,2,3,1,3,30,1,5,0.223,male,,8-11 year,,
10075,0,3,3,0,0,0,1,0,1,2,0,1,1,4,4,1,2,10,0,7,0.81,female,,6-8 year,,
10076,0,3,4,1,1,0,0,0,3,4,0,1,1,2,1,1,4,2,1,8,0.531,male,,11-14 year,,
10077,0,4,1,1,1,0,1,0,1,4,1,0,0,4,4,1,1,2,1,6,0.439,male,,3-6 year,,
10078,1,4,6,1,0,0,1,0,5,2,2,1,1,4,2,1,2,17,0,6,0.764,female,,6-8 year,,
10079,1,2,2,0,0,0,1,0,0,3,1,0,0,4,2,1,3,15,0,5,0.423,female,,8-11 year,,
10080,1,2,1,0,0,0,0,0,5,4,2,0,0,1,1,1,2,9,1,4,0.858,male,,6-8 year,,
10081,0,1,4,0,0,0,0,0,5,2,1,0,1,4,4,1,5,4,0,4,0.581,female,,14-18 year,,
10082,1,2,2,1,1,0,1,0,4,1,0,0,0,4,2,1,2,19,1,7,0.662,male,,6-8 year,,
10083,0,3,5,1,0,0,1,1,1,2,0,0,1,4,4,1,2,29,1,9,0.772,male,,6-8 year,,
10084,0,4,1,1,0,0,1,0,2,0,1,1,0,1,2,1,2,14,0,6,0.831,female,,6-8 year,,
10085,0,3,4,0,0,0,1,0,1,3,2,0,1,4,4,1,4,4,1,5,0.91,male,,11-14 year,,
10086,0,1,5,0,1,0,1,0,2,2,1,1,0,3,4,1,1,28,1,8,0.957,male,,3-6 year,,
10087,0,3,1,1,0,0,1,0,5,1,2,1,1,4,2,1,5,7,0,7,0.875,female,,14-18 year,,
10088,0,2,7,1,0,0,0,1,2,2,1,1,1,2,2,1,2,11,0,7,0.533,female,,6-8 year,,
10089,1,4,3,0,0,0,1,0,1,0,1,1,1,2,3,1,5,2,0,7,0.338,female,,14-18 year,,
10090,0,1,7,0,0,0,1,0,3,3,0,0,1,4,4,1,1,11,0,6,0.528,female,,3-6 year,,
10091,0,3,4,0,1,0,0,1,1,4,0,0,1,1,1,1,4,29,0,6,0.32,female,,11-14 year,,
10092,0,2,2,0,0,0,0,0,3,1,2,0,1,1,4,1,5,7,0,4,0.516,female,,14-18 year,,
10093,0,3,5,0,0,1,1,0,2,3,1,0,1,1,2,0,3,18,1,5,0.774,male,,8-11 year,,
10094,0,1,1,0,0,0,0,0,1,2,2,0,1,4,4,1,2,8,0,5,0.157,female,,6-8 year,,
10095,0,3,6,1,0,0,1,0,0,4,2,1,1,3,3,1,5,17,0,8,0.904,female,,14-18 year,,
10096,0,1,4,0,0,0,0,0,1,0,1,1,1,2,1,0,3,17,0,5,0.281,female,,8-11 year,,
10097,1,1,3,0,1,0,1,0,1,1,0,1,1,2,2,1,3,19,0,9,0.296,female,,8-11 year,,
10098,0,4,1,0,0,1,1,0,4,2,2,1,1,3,2,1,3,25,0,7,0.859,female,,8-11 year,,
10099,0,1,2,0,0,0,1,1,5,5,1,0,0,4,1,1,1,24,1,4,0.924,male,,3-6 year,,
10100,0,3,7,0,0,0,0,0,2,0,2,1,1,3,2,0,4,16,1,5,0.572,male,,11-14 year,,
10101,0,1,3,0,0,0,1,0,4,2,1,0,1,2,3,0,1,4,1,4,0.802,male,,3-6 year,,
10102,0,2,4,0,1,0,1,0,0,1,2,0,1,3,3,1,4,7,1,7,0.369,male,,11-14 year,,
10103,1,4,2,0,0,0,1,0,5,3,1,1,0,4,3,1,5,11,0,4,0.451,female,,14-18 year,,
10104,0,4,7,1,0,1,0,1,5,5,1,1,1,3,3,1,4,32,1,7,0.736,male,,11-14 year,,
10105,0,2,3,0,0,1,1,0,3,1,2,1,1,4,2,1,3,24,1,6,0.616,male,,8-11 year,,
10106,1,3,3,0,0,0,1,1,3,0,1,0,1,3,2,1,3,18,0,8,0.592,female,,8-11 year,,
10107,1,3,5,0,0,1,1,0,2,0,0,0,1,2,3,1,1,24,0,10,0.975,female,,3-6 year,,
10108,0,4,4,0,0,0,1,0,1,5,0,1,1,2,1,1,2,18,1,6,0.624,male,,6-8 year,,
10109,0,1,3,0,0,1,1,0,1,4,0,0,1,1,4,0,3,24,1,6,0.796,male,,8-11 year,,
10110,0,4,5,0,0,1,0,0,0,2,1,1,1,1,2,1,3,24,0,6,0.95,female,,8-11 year,,
10111,0,4,3,0,0,1,1,0,1,5,0,0,1,4,3,0,2,16,0,4,0.875,female,,6-8 year,,
10112,1,2,6,0,0,0,1,0,4,0,0,1,1,3,3,1,2,26,1,9,0.17,male,,6-8 year,,
10113,0,4,7,0,0,0,0,1,4,3,2,0,1,3,1,1,1,24,1,4,0.3,male,,3-6 year,,
10114,0,1,4,0,0,0,1,0,5,1,1,1,1,3,2,1,3,12,0,6,0.104,female,,8-11 year,,
10115,0,2,4,0,0,0,1,0,0,5,2,0,1,1,3,1,3,17,0,5,0.227,female,,8-11 year,,
10116,0,1,6,0,0,0,1,0,1,5,0,1,1,4,2,1,1,16,0,6,0.497,female,,3-6 year,,
10117,0,3,2,1,0,0,1,0,5,3,0,1,1,4,1,0,4,10,0,6,0.901,female,,11-14 year,,
10118,0,2,3,0,0,0,1,1,4,5,1,1,1,1,3,1,1,5,0,6,0.487,female,,3-6 year,,
10119,1,2,4,0,0,0,1,0,1,4,0,1,0,2,4,0,5,23,0,7,0.122,female,,14-18 year,,
10120,0,1,6,0,0,0,1,0,4,1,1,0,1,1,4,1,2,33,1,5,0.78,male,,6-8 year,,
10121,0,3,5,1,0,0,0,0,1,5,1,1,1,2,4,1,5,12,1,8,0.458,male,,14-18 year,,
10122,0,2,2,0,0,0,1,0,3,1,2,1,1,2,2,1,3,17,0,6,0.492,female,,8-11 year,,
10123,0,2,3,0,0,0,1,0,1,1,1,0,1,3,4,0,3,29,1,5,0.91,male,,8-11 year,,
10124,0,4,1,0,0,0,0,0,4,5,0,0,0,3,2,1,2,5,0,4,0.436,female,,6-8 year,,
10125,0,1,5,0,0,1,1,1,1,2,0,0,1,4,1,1,2,15,1,8,0.261,male,,6-8 year,,
10126,0,4,1,0,0,0,1,0,1,5,0,0,1,2,4,1,5,31,1,7,0.579,male,,14-18 year,,
10127,0,2,3,0,0,0,1,0,1,2,1,1,1,2,4,0,5,28,0,6,0.549,female,,14-18 year,,
10128,0,3,2,0,1,0,1,0,1,0,2,1,1,1,1,1,3,12,1,7,0.597,male,,8-11 year,,
10129,1,2,2,0,0,0,1,0,1,5,0,0,1,2,1,1,4,2,0,7,0.975,female,,11-14 year,,
10130,0,3,3,0,0,0,1,0,3,2,0,0,1,1,3,1,2,3,0,5,0.78,female,,6-8 year,,
10131,0,3,5,0,0,0,1,0,0,0,1,0,1,2,3,1,4,14,0,8,0.988,female,,11-14 year,,
10132,0,3,3,1,0,1,1,0,1,0,1,1,1,2,2,1,2,22,1,9,0.764,male,,6-8 year,,
10133,1,1,4,0,0,1,1,0,3,0,1,0,0,1,3,1,5,5,1,6,0.705,male,,14-18 year,,
10134,1,4,5,0,0,0,1,0,5,1,1,1,0,1,3,0,2,12,0,4,0.243,female,,6-8 year,,
10135,0,2,7,0,0,1,0,0,3,0,1,1,1,4,4,1,4,23,1,7,0.687,male,,11-14 year,,
10136,0,2,3,0,0,1,1,0,3,1,2,0,1,1,4,1,3,29,0,6,0.511,female,,8-11 year,,
10137,1,3,3,0,0,0,1,1,2,5,1,0,0,1,4,1,5,13,0,6,0.479,female,,14-18 year,,
10138,0,3,4,1,0,0,0,0,4,2,2,0,1,4,3,1,2,23,0,4,0.351,female,,6-8 year,,
10139,1,3,1,1,1,0,0,0,2,5,2,0,1,4,4,1,5,31,0,8,0.413,female,,14-18 year,,
10140,1,1,4,0,0,0,0,0,0,4,1,0,0,1,1,1,5,11,1,4,0.89,male,,14-18 year,,
10141,0,2,5,0,1,0,1,0,1,1,0,0,1,3,4,1,4,23,0,9,0.92,female,,11-14 year,,
10142,0,2,6,0,0,0,0,0,0,0,0,1,1,1,4,1,3,5,0,8,0.936,female,,8-11 year,,
10143,1,3,1,0,0,0,0,0,1,2,1,1,1,1,3,1,3,17,1,6,0.791,male,,8-11 year,,
10144,0,4,4,0,1,0,1,0,1,5,1,1,1,1,1,1,2,7,0,5,0.562,female,,6-8 year,,
10145,0,1,6,0,0,0,1,0,1,4,2,0,1,1,3,1,4,18,0,4,0.625,female,,11-14 year,,
10146,1,4,4,0,0,1,1,0,0,2,1,1,0,1,3,1,3,17,1,6,0.221,male,,8-11 year,,
10147,0,4,5,0,0,0,1,0,0,2,2,0,0,2,1,1,4,29,1,5,0.16,male,,11-14 year,,
10148,0,2,6,1,0,0,1,1,5,5,2,1,0,4,3,1,5,5,1,6,0.1,male,,14-18 year,,
10149,0,1,7,1,0,0,0,0,0,0,1,0,1,1,2,0,2,11,0,5,0.251,female,,6-8 year,,
10150,1,1,3,0,0,0,1,0,4,5,0,1,1,4,1,1,2,25,1,7,0.204,male,,6-8 year,,
10151,0,3,4,1,0,0,0,0,3,4,2,1,1,2,1,1,2,6,0,6,0.474,female,,6-8 year,,
10152,0,4,4,0,0,0,0,0,4,0,2,0,1,2,2,1,1,26,1,4,0.323,male,,3-6 year,,
10153,0,3,6,0,0,0,1,1,3,3,2,1,1,2,2,1,1,16,0,7,0.524,female,,3-6 year,,
10154,0,2,3,0,0,1,0,1,5,0,2,1,1,2,4,1,2,23,1,9,0.534,male,,6-8 year,,
10155,0,2,4,0,0,1,1,0,4,0,0,1,1,2,4,1,1,21,1,10,0.727,male,,3-6 year,,
10156,0,1,3,0,0,0,0,0,3,2,1,0,1,2,1,1,1,12,0,4,0.403,female,,3-6 year,,
10157,1,3,6,1,0,1,1,0,3,1,0,0,1,3,1,1,1,5,0,9,0.11,female,,3-6 year,,
10158,0,3,4,0,0,0,1,0,1,4,0,1,1,4,4,1,1,26,1,7,0.376,male,,3-6 year,,
10159,1,2,5,0,0,0,1,0,4,3,2,1,1,1,2,0,2,14,0,6,0.668,female,,6-8 year,,
10160,0,1,4,1,0,0,1,0,4,3,1,1,0,4,2,1,3,10,1,5,0.698,male,,8-11 year,,
10161,0,2,7,0,0,0,1,0,5,2,1,1,1,3,1,1,2,25,1,6,0.243,male,,6-8 year,,
10162,0,4,3,0,0,0,1,1,1,4,2,1,1,2,3,0,4,27,0,5,0.852,female,,11-14 year,,
10163,1,1,2,0,0,0,1,0,3,4,0,0,1,4,2,1,4,16,1,6,0.992,male,,11-14 year,,
10164,1,1,2,0,0,0,1,1,0,3,0,0,0,4,3,0,1,8,0,6,0.465,female,,3-6 year,,
10165,0,1,1,0,0,0,1,1,4,2,0,1,1,1,2,1,2,14,1,8,0.377,male,,6-8 year,,
10166,0,3,6,0,0,0,1,0,2,3,2,0,1,1,1,1,4,1,0,4,0.391,female,,11-14 year,,
10167,1,1,7,1,0,1,0,0,1,2,1,0,0,4,4,0,4,24,1,5,0.42,male,,11-14 year,,
10168,1,3,5,0,1,0,1,0,4,5,0,0,0,1,3,1,1,30,0,7,0.792,female,,3-6 year,,
10169,0,3,3,0,0,1,0,0,4,0,2,1,0,1,1,1,5,4,0,5,0.87,female,,14-18 year,,
10170,0,1,6,1,0,0,0,0,1,5,1,1,1,1,3,1,2,19,1,5,0.62,male,,6-8 year,,
10171,0,2,7,0,0,0,1,0,5,5,0,0,1,3,3,1,4,14,1,6,0.14,male,,11-14 year,,
10172,0,1,7,0,0,0,0,0,2,0,0,1,0,2,3,1,4,18,1,6,0.63,male,,11-14 year,,
10173,0,1,4,1,0,0,0,1,3,4,2,1,1,3,3,1,4,3,0,7,0.95,female,,11-14 year,,
10174,1,4,7,1,0,0,1,0,1,5,2,1,0,3,1,1,2,23,0,6,0.313,female,,6-8 year,,
10175,0,3,4,0,0,0,1,0,0,0,1,0,1,3,3,1,3,15,0,7,0.675,female,,8-11 year,,
10176,0,2,6,0,0,0,1,0,5,0,2,1,0,4,3,1,4,15,0,5,0.412,female,,11-14 year,,
10177,1,2,1,0,0,0,1,0,3,2,0,0,1,1,3,1,3,33,0,7,0.591,female,,8-11 year,,
10178,0,4,2,0,0,0,1,0,1,5,2,0,1,3,1,0,2,19,1,3,0.174,male,,6-8 year,,
10179,0,3,7,1,0,0,0,1,3,1,0,0,0,2,1,1,1,31,1,6,0.913,male,,3-6 year,,
10180,0,4,4,0,0,0,0,0,0,4,2,0,1,4,3,0,2,6,1,2,0.844,male,,6-8 year,,
10181,0,4,4,0,0,1,0,0,0,5,2,1,1,4,2,1,3,9,1,5,0.705,male,,8-11 year,,
10182,1,3,3,0,0,0,0,0,0,5,0,1,1,4,1,1,4,21,1,7,0.443,male,,11-14 year,,
10183,1,1,1,1,0,0,1,0,5,1,0,0,1,1,1,1,3,5,1,8,0.162,male,,8-11 year,,
10184,0,3,5,0,0,0,1,0,0,1,1,1,1,1,2,1,3,1,1,7,0.68,male,,8-11 year,,
10185,1,2,7,0,1,0,1,0,0,4,0,0,1,3,4,0,2,30,0,9,0.692,female,,6-8 year,,
10186,0,2,7,0,1,0,1,0,1,4,0,0,0,3,1,1,2,24,0,6,0.669,female,,6-8 year,,
10187,0,1,1,0,0,1,1,0,0,3,0,1,1,1,3,0,5,7,1,8,0.425,male,,14-18 year,,
10188,0,4,2,0,0,0,1,1,2,2,2,1,1,4,3,1,3,9,0,5,0.252,female,,8-11 year,,
10189,0,1,5,0,0,0,1,0,2,2,1,0,1,1,3,1,3,33,1,5,0.472,male,,8-11 year,,
10190,0,3,3,0,0,0,0,0,4,3,1,0,1,2,2,1,2,27,0,4,0.111,female,,6-8 year,,
10191,0,1,3,0,1,1,1,0,4,1,0,0,1,3,4,1,4,18,1,9,0.291,male,,11-14 year,,
10192,0,3,4,0,0,0,1,0,3,0,0,0,1,2,2,1,1,7,0,7,0.92,female,,3-6 year,,
10193,0,1,3,0,0,0,1,0,3,2,0,0,1,1,3,0,5,20,0,4,0.706,female,,14-18 year,,
10194,0,4,7,0,0,0,1,0,4,2,2,1,1,4,4,1,1,22,1,5,0.397,male,,3-6 year,,
10195,0,2,4,1,0,0,1,0,5,3,1,1,1,3,3,1,1,2,0,7,0.481,female,,3-6 year,,
10196,0,4,4,0,0,0,0,0,5,2,2,1,0,3,1,1,5,29,1,3,0.927,male,,14-18 year,,
10197,0,3,2,1,0,0,0,1,5,5,1,1,1,4,2,1,2,8,1,6,0.453,male,,6-8 year,,
10198,0,2,2,0,0,0,1,0,3,0,2,0,1,4,4,0,4,16,0,5,0.549,female,,11-14 year,,
10199,1,1,1,1,0,0,1,1,0,5,0,0,1,4,3,1,1,9,1,10,0.973,male,,3-6 year,,
10200,0,1,3,0,0,0,1,1,0,0,1,1,1,2,1,1,1,32,0,9,0.236,female,,3-6 year,,
10201,0,1,3,0,1,0,0,1,1,4,0,1,1,1,2,1,3,22,0,7,0.807,female,,8-11 year,,
10202,0,4,2,1,0,0,1,0,2,1,1,1,1,4,2,1,5,1,0,5,0.116,female,,14-18 year,,
10203,0,4,4,0,0,0,1,0,2,1,2,0,1,2,1,1,4,9,1,4,0.101,male,,11-14 year,,
10204,0,3,4,0,0,0,1,0,3,5,1,0,1,4,1,0,5,26,1,3,0.669,male,,14-18 year,,
10205,0,4,7,0,0,0,1,0,1,3,0,0,1,2,1,1,5,4,1,5,0.186,male,,14-18 year,,
10206,0,3,1,1,0,0,1,0,5,5,1,0,1,3,1,1,2,11,0,7,0.982,female,,6-8 year,,
10207,0,3,3,1,0,1,0,0,5,0,0,1,1,4,4,1,5,5,1,9,0.28,male,,14-18 year,,
10208,0,3,4,0,0,1,1,0,4,0,1,0,1,4,1,1,3,23,0,6,0.105,female,,8-11 year,,
10209,0,3,5,0,0,0,0,0,1,5,1,1,1,4,3,1,4,29,1,5,0.647,male,,11-14 year,,
10210,0,1,5,0,0,0,0,0,0,0,2,0,1,1,3,0,4,2,1,5,0.435,male,,11-14 year,,
10211,1,1,7,0,0,0,0,0,1,2,1,1,1,1,1,1,1,7,0,5,0.241,female,,3-6 year,,
10212,0,4,1,0,0,0,1,0,3,3,1,1,1,1,4,0,2,28,1,5,0.97,male,,6-8 year,,
10213,0,4,7,0,0,1,0,0,2,2,0,0,1,2,2,1,4,18,0,5,0.178,female,,11-14 year,,
10214,0,1,7,1,0,0,1,0,5,0,0,1,1,4,3,1,4,8,1,8,0.742,male,,11-14 year,,
10215,0,1,6,0,1,0,1,0,3,1,0,0,1,4,3,1,3,14,1,6,0.255,male,,8-11 year,,
10216,0,4,6,0,0,1,0,0,0,3,1,0,0,3,2,0,1,24,1,3,0.284,male,,3-6 year,,
10217,0,1,5,0,1,0,0,0,1,2,2,0,1,2,3,1,4,24,1,6,0.525,male,,11-14 year,,
10218,0,1,1,0,1,0,0,0,3,4,0,0,1,4,1,1,3,33,0,6,0.852,female,,8-11 year,,
10219,0,3,1,0,1,0,0,0,2,2,2,1,1,4,2,0,4,10,0,5,0.758,female,,11-14 year,,
10220,0,4,6,0,0,0,1,0,2,1,2,0,1,1,1,1,1,31,1,3,0.527,male,,3-6 year,,
10221,0,4,5,0,0,0,1,0,0,1,2,0,1,2,2,0,4,26,1,5,0.24,male,,11-14 year,,
10222,0,1,7,0,0,0,1,0,5,0,1,0,1,3,1,0,2,28,1,5,0.73,male,,6-8 year,,
10223,0,3,7,0,0,0,1,0,0,5,2,1,0,1,4,1,1,6,0,6,0.351,female,,3-6 year,,
10224,1,4,5,0,0,0,1,0,1,4,2,0,1,3,3,1,3,2,0,6,0.441,female,,8-11 year,,
10225,0,3,6,0,0,0,0,0,1,4,1,0,1,1,3,1,3,25,0,3,0.75,female,,8-11 year,,
10226,0,4,3,0,0,0,1,0,4,5,2,1,1,3,4,1,3,13,0,6,0.613,female,,8-11 year,,
10227,0,4,6,1,0,1,1,0,4,0,2,0,1,1,2,1,5,10,0,6,0.939,female,,14-18 year,,
10228,0,3,3,1,0,0,1,0,3,2,2,0,0,2,4,1,4,26,0,6,0.978,female,,11-14 year,,
10229,0,1,4,0,0,0,1,0,1,1,2,1,1,2,3,1,3,18,1,6,0.526,male,,8-11 year,,
10230,0,3,2,0,0,0,1,0,4,4,0,0,1,1,3,1,2,19,0,5,0.696,female,,6-8 year,,
10231,1,3,1,0,1,0,1,0,1,4,1,1,1,1,2,1,3,14,1,8,0.134,male,,8-11 year,,
10232,0,2,1,0,1,1,0,0,4,3,1,0,0,1,3,1,4,20,1,5,0.809,male,,11-14 year,,
10233,0,3,3,0,0,1,0,0,5,4,1,1,1,3,2,1,1,24,1,6,0.12,male,,3-6 year,,
10234,0,3,4,1,0,0,0,0,1,4,2,0,1,4,3,1,4,28,0,4,0.656,female,,11-14 year,,
10235,0,2,1,0,0,0,1,0,4,5,1,0,1,1,3,0,1,32,0,4,0.321,female,,3-6 year,,
10236,0,1,3,0,0,0,0,0,5,5,0,1,1,2,3,1,3,9,0,6,0.252,female,,8-11 year,,
10237,1,4,2,0,0,0,0,0,3,2,1,0,0,3,1,1,2,13,0,3,0.719,female,,6-8 year,,
10238,0,1,1,0,0,0,1,0,2,2,0,0,1,4,2,1,3,20,1,6,0.232,male,,8-11 year,,
10239,0,4,4,1,1,0,1,1,0,2,2,1,1,2,1,1,2,31,1,9,0.25,male,,6-8 year,,
10240,1,3,2,0,1,0,1,0,2,3,0,1,1,3,2,1,3,16,0,9,0.453,female,,8-11 year,,
10241,0,2,4,0,0,0,1,1,0,2,2,0,1,1,2,1,5,24,1,6,0.514,male,,14-18 year,,
10242,0,2,5,1,0,0,0,0,5,5,2,0,1,3,1,1,3,33,0,6,0.779,female,,8-11 year,,
10243,0,2,3,0,1,0,1,0,2,0,1,1,1,1,4,1,2,26,0,8,0.394,female,,6-8 year,,
10244,0,2,3,0,0,0,1,1,0,4,1,0,1,4,1,1,5,26,1,6,0.109,male,,14-18 year,,
10245,1,2,6,0,0,0,0,0,0,4,0,0,1,2,3,1,1,21,1,7,0.767,male,,3-6 year,,
10246,0,4,7,0,1,0,1,0,5,1,1,1,0,3,4,1,5,19,1,6,0.952,male,,14-18 year,,
10247,1,1,6,0,0,0,0,1,4,5,2,0,1,2,2,1,1,8,1,6,0.767,male,,3-6 year,,
10248,0,1,6,0,0,0,1,0,0,3,2,0,1,2,3,1,3,18,1,6,0.123,male,,8-11 year,,
10249,0,3,3,0,0,0,1,0,0,5,0,0,1,4,1,1,2,15,0,6,0.385,female,,6-8 year,,
10250,0,2,5,0,0,0,1,0,5,5,1,0,0,2,1,1,5,16,1,5,0.211,male,,14-18 year,,
10251,0,4,1,1,0,0,0,0,2,5,1,0,1,4,4,1,3,31,1,5,0.56,male,,8-11 year,,
10252,1,4,1,0,0,0,1,0,4,2,2,0,1,2,4,1,5,21,1,7,0.282,male,,14-18 year,,
10253,0,1,2,0,0,0,1,1,2,5,1,0,1,2,2,1,2,12,1,6,0.854,male,,6-8 year,,
10254,0,1,3,0,0,0,1,1,2,0,1,0,1,4,4,1,3,33,0,7,0.363,female,,8-11 year,,
10255,0,1,5,0,0,0,1,0,1,0,2,0,0,4,4,1,1,30,1,6,0.25,male,,3-6 year,,
10256,0,3,5,0,0,1,1,0,2,0,2,1,1,3,4,1,5,9,0,10,0.546,female,,14-18 year,,
10257,0,3,4,0,0,0,0,0,0,2,1,1,1,1,3,1,3,1,1,5,0.972,male,,8-11 year,,
10258,1,1,4,1,0,0,1,0,3,3,1,0,1,2,4,0,4,15,0,7,0.537,female,,11-14 year,,
10259,0,1,6,0,0,0,1,0,0,5,1,0,1,1,1,1,2,25,0,5,0.375,female,,6-8 year,,
10260,0,3,6,0,0,0,1,0,1,4,1,0,1,4,3,1,5,27,1,4,0.269,male,,14-18 year,,
10261,0,2,3,0,0,1,0,0,0,0,2,1,0,4,2,1,3,18,0,6,0.466,female,,8-11 year,,
10262,0,2,5,0,0,0,1,0,3,1,0,1,1,4,4,1,1,27,0,8,0.543,female,,3-6 year,,
10263,0,4,3,0,0,1,1,0,1,0,0,1,1,2,3,1,5,20,0,8,0.338,female,,14-18 year,,
10264,0,1,3,0,0,0,1,0,0,2,2,1,1,4,3,1,2,15,0,6,0.54,female,,6-8 year,,
10265,1,1,4,0,0,0,1,0,3,5,1,1,1,2,2,1,2,31,0,7,0.67,female,,6-8 year,,
10266,0,1,1,1,1,0,1,1,2,2,0,0,1,1,3,1,1,31,0,9,0.325,female,,3-6 year,,
10267,1,2,5,0,0,0,0,0,2,0,1,1,0,2,2,0,3,2,1,6,0.443,male,,8-11 year,,
10268,0,3,3,1,0,0,1,1,0,4,0,1,1,2,4,1,1,27,1,11,0.324,male,,3-6 year,,
10269,0,2,6,0,0,0,1,0,1,0,2,0,1,4,4,1,1,13,0,6,0.05,female,,3-6 year,,
10270,1,2,5,0,0,0,1,0,3,0,1,1,1,1,3,0,1,17,1,7,0.666,male,,3-6 year,,
10271,0,3,7,0,0,0,1,0,2,5,0,1,0,3,3,1,5,22,0,6,0.47,female,,14-18 year,,
10272,1,1,2,0,0,0,1,1,2,2,2,1,1,4,2,1,4,19,0,7,0.344,female,,11-14 year,,
10273,0,4,7,0,0,0,1,0,4,2,1,1,1,4,1,1,2,28,1,4,0.381,male,,6-8 year,,
10274,0,2,4,1,1,0,0,0,0,2,1,0,1,3,2,1,1,29,1,7,0.118,male,,3-6 year,,
10275,0,2,3,0,0,0,0,0,4,0,0,1,1,1,2,1,2,16,1,6,0.656,male,,6-8 year,,
10276,0,4,7,0,0,0,1,1,3,5,2,1,0,1,4,1,2,19,0,5,0.753,female,,6-8 year,,
10277,0,1,7,0,0,0,1,1,0,0,2,0,1,1,2,0,2,8,1,6,0.252,male,,6-8 year,,
10278,0,2,3,0,0,0,1,0,2,3,1,0,1,2,1,1,5,4,0,5,0.597,female,,14-18 year,,
10279,0,3,5,0,0,1,1,0,4,3,0,0,1,2,1,1,3,26,0,8,0.63,female,,8-11 year,,
10280,1,3,1,1,0,0,0,0,1,0,2,1,1,3,1,1,5,25,0,9,0.352,female,,14-18 year,,
10281,0,4,2,0,1,1,0,0,5,5,2,0,1,4,3,1,4,33,1,4,0.965,male,,11-14 year,,
10282,0,3,5,0,0,0,0,0,3,0,0,1,0,3,4,1,5,21,0,8,0.642,female,,14-18 year,,
10283,0,1,2,1,0,1,1,0,2,2,1,0,1,1,4,0,5,26,0,6,0.299,female,,14-18 year,,
10284,0,1,2,1,0,1,1,0,1,4,0,0,1,2,2,0,2,24,1,7,0.758,male,,6-8 year,,
10285,0,3,3,0,0,0,1,0,4,2,0,1,1,4,3,1,3,32,0,6,0.351,female,,8-11 year,,
10286,0,4,2,1,0,0,1,0,1,1,1,0,1,1,3,0,3,11,0,3,0.84,female,,8-11 year,,
10287,0,1,1,0,0,0,1,1,1,3,2,0,0,4,1,0,5,17,0,4,0.276,female,,14-18 year,,
10288,0,4,5,0,1,1,1,0,2,2,2,1,1,1,3,1,4,7,0,7,0.248,female,,11-14 year,,
10289,0,3,6,0,1,1,1,0,0,4,1,1,1,3,3,0,5,10,0,8,0.904,female,,14-18 year,,
10290,1,4,2,0,0,0,1,0,4,3,0,1,0,1,1,1,3,11,1,5,0.195,male,,8-11 year,,
10291,0,4,6,1,0,0,0,0,5,5,2,1,1,4,1,1,2,10,1,4,0.332,male,,6-8 year,,
10292,0,1,3,1,0,0,1,0,3,3,2,0,1,3,1,1,1,21,0,6,0.95,female,,3-6 year,,
10293,0,3,4,0,0,0,0,1,1,1,1,1,1,1,4,1,1,25,0,6,0.706,female,,3-6 year,,
10294,1,3,6,0,0,0,1,0,5,5,0,1,1,2,2,1,3,7,1,8,0.104,male,,8-11 year,,
