,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,label,dropout
8607,0,2,2,0,0,0,1,0,5,1,1,1,0,2,4,1,,,,,
8608,0,2,6,0,0,1,1,0,1,0,2,0,1,2,3,1,,,,,
8609,0,4,6,0,0,0,1,1,3,2,0,1,1,4,1,1,,,,,
8610,1,2,7,0,0,0,1,0,2,1,2,0,1,1,4,1,,,,,
8611,0,4,6,1,0,0,1,0,2,5,2,1,1,3,1,1,,,,,
8612,0,3,2,0,0,1,1,1,5,4,1,0,1,3,3,0,,,,,
8613,0,4,6,1,0,1,0,0,5,0,2,0,1,2,1,0,,,,,
8614,1,3,3,0,0,0,1,0,4,1,0,1,1,4,2,0,,,,,
8615,0,2,5,0,0,0,1,0,4,2,1,1,1,2,1,1,,,,,
8616,0,4,2,0,0,0,1,0,5,5,0,1,1,3,1,1,,,,,
8617,0,2,3,0,1,0,1,0,5,5,0,1,1,3,1,1,,,,,
8618,0,3,2,0,0,0,1,0,5,0,2,1,1,3,4,1,,,,,
8619,0,2,6,0,0,0,0,0,2,0,0,1,1,2,2,1,,,,,
8620,0,4,2,0,1,0,1,0,5,4,2,0,1,2,4,1,,,,,
8621,0,3,5,0,0,0,1,0,5,2,2,1,1,1,4,0,,,,,
8622,0,4,1,0,1,0,0,0,1,0,0,0,1,4,1,1,,,,,
8623,0,1,5,0,0,0,1,1,0,1,2,0,0,1,2,1,,,,,
8624,0,1,1,0,0,0,1,1,0,3,1,0,1,3,4,1,,,,,
8625,0,1,3,0,0,0,1,0,2,3,1,1,1,1,2,1,,,,,
8626,0,4,1,0,0,1,1,0,4,1,1,0,1,3,1,1,,,,,
8627,0,4,3,0,0,0,1,0,3,1,2,0,1,3,2,1,,,,,
8628,0,1,3,0,0,0,1,0,5,1,2,1,1,2,1,1,,,,,
8629,1,4,5,0,0,0,1,1,0,1,0,1,1,3,4,1,,,,,
8630,0,1,2,1,0,0,0,1,2,0,2,1,1,3,1,0,,,,,
8631,0,1,6,0,0,1,1,0,4,3,2,1,1,1,4,0,,,,,
8632,0,2,6,0,0,1,0,0,0,1,2,1,0,4,4,1,,,,,
8633,1,1,2,0,0,1,1,0,0,4,2,0,1,2,1,1,,,,,
8634,0,1,1,0,1,1,0,0,1,3,0,0,0,1,3,1,,,,,
8635,1,2,2,0,0,0,1,0,3,1,0,0,1,1,3,1,,,,,
8636,0,1,4,1,1,0,1,0,5,0,1,0,0,2,3,0,,,,,
8637,0,1,3,0,0,0,1,0,5,2,0,0,0,1,3,1,,,,,
8638,0,2,1,0,0,0,0,0,5,3,0,1,1,1,2,1,,,,,
8639,0,1,2,0,0,0,0,0,4,0,1,0,1,2,4,1,,,,,
8640,0,4,1,0,1,0,1,0,0,4,1,0,1,2,2,1,,,,,
8641,0,2,4,0,0,1,1,0,5,5,2,0,1,2,3,1,,,,,
8642,1,4,3,0,0,0,1,0,3,0,2,0,0,4,3,1,,,,,
8643,0,3,6,0,0,0,1,0,1,1,0,0,1,3,2,1,,,,,
8644,1,2,4,0,1,0,0,0,4,4,1,0,1,4,2,1,,,,,
8645,0,2,4,0,0,1,1,0,5,4,1,1,1,2,4,1,,,,,
8646,0,3,2,0,1,1,0,0,5,0,1,0,1,1,3,1,,,,,
8647,0,3,5,1,1,0,1,1,2,1,1,0,1,3,2,1,,,,,
8648,0,2,4,0,0,0,1,1,0,0,2,0,1,4,4,0,,,,,
8649,0,2,6,0,0,0,1,0,0,3,2,0,1,1,3,0,,,,,
8650,1,4,2,0,0,0,1,0,3,3,0,0,0,2,2,0,,,,,
8651,0,3,4,1,1,0,1,0,1,1,1,0,1,1,2,0,,,,,
8652,0,4,3,0,0,0,1,0,5,1,0,0,1,2,1,1,,,,,
8653,0,3,2,1,0,0,1,0,1,2,0,0,1,2,2,0,,,,,
8654,0,3,5,0,0,1,0,1,4,0,0,1,1,3,4,1,,,,,
8655,0,3,2,0,0,0,0,0,0,1,2,1,1,1,2,1,,,,,
8656,0,3,7,0,1,0,1,0,4,5,0,1,1,1,2,1,,,,,
8657,1,2,3,1,0,0,1,0,4,5,0,1,1,1,2,1,,,,,
8658,0,2,6,0,0,0,1,0,4,2,0,1,1,2,3,1,,,,,
8659,0,3,1,0,0,0,1,1,1,4,2,0,1,4,1,1,,,,,
8660,1,3,3,0,0,0,0,0,1,5,2,0,0,4,2,1,,,,,
8661,0,2,3,0,0,0,0,0,1,2,1,1,0,3,3,1,,,,,
8662,0,3,4,0,1,0,1,0,4,5,1,0,1,2,2,1,,,,,
8663,0,2,2,0,0,0,1,1,0,3,0,0,1,3,1,1,,,,,
8664,0,1,4,0,0,0,1,0,0,5,1,1,1,2,3,1,,,,,
8665,0,3,5,0,1,0,1,1,0,4,0,0,1,4,3,1,,,,,
8666,1,4,1,1,0,0,0,0,2,1,2,1,1,2,1,1,,,,,
8667,1,2,7,0,0,1,1,0,5,5,2,1,1,2,1,1,,,,,
8668,0,1,4,0,0,0,0,1,4,0,0,1,1,1,4,0,,,,,
8669,0,4,1,1,1,0,0,0,0,3,2,1,0,3,1,0,,,,,
8670,0,2,3,0,0,0,1,0,5,5,0,0,1,1,1,1,,,,,
8671,0,4,5,0,0,0,1,0,3,4,2,1,1,1,2,1,,,,,
8672,0,3,3,0,0,0,1,0,0,0,1,1,1,2,2,1,,,,,
8673,0,1,6,0,0,1,1,0,1,5,0,1,0,3,2,1,,,,,
8674,0,3,1,0,0,0,1,0,5,3,1,1,1,2,2,1,,,,,
8675,0,2,7,0,1,0,1,0,4,3,2,0,0,2,3,0,,,,,
8676,0,1,7,0,1,1,1,0,3,4,0,0,0,4,4,1,,,,,
8677,0,1,6,0,0,0,1,0,4,4,2,0,0,3,3,1,,,,,
8678,0,2,6,1,0,0,1,0,3,4,2,1,1,2,1,1,,,,,
8679,1,2,6,1,1,1,0,0,3,0,2,0,1,1,4,1,,,,,
8680,1,3,3,0,0,0,1,0,1,1,2,1,1,4,2,1,,,,,
8681,0,1,5,0,0,1,0,0,1,2,1,0,0,2,4,1,,,,,
8682,0,2,2,0,0,0,1,1,2,0,0,0,1,1,2,1,,,,,
8683,0,2,6,1,1,1,1,0,4,5,1,0,1,1,4,1,,,,,
8684,0,1,3,0,1,0,0,0,5,0,2,0,1,3,1,1,,,,,
8685,0,4,6,1,0,0,1,0,0,0,0,0,0,4,4,1,,,,,
8686,0,1,6,0,0,1,1,0,3,2,1,0,1,4,3,1,,,,,
8687,1,2,7,0,0,0,0,0,4,0,0,0,1,3,3,1,,,,,
8688,1,2,2,0,0,0,1,0,3,5,2,1,1,1,1,1,,,,,
8689,0,3,7,0,0,1,1,0,3,2,0,0,1,2,3,1,,,,,
8690,0,2,5,0,1,0,1,0,4,1,0,0,1,2,4,1,,,,,
8691,0,2,3,0,0,0,1,1,3,1,0,0,0,4,4,0,,,,,
8692,0,4,2,0,0,0,0,1,1,2,0,0,1,3,4,1,,,,,
8693,0,1,5,0,0,0,1,1,3,5,1,0,0,2,1,0,,,,,
8694,0,4,5,0,1,1,1,0,0,1,1,0,1,2,3,1,,,,,
8695,0,4,1,0,0,0,1,0,4,5,2,0,1,2,3,1,,,,,
8696,0,3,5,0,0,0,1,0,3,3,2,1,1,3,3,1,,,,,
8697,1,3,2,0,0,0,1,0,4,1,2,1,1,4,3,1,,,,,
8698,0,4,2,1,0,0,1,0,0,2,2,0,1,1,4,1,,,,,
8699,0,3,4,0,0,0,1,1,0,0,0,0,1,3,4,1,,,,,
8700,0,4,7,1,0,1,1,0,0,2,0,1,1,3,1,1,,,,,
8701,0,3,6,0,0,0,1,0,5,3,0,1,1,1,2,1,,,,,
8702,1,3,4,1,0,0,0,0,3,0,2,1,1,4,2,0,,,,,
8703,0,2,1,0,0,0,1,0,3,4,2,1,1,1,1,0,,,,,
8704,0,4,2,1,1,1,1,0,4,0,0,0,1,2,1,1,,,,,
8705,0,3,6,0,0,0,1,0,0,3,1,0,1,3,4,1,,,,,
8706,0,1,4,0,0,0,1,0,4,3,0,1,1,2,1,1,,,,,
8707,0,4,2,0,0,0,0,0,1,1,2,0,1,1,1,0,,,,,
8708,0,4,7,0,0,1,1,0,5,3,1,0,1,1,2,1,,,,,
8709,1,2,2,1,0,0,1,1,2,5,0,1,1,1,1,1,,,,,
8710,0,3,6,0,0,0,1,0,2,5,2,1,1,3,4,1,,,,,
8711,0,3,2,0,0,0,0,0,2,1,2,1,1,3,3,1,,,,,
8712,1,4,4,1,0,0,1,0,4,5,0,1,1,3,2,1,,,,,
8713,0,1,3,0,0,0,1,0,5,4,1,0,1,1,2,0,,,,,
8714,1,3,1,0,0,0,1,0,0,1,0,1,1,2,1,1,,,,,
8715,0,3,6,1,0,0,1,1,5,5,0,0,1,3,4,1,,,,,
8716,1,1,3,1,0,1,1,0,3,4,1,0,0,3,1,1,,,,,
8717,0,3,6,0,0,1,1,0,3,1,0,1,1,1,1,1,,,,,
8718,1,2,4,0,0,0,0,0,2,0,0,1,0,4,1,1,,,,,
8719,1,2,7,0,0,0,1,0,3,3,2,0,1,4,4,1,,,,,
8720,0,4,2,0,0,1,1,1,5,0,2,1,1,2,4,0,,,,,
8721,0,4,6,0,0,1,1,0,0,2,1,1,1,3,1,1,,,,,
8722,1,1,3,0,0,0,1,0,4,5,2,0,1,1,1,0,,,,,
8723,0,3,6,1,1,0,1,0,5,1,1,0,1,3,1,0,,,,,
8724,0,2,2,0,0,0,1,0,0,3,0,0,1,4,1,1,,,,,
8725,0,4,7,0,0,0,0,0,2,5,0,0,0,1,3,1,,,,,
8726,1,1,2,0,0,0,0,0,2,4,0,1,0,1,4,1,,,,,
8727,0,2,1,0,0,0,0,0,2,1,0,1,0,1,4,1,,,,,
8728,0,2,7,0,0,0,0,0,0,1,1,0,1,4,3,1,,,,,
8729,0,4,4,1,0,0,1,0,5,5,0,0,0,4,4,1,,,,,
8730,1,4,7,0,0,0,1,0,3,0,1,0,1,3,1,1,,,,,
8731,0,1,7,1,1,0,1,0,1,3,2,0,0,2,2,1,,,,,
8732,0,2,1,0,0,0,1,0,4,0,1,0,1,3,3,1,,,,,
8733,0,4,5,1,0,0,1,1,4,0,0,1,1,4,3,1,,,,,
8734,0,1,5,1,0,0,1,1,3,5,0,1,0,4,3,1,,,,,
8735,1,3,3,1,0,0,1,0,5,4,0,1,1,2,2,1,,,,,
8736,0,2,2,1,0,0,1,0,5,2,0,0,0,1,1,1,,,,,
8737,0,3,6,0,1,1,0,0,1,1,1,1,1,4,1,1,,,,,
8738,0,4,1,1,0,0,1,0,2,0,1,1,1,4,3,1,,,,,
8739,0,1,7,0,0,0,0,1,3,3,1,0,1,1,4,0,,,,,
8740,0,1,2,1,0,0,1,1,0,2,0,1,1,3,1,0,,,,,
8741,0,1,2,0,0,0,1,0,5,5,1,0,1,1,3,1,,,,,
8742,0,2,7,0,0,0,0,0,5,1,2,0,1,1,3,1,,,,,
8743,1,2,4,0,1,0,0,0,4,4,0,0,1,3,2,1,,,,,
8744,0,3,7,0,0,0,1,0,4,3,1,0,0,2,1,1,,,,,
8745,0,2,1,0,0,0,1,0,4,5,2,1,1,1,3,1,,,,,
8746,1,1,6,0,0,0,1,1,4,5,1,1,1,2,3,1,,,,,
8747,0,3,6,1,0,0,1,0,5,0,1,1,1,2,3,1,,,,,
8748,0,2,7,0,0,0,0,0,2,0,0,0,1,3,1,1,,,,,
8749,0,4,2,0,0,0,1,0,4,3,1,0,1,1,2,1,,,,,
8750,0,4,5,0,1,1,1,0,5,5,0,1,1,1,3,1,,,,,
8751,1,2,1,1,0,0,0,1,1,0,0,1,1,3,1,1,,,,,
8752,0,3,2,0,0,0,1,1,0,2,2,0,1,2,4,1,,,,,
8753,0,2,7,0,0,0,0,0,3,0,1,1,1,3,3,1,,,,,
8754,0,3,4,0,0,0,1,0,0,0,1,0,1,3,1,0,,,,,
8755,0,2,4,1,0,0,1,0,2,5,2,1,0,1,1,1,,,,,
8756,0,4,5,0,0,0,1,0,0,0,2,1,0,2,1,1,,,,,
8757,0,3,1,0,0,0,0,0,2,1,0,1,1,1,3,1,,,,,
8758,0,1,1,0,1,0,1,0,0,5,0,0,1,3,2,0,,,,,
8759,1,3,1,0,0,0,0,0,3,5,0,0,0,4,1,1,,,,,
8760,0,1,2,0,1,0,1,0,2,4,1,0,1,2,4,1,,,,,
8761,0,4,1,0,0,0,0,0,3,0,0,1,0,3,4,0,,,,,
8762,0,2,2,0,0,0,1,0,2,5,0,1,0,1,3,1,,,,,
8763,1,3,4,0,0,0,1,0,4,0,2,0,1,1,1,1,,,,,
8764,0,3,1,0,1,0,1,0,3,4,2,0,1,4,2,1,,,,,
8765,0,1,1,1,0,0,1,0,1,5,2,0,0,1,2,1,,,,,
8766,0,4,6,0,1,0,1,0,5,2,2,0,0,3,1,1,,,,,
8767,0,1,7,0,0,0,1,0,5,1,2,1,1,1,3,1,,,,,
8768,0,3,6,0,0,0,1,0,2,4,0,0,1,1,1,1,,,,,
8769,0,1,7,0,1,0,1,0,3,4,1,1,1,2,1,1,,,,,
8770,0,2,5,1,0,0,1,0,5,3,1,1,1,2,4,1,,,,,
8771,0,1,3,0,1,0,1,0,1,3,0,0,1,4,4,1,,,,,
8772,0,2,3,0,0,0,1,0,4,4,1,0,1,1,4,1,,,,,
8773,0,4,3,0,0,0,1,0,1,1,0,1,1,3,3,1,,,,,
8774,0,3,3,0,0,1,1,0,4,2,0,1,1,4,2,0,,,,,
8775,1,1,6,1,0,0,1,0,4,0,1,1,1,4,1,1,,,,,
8776,0,3,7,1,0,0,0,0,3,5,2,1,1,4,1,0,,,,,
8777,0,4,1,1,1,0,1,0,2,0,1,0,1,1,4,1,,,,,
8778,0,3,6,0,0,0,1,0,1,1,1,0,1,3,2,1,,,,,
8779,0,3,2,0,1,0,0,1,0,5,2,1,0,3,2,1,,,,,
8780,0,1,4,1,0,1,1,0,0,0,0,0,0,3,4,1,,,,,
8781,0,3,3,1,1,0,0,0,3,1,0,1,1,4,1,1,,,,,
8782,0,1,7,1,0,0,1,0,0,4,1,1,1,1,3,1,,,,,
8783,1,2,6,0,1,0,1,0,0,1,1,0,1,2,4,1,,,,,
8784,0,3,4,0,0,0,1,0,5,1,1,0,1,1,3,1,,,,,
8785,0,4,3,0,0,0,0,0,5,1,1,0,1,3,4,0,,,,,
8786,0,2,4,0,0,0,0,1,3,4,1,1,0,3,4,1,,,,,
8787,0,2,4,0,0,0,0,0,0,0,1,1,1,4,1,1,,,,,
8788,0,3,5,1,0,0,1,0,3,3,0,0,1,4,3,1,,,,,
8789,0,3,4,0,0,0,1,0,0,0,2,1,0,4,2,0,,,,,
8790,0,3,1,0,0,0,1,0,4,4,1,0,0,3,1,1,,,,,
8791,0,2,1,1,0,0,0,0,4,0,0,0,1,2,1,1,,,,,
8792,0,1,1,1,1,1,1,0,4,5,0,1,1,2,2,0,,,,,
8793,0,2,5,0,0,0,0,0,2,1,2,1,1,3,4,1,,,,,
8794,1,4,2,1,0,0,1,0,0,4,0,0,1,4,3,1,,,,,
8795,0,2,1,0,0,0,1,0,0,0,2,0,1,2,3,1,,,,,
8796,0,2,4,0,0,0,1,0,2,3,2,1,0,2,3,1,,,,,
8797,0,3,6,1,0,0,0,0,1,5,0,1,0,1,4,1,,,,,
8798,0,1,5,0,0,0,1,0,4,5,0,0,1,1,4,1,,,,,
8799,0,2,5,0,0,0,1,0,1,1,0,1,1,4,3,0,,,,,
8800,0,1,4,0,0,0,1,0,1,2,2,0,1,2,3,1,,,,,
8801,1,2,3,1,0,0,0,1,3,1,2,1,1,3,1,1,,,,,
8802,0,1,4,0,1,0,0,0,3,1,2,1,1,3,1,1,,,,,
8803,0,1,1,0,0,0,1,0,0,5,2,0,1,1,4,1,,,,,
8804,0,4,7,1,1,0,1,1,1,0,2,0,1,2,3,1,,,,,
8805,0,3,2,0,0,0,1,0,4,4,0,0,1,3,4,1,,,,,
8806,0,4,7,0,0,0,1,0,5,5,1,0,1,3,2,1,,,,,
8807,0,2,7,0,0,0,0,0,5,5,0,0,0,4,4,1,,,,,
8808,0,2,6,1,0,1,0,1,5,0,1,0,1,3,1,1,,,,,
8809,0,4,4,0,0,0,1,0,3,3,1,0,1,3,3,0,,,,,
8810,0,3,6,0,0,0,1,0,4,1,1,0,1,1,2,1,,,,,
8811,1,3,2,0,0,1,1,0,3,2,2,1,1,2,1,1,,,,,
8812,0,1,6,0,1,0,1,0,5,0,1,1,0,2,4,0,,,,,
8813,0,2,2,0,1,1,1,0,3,2,2,1,1,3,1,1,,,,,
8814,0,3,5,0,0,0,1,0,1,4,1,1,1,2,3,0,,,,,
8815,0,4,7,0,0,1,1,0,4,5,1,1,0,4,1,1,,,,,
8816,0,4,1,1,0,0,1,0,5,1,1,0,0,1,2,0,,,,,
8817,0,3,5,0,0,0,0,1,1,5,2,1,1,3,1,1,,,,,
8818,0,3,3,0,0,0,1,1,3,2,1,1,1,2,4,0,,,,,
8819,0,4,6,0,0,0,1,0,3,2,1,0,1,2,4,1,,,,,
8820,1,4,6,0,0,1,1,0,4,3,1,1,1,1,1,1,,,,,
8821,0,4,7,0,0,0,1,0,3,3,2,0,1,3,4,1,,,,,
8822,0,3,2,0,1,0,1,0,2,5,0,1,1,2,4,1,,,,,
8823,0,4,2,0,0,0,0,1,4,2,1,1,0,2,4,1,,,,,
8824,1,1,4,0,1,0,1,0,1,3,2,0,1,4,2,1,,,,,
8825,0,2,1,0,0,0,1,0,0,1,1,1,1,1,1,0,,,,,
8826,0,2,3,0,0,0,0,0,1,3,0,1,0,1,3,1,,,,,
8827,0,2,6,0,1,0,1,0,0,5,2,1,1,1,1,1,,,,,
8828,1,3,5,0,0,1,1,0,4,3,0,1,1,4,4,1,,,,,
8829,0,1,3,0,0,1,1,0,2,3,2,1,1,4,1,1,,,,,
8830,1,1,7,0,0,1,0,0,3,2,0,1,1,4,1,1,,,,,
8831,0,3,7,0,0,0,1,0,3,1,2,0,1,4,3,1,,,,,
8832,0,2,2,0,0,0,0,1,2,2,0,1,0,4,3,1,,,,,
8833,0,2,2,0,0,0,0,0,3,2,1,0,1,1,3,1,,,,,
8834,0,2,2,0,0,1,0,0,2,1,1,0,0,1,2,0,,,,,
8835,0,2,2,0,0,0,1,0,3,4,2,0,1,2,2,1,,,,,
8836,0,1,6,0,0,0,1,0,5,0,0,0,0,4,4,0,,,,,
8837,0,3,5,0,0,0,0,1,2,2,0,1,1,4,1,1,,,,,
8838,0,4,1,1,0,0,1,0,3,2,0,0,1,2,4,1,,,,,
8839,0,4,7,0,0,0,1,0,1,0,1,0,1,1,1,1,,,,,
8840,0,1,4,1,1,0,0,0,4,1,2,0,1,1,2,1,,,,,
8841,0,4,5,1,0,0,1,0,2,4,2,1,1,4,2,1,,,,,
8842,0,4,1,0,1,0,0,1,2,5,0,0,1,1,4,1,,,,,
8843,0,1,6,0,0,0,0,0,5,3,0,1,1,2,4,0,,,,,
8844,1,2,2,0,0,1,1,0,1,4,1,1,1,3,1,1,,,,,
8845,0,2,1,0,0,0,1,1,4,2,0,0,1,1,1,1,,,,,
8846,0,1,3,0,0,0,0,0,2,0,0,0,1,4,3,0,,,,,
8847,0,3,3,0,0,0,1,0,4,1,1,0,1,3,4,1,,,,,
8848,0,2,4,0,0,0,1,0,5,4,0,1,1,2,1,1,,,,,
8849,0,1,3,0,0,0,1,0,1,2,0,0,1,4,3,1,,,,,
8850,1,3,3,0,0,1,0,0,4,3,1,0,1,4,1,1,,,,,
8851,1,4,4,0,0,0,1,0,0,2,1,1,0,1,1,1,,,,,
8852,0,2,1,0,0,0,1,1,1,0,0,0,0,3,4,0,,,,,
8853,0,3,7,0,1,1,1,1,0,2,2,0,1,4,4,0,,,,,
8854,0,3,3,0,0,1,1,1,2,3,2,1,1,3,4,0,,,,,
8855,1,2,7,1,1,0,0,0,1,3,2,0,1,4,1,1,,,,,
8856,1,3,2,0,1,0,1,0,5,3,0,1,1,1,4,0,,,,,
8857,0,4,5,0,0,0,1,0,2,2,2,1,1,1,2,1,,,,,
8858,0,3,4,0,0,0,1,0,3,3,0,0,1,1,4,0,,,,,
8859,0,2,6,0,0,0,0,0,1,0,0,1,1,3,1,0,,,,,
8860,1,3,7,0,0,1,1,1,5,4,0,0,1,1,1,0,,,,,
8861,0,4,2,0,0,1,1,0,0,2,0,1,1,4,1,1,,,,,
8862,0,2,6,0,0,1,0,0,2,5,1,1,1,4,2,1,,,,,
8863,0,4,3,0,0,0,1,0,4,1,2,1,1,3,4,1,,,,,
8864,0,2,4,0,0,0,1,0,5,3,0,1,1,2,4,0,,,,,
8865,0,4,7,1,0,0,1,0,0,1,0,0,1,3,2,1,,,,,
8866,1,1,3,1,0,0,1,0,3,3,1,0,0,2,4,1,,,,,
8867,0,4,5,0,0,0,1,0,2,0,1,1,1,1,4,1,,,,,
8868,0,1,3,0,0,1,1,0,3,1,1,1,1,4,1,1,,,,,
8869,0,3,4,0,0,0,1,0,4,4,1,1,1,2,3,1,,,,,
8870,1,3,1,0,0,0,1,0,2,3,0,1,1,3,3,1,,,,,
8871,1,2,1,0,0,0,1,0,3,5,0,1,1,3,2,0,,,,,
8872,0,1,1,0,0,0,0,0,5,3,1,0,1,2,2,1,,,,,
8873,0,1,3,1,0,0,1,0,2,1,2,1,1,1,1,1,,,,,
8874,0,1,3,0,1,1,1,0,3,5,2,0,0,4,1,1,,,,,
8875,0,2,5,0,0,0,1,1,5,2,2,0,1,1,3,0,,,,,
8876,1,3,4,0,0,0,1,1,3,4,0,1,1,1,1,1,,,,,
8877,0,2,3,0,0,0,1,0,4,1,2,0,1,4,3,1,,,,,
8878,0,2,2,1,1,0,1,0,0,1,0,0,0,1,1,1,,,,,
8879,0,3,6,0,0,0,1,0,4,5,2,1,1,4,3,1,,,,,
8880,0,3,2,0,0,0,0,0,5,4,1,1,1,1,4,0,,,,,
8881,0,1,5,0,1,0,1,1,4,2,1,0,1,3,4,1,,,,,
8882,0,2,2,0,0,0,1,0,5,2,0,0,0,4,3,1,,,,,
8883,0,4,3,1,1,0,1,0,5,3,2,0,1,1,4,1,,,,,
8884,0,4,4,0,1,0,1,0,4,3,2,1,0,4,2,1,,,,,
8885,0,2,4,0,1,0,0,1,5,0,0,0,1,2,4,0,,,,,
8886,0,4,2,0,0,0,0,0,5,4,2,1,1,3,3,1,,,,,
8887,1,2,2,0,0,0,0,0,0,3,1,1,1,3,3,1,,,,,
8888,0,2,6,0,0,0,0,0,5,5,0,0,1,1,4,1,,,,,
8889,0,1,1,0,0,0,1,0,0,2,0,1,1,4,3,1,,,,,
8890,0,3,3,0,1,1,1,0,4,0,0,1,1,3,2,1,,,,,
8891,0,4,2,0,1,0,1,0,4,5,1,0,1,2,1,0,,,,,
8892,0,2,4,0,1,1,0,0,2,1,1,1,1,1,2,1,,,,,
8893,0,3,5,0,0,0,1,0,4,3,0,1,1,1,2,0,,,,,
8894,0,2,2,0,1,0,1,0,2,1,2,0,1,2,1,1,,,,,
8895,0,1,5,1,0,0,0,0,2,1,0,1,0,4,1,1,,,,,
8896,0,1,4,0,0,1,1,1,3,2,0,0,1,1,4,0,,,,,
8897,0,3,1,1,0,0,1,0,1,3,0,1,1,2,3,1,,,,,
8898,1,1,3,1,0,0,1,0,4,4,2,0,1,1,2,0,,,,,
8899,0,2,4,0,1,0,0,0,5,5,0,0,1,1,4,1,,,,,
8900,0,4,4,0,0,0,1,0,4,3,0,0,1,4,2,1,,,,,
8901,1,1,6,0,0,0,1,1,2,4,1,1,0,4,4,1,,,,,
8902,1,2,5,0,0,0,1,0,3,4,2,0,1,2,1,0,,,,,
8903,0,3,2,0,0,0,0,0,3,4,2,0,1,3,4,1,,,,,
8904,0,2,4,0,0,0,1,0,1,3,1,0,1,4,3,1,,,,,
8905,0,4,2,0,0,0,0,0,3,4,0,0,1,4,4,1,,,,,
8906,0,1,5,0,0,0,1,0,1,5,0,0,1,3,3,1,,,,,
8907,0,1,5,0,0,1,1,0,4,5,1,0,1,1,3,1,,,,,
8908,1,2,1,1,0,0,0,0,3,1,2,1,1,2,1,1,,,,,
8909,1,4,4,0,0,0,1,0,0,5,0,0,1,2,3,0,,,,,
8910,1,4,7,0,1,0,0,0,3,5,2,1,1,3,4,0,,,,,
8911,0,4,5,0,0,0,1,0,2,5,2,0,1,2,3,0,,,,,
8912,0,2,4,1,0,0,1,0,2,4,1,1,1,4,1,1,,,,,
8913,0,2,7,0,0,0,1,0,2,0,0,1,1,2,3,1,,,,,
8914,0,3,2,0,0,0,1,0,2,2,0,0,1,4,1,0,,,,,
8915,0,3,6,1,1,0,0,0,4,3,2,0,1,2,4,1,,,,,
8916,1,4,4,0,1,0,0,0,2,3,2,1,1,3,4,1,,,,,
8917,0,2,5,0,0,0,1,0,2,5,2,1,1,2,3,1,,,,,
8918,0,2,7,0,1,0,1,0,3,1,0,0,1,1,1,1,,,,,
8919,1,3,2,0,0,0,0,0,1,2,0,1,1,3,2,1,,,,,
8920,1,3,6,0,0,0,1,0,1,5,0,1,1,1,3,1,,,,,
8921,0,2,3,0,0,0,0,1,3,2,1,1,1,2,2,0,,,,,
8922,0,1,7,0,0,0,0,0,4,4,2,1,1,2,2,0,,,,,
8923,0,4,7,0,0,0,1,1,5,3,2,1,1,1,1,1,,,,,
8924,1,2,6,0,0,0,1,0,2,2,0,1,1,2,4,1,,,,,
8925,0,3,7,0,0,0,1,0,0,4,0,0,1,4,3,1,,,,,
8926,0,4,3,1,0,0,1,0,3,3,2,0,1,3,4,1,,,,,
8927,0,1,5,0,0,0,1,0,5,1,0,1,1,4,2,1,,,,,
8928,0,4,1,0,0,0,1,0,5,1,1,0,1,1,1,1,,,,,
8929,0,2,2,0,0,0,1,0,3,4,1,0,1,1,4,1,,,,,
8930,0,4,5,1,0,1,1,1,3,2,0,1,1,4,1,1,,,,,
8931,0,4,4,1,0,0,1,0,3,0,0,1,1,1,4,1,,,,,
8932,0,1,7,0,0,0,1,0,5,2,1,0,1,2,3,1,,,,,
8933,0,1,7,1,1,0,0,1,4,2,0,0,1,1,1,0,,,,,
8934,0,4,5,1,0,1,0,1,5,4,1,0,0,4,3,1,,,,,
8935,0,1,3,0,0,0,1,0,1,3,2,1,0,2,3,1,,,,,
8936,0,2,5,0,1,1,0,0,1,4,0,0,1,2,3,1,,,,,
8937,1,4,2,0,0,0,0,0,2,0,0,1,1,2,1,1,,,,,
8938,1,1,7,0,1,0,1,0,2,1,2,0,0,2,2,1,,,,,
8939,0,3,6,0,1,0,1,0,1,1,0,0,1,2,3,1,,,,,
8940,0,2,5,0,0,1,1,1,4,5,0,1,1,3,3,1,,,,,
8941,0,2,7,0,0,0,1,0,1,2,1,1,0,3,2,0,,,,,
8942,0,4,1,1,1,0,0,0,1,4,0,0,1,2,1,0,,,,,
8943,0,1,7,0,0,0,0,0,4,0,0,1,1,4,2,0,,,,,
8944,0,1,3,0,0,0,1,0,0,1,1,0,1,1,1,1,,,,,
8945,0,2,5,0,0,1,0,1,4,5,0,1,1,3,1,0,,,,,
8946,0,2,6,1,0,1,1,0,5,0,2,0,1,3,2,1,,,,,
8947,0,1,7,0,0,0,0,0,0,0,1,1,1,3,1,1,,,,,
8948,0,4,1,0,0,0,1,0,4,5,2,0,1,1,4,1,,,,,
8949,0,1,5,0,0,1,1,0,3,4,0,0,1,3,4,1,,,,,
8950,0,3,7,0,0,1,1,0,3,3,2,0,1,1,1,0,,,,,
8951,1,3,3,1,0,0,1,0,5,5,2,1,1,1,3,1,,,,,
8952,0,1,3,0,0,0,1,1,1,1,2,1,1,2,1,1,,,,,
