,Unnamed: 0,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,label,dropout
15457,15457,0,4,6,1,0,0,1,0,3,4,2,1,1,4,3,1,3,31,0,5.0,0.3125
15458,15458,0,4,6,1,0,0,1,0,0,0,1,0,1,1,4,1,2,2,0,7.0,0.4375
15459,15459,0,3,5,0,0,1,1,0,5,3,1,1,1,4,2,1,2,3,1,7.0,0.4375
15460,15460,0,3,6,1,0,1,1,0,0,2,0,1,1,2,1,1,1,23,1,10.0,0.625
15461,15461,0,2,4,0,0,0,1,0,2,5,0,0,1,4,2,1,2,9,1,5.0,0.3125
15462,15462,0,3,6,0,0,0,1,1,3,3,0,1,1,4,4,1,4,12,0,8.0,0.5
15463,15463,0,2,7,0,0,1,1,0,0,3,0,1,0,2,1,1,1,27,0,8.0,0.5
15464,15464,0,3,3,0,0,1,1,0,5,0,0,0,0,4,3,1,3,21,1,6.0,0.375
15465,15465,0,1,7,0,0,1,1,0,2,2,1,0,1,1,3,1,3,18,0,5.0,0.3125
15466,15466,0,4,1,0,0,1,1,0,1,4,0,1,0,2,4,1,5,10,0,8.0,0.5
15467,15467,1,2,5,0,0,0,0,0,1,5,1,0,1,3,1,1,2,1,1,6.0,0.375
15468,15468,0,3,7,0,1,0,1,0,2,5,0,0,1,3,1,1,5,21,0,7.0,0.4375
15469,15469,0,3,1,0,0,0,1,0,0,0,1,0,1,1,1,1,2,27,1,7.0,0.4375
15470,15470,0,3,6,0,0,0,1,0,3,5,1,1,1,1,1,1,3,17,0,5.0,0.3125
15471,15471,1,3,1,0,0,1,1,1,5,2,0,1,1,3,4,1,2,14,0,12.0,0.75
15472,15472,1,1,1,0,0,1,1,0,4,5,0,0,1,2,3,0,5,5,1,8.0,0.5
15473,15473,0,1,4,0,0,0,0,0,2,4,1,0,1,1,1,1,1,4,1,3.0,0.1875
15474,15474,1,4,4,0,0,0,1,0,2,2,0,1,1,2,3,0,3,29,1,6.0,0.375
15475,15475,0,1,3,0,0,0,1,0,2,5,2,0,1,4,1,0,2,7,1,3.0,0.1875
15476,15476,0,2,4,0,0,1,1,0,4,5,2,0,1,3,3,1,4,25,0,6.0,0.375
15477,15477,1,4,4,0,0,0,1,0,0,5,1,1,1,3,4,0,5,24,1,7.0,0.4375
15478,15478,1,1,6,0,0,1,0,0,0,5,0,1,1,2,3,0,3,16,1,8.0,0.5
15479,15479,1,2,6,1,0,0,1,0,3,0,2,1,0,4,2,1,5,28,1,7.0,0.4375
15480,15480,0,2,1,0,0,0,1,0,3,1,1,1,1,4,2,1,3,21,1,6.0,0.375
15481,15481,0,4,2,0,0,0,1,0,3,5,0,0,1,1,2,1,3,16,0,4.0,0.25
15482,15482,1,2,4,0,0,0,0,0,2,1,1,0,1,3,1,1,4,2,1,5.0,0.3125
15483,15483,1,2,4,0,0,1,1,0,2,3,1,0,1,4,2,1,4,22,0,6.0,0.375
15484,15484,0,3,4,0,1,0,1,0,2,3,0,1,0,1,2,1,1,2,1,6.0,0.375
15485,15485,0,2,4,0,1,0,1,0,5,0,0,1,1,2,3,1,4,9,0,9.0,0.5625
15486,15486,0,2,3,0,0,0,0,0,5,4,2,0,1,4,1,0,2,31,0,2.0,0.125
15487,15487,0,2,4,0,0,0,0,0,1,1,2,1,1,1,2,1,5,22,1,4.0,0.25
15488,15488,0,3,5,0,1,0,1,0,0,3,2,0,1,3,1,1,5,1,1,8.0,0.5
15489,15489,0,2,6,0,0,1,0,0,0,2,0,1,1,2,1,1,1,26,1,8.0,0.5
15490,15490,0,3,3,0,0,0,0,0,2,2,0,1,1,3,3,0,5,18,1,5.0,0.3125
15491,15491,0,2,7,0,0,0,1,0,0,4,2,0,1,2,4,1,4,9,1,7.0,0.4375
15492,15492,0,4,2,0,0,0,1,0,0,0,1,1,1,4,3,1,1,8,1,6.0,0.375
15493,15493,0,4,5,0,1,0,1,0,3,3,2,0,0,3,1,1,3,4,0,5.0,0.3125
15494,15494,0,1,1,0,1,1,1,0,3,4,0,1,1,4,3,1,5,22,0,9.0,0.5625
15495,15495,1,4,6,1,0,0,1,1,4,1,0,0,1,3,1,1,1,13,1,8.0,0.5
15496,15496,0,4,6,0,0,0,1,0,4,0,2,0,1,2,2,1,2,24,1,5.0,0.3125
15497,15497,0,2,6,0,1,0,1,0,1,3,0,1,1,3,2,0,5,28,1,7.0,0.4375
15498,15498,0,2,7,0,1,0,0,0,0,1,0,0,0,1,3,1,2,33,1,5.0,0.3125
15499,15499,0,3,6,0,0,0,1,0,3,2,2,0,1,3,4,1,2,21,1,6.0,0.375
15500,15500,0,1,7,0,0,0,1,0,1,0,1,0,1,1,2,0,3,11,1,4.0,0.25
15501,15501,0,1,4,0,0,1,1,0,4,1,2,1,1,4,3,1,1,6,0,6.0,0.375
15502,15502,0,2,1,0,0,0,0,1,2,3,0,1,1,3,2,1,5,10,1,8.0,0.5
15503,15503,0,4,4,0,0,0,1,0,0,0,0,0,1,4,1,1,4,1,0,6.0,0.375
15504,15504,0,3,2,0,1,0,1,0,1,2,0,1,1,3,4,1,2,20,0,9.0,0.5625
15505,15505,0,4,2,1,1,0,1,0,2,5,0,1,1,2,1,1,3,17,0,8.0,0.5
15506,15506,0,2,2,0,0,0,1,1,3,3,2,0,1,4,1,1,1,30,0,5.0,0.3125
15507,15507,1,3,7,0,1,1,1,0,1,1,2,0,1,1,4,1,2,24,0,8.0,0.5
15508,15508,0,3,6,0,1,0,1,0,4,4,1,0,1,1,4,1,1,25,1,6.0,0.375
15509,15509,0,4,2,0,1,0,1,0,2,4,2,1,1,1,3,1,3,19,0,5.0,0.3125
15510,15510,1,4,3,0,1,0,1,0,4,4,0,0,1,2,4,1,3,19,1,8.0,0.5
15511,15511,0,4,7,0,0,0,1,0,5,2,1,1,1,1,1,1,2,7,1,4.0,0.25
15512,15512,0,3,3,0,0,1,1,0,0,0,1,0,1,4,2,1,3,12,0,7.0,0.4375
15513,15513,0,1,6,0,0,0,0,0,1,3,2,1,1,1,1,1,5,9,1,4.0,0.25
15514,15514,0,1,1,0,0,0,1,1,5,2,0,0,0,1,1,1,5,15,1,6.0,0.375
15515,15515,0,4,6,0,0,0,0,0,4,1,0,0,1,4,1,1,2,7,1,3.0,0.1875
15516,15516,0,1,1,0,0,0,1,0,4,0,1,0,1,1,4,1,1,12,0,7.0,0.4375
15517,15517,0,2,1,0,0,0,1,0,5,0,2,1,1,4,2,0,4,20,0,6.0,0.375
15518,15518,0,4,4,0,0,0,0,0,1,5,0,1,1,4,1,1,4,12,1,4.0,0.25
15519,15519,0,1,4,0,0,0,0,0,0,1,0,1,0,2,4,1,5,32,0,7.0,0.4375
15520,15520,0,4,3,1,0,0,0,1,1,5,2,1,1,2,3,1,5,16,0,6.0,0.375
15521,15521,0,3,4,0,0,0,1,1,2,4,1,1,1,2,4,0,1,17,0,7.0,0.4375
15522,15522,0,2,1,0,1,0,1,0,4,2,2,0,1,3,2,1,3,10,1,7.0,0.4375
15523,15523,0,3,6,0,0,0,1,0,0,3,0,0,1,3,4,1,5,31,0,8.0,0.5
15524,15524,0,2,5,0,1,1,0,0,4,5,2,0,1,4,4,1,4,18,1,7.0,0.4375
15525,15525,0,2,6,1,0,0,1,0,3,5,1,1,0,1,2,1,5,7,1,5.0,0.3125
15526,15526,0,4,4,0,0,0,1,0,4,5,0,0,1,2,4,1,1,30,0,6.0,0.375
15527,15527,0,3,7,0,1,0,1,0,3,3,1,1,1,3,2,1,4,1,0,7.0,0.4375
15528,15528,0,2,7,0,0,0,1,0,5,1,1,0,1,2,3,0,5,18,0,4.0,0.25
15529,15529,0,3,3,0,0,0,1,0,5,2,1,1,1,1,4,0,3,30,1,5.0,0.3125
15530,15530,0,3,4,1,0,0,1,0,2,1,0,0,0,2,3,1,3,1,1,6.0,0.375
15531,15531,0,1,1,0,0,0,0,0,3,0,1,0,1,2,3,1,4,24,1,6.0,0.375
15532,15532,0,3,3,1,0,0,0,0,4,5,2,1,1,3,3,1,3,32,0,6.0,0.375
15533,15533,0,2,1,1,1,1,0,0,4,1,1,0,1,1,1,0,2,11,0,6.0,0.375
15534,15534,0,3,4,0,0,1,1,0,5,4,2,0,1,2,1,1,5,7,1,6.0,0.375
15535,15535,0,1,7,0,0,1,1,0,0,4,1,1,1,4,2,1,2,24,1,7.0,0.4375
15536,15536,0,2,5,0,1,0,1,1,2,1,2,0,1,1,4,0,5,32,0,7.0,0.4375
15537,15537,0,2,3,0,0,0,1,1,4,4,0,0,1,2,4,1,1,10,0,8.0,0.5
15538,15538,0,1,6,0,0,0,1,0,3,0,0,0,0,1,3,0,3,13,1,4.0,0.25
15539,15539,0,4,1,0,0,1,1,0,3,1,2,0,1,2,4,0,5,7,0,6.0,0.375
15540,15540,0,3,3,1,0,1,0,0,2,4,0,0,1,3,4,1,2,27,0,8.0,0.5
15541,15541,0,1,5,0,0,1,1,0,3,5,2,0,0,3,4,1,4,23,1,7.0,0.4375
15542,15542,1,2,4,0,0,0,0,0,2,2,0,1,1,3,3,1,1,23,1,7.0,0.4375
15543,15543,0,4,4,1,0,0,1,0,4,2,2,0,1,1,2,1,5,2,0,4.0,0.25
15544,15544,1,2,3,0,0,1,1,1,4,3,0,0,0,1,3,1,2,6,0,7.0,0.4375
15545,15545,0,3,5,0,0,1,0,1,2,3,0,1,1,3,3,1,5,1,0,9.0,0.5625
15546,15546,0,1,4,0,1,0,1,0,5,1,1,1,1,3,2,1,5,27,1,7.0,0.4375
15547,15547,0,4,4,0,0,0,1,0,1,3,0,0,1,3,1,0,4,14,1,4.0,0.25
15548,15548,0,2,6,0,0,0,0,0,5,5,0,1,0,1,4,1,1,17,1,5.0,0.3125
15549,15549,0,1,5,0,0,0,1,0,4,3,2,0,0,4,4,1,5,13,0,5.0,0.3125
15550,15550,1,4,2,0,0,0,1,0,4,5,1,0,0,1,1,1,3,31,0,3.0,0.1875
15551,15551,0,3,3,1,1,0,1,0,4,2,2,1,0,2,3,1,2,23,0,7.0,0.4375
15552,15552,0,3,2,0,1,1,1,0,0,0,0,0,1,2,2,0,3,23,0,9.0,0.5625
15553,15553,0,4,3,0,1,1,1,0,4,4,0,1,1,1,1,1,2,15,1,7.0,0.4375
15554,15554,0,4,2,0,0,0,0,0,4,2,2,0,0,2,3,0,4,17,1,1.0,0.0625
15555,15555,0,2,7,0,1,0,1,0,2,4,0,0,0,1,2,1,1,13,1,5.0,0.3125
15556,15556,0,4,1,0,0,1,1,0,0,5,2,0,0,4,4,1,3,17,1,6.0,0.375
15557,15557,1,1,6,0,1,1,1,0,1,1,1,0,0,3,3,1,3,6,0,7.0,0.4375
15558,15558,0,3,2,0,0,0,1,0,3,2,1,0,1,2,1,1,1,33,1,5.0,0.3125
15559,15559,0,4,5,0,0,1,1,1,4,5,2,1,1,3,2,1,1,2,1,8.0,0.5
15560,15560,0,1,7,0,0,0,0,0,1,0,2,0,0,1,4,0,2,19,1,3.0,0.1875
15561,15561,0,4,4,0,1,0,1,0,4,5,1,1,1,1,2,1,2,18,0,5.0,0.3125
15562,15562,0,4,5,1,0,0,0,0,4,1,2,0,1,4,4,1,4,4,0,5.0,0.3125
15563,15563,0,4,4,1,0,1,1,0,1,4,2,1,0,1,1,1,4,19,1,5.0,0.3125
15564,15564,0,1,3,0,0,1,1,0,5,3,2,1,1,4,1,0,3,16,1,5.0,0.3125
15565,15565,1,3,3,0,0,0,0,0,5,4,1,1,0,4,1,1,2,18,1,4.0,0.25
15566,15566,0,3,2,0,0,0,0,0,1,3,2,0,1,1,4,0,4,18,0,3.0,0.1875
15567,15567,0,3,1,0,1,0,1,0,0,5,2,0,1,4,4,1,2,14,0,8.0,0.5
15568,15568,0,4,7,1,0,0,0,0,5,3,2,0,1,1,3,1,4,4,1,3.0,0.1875
15569,15569,1,4,6,1,0,0,1,0,5,2,1,1,1,4,3,0,5,9,0,5.0,0.3125
15570,15570,0,1,2,0,0,0,1,0,0,3,2,1,1,2,1,1,2,13,0,7.0,0.4375
15571,15571,0,3,4,0,0,1,0,0,5,5,1,1,1,4,1,1,4,3,0,5.0,0.3125
15572,15572,1,4,5,0,0,0,0,0,1,3,2,1,1,2,2,1,3,5,1,6.0,0.375
15573,15573,0,3,6,1,0,0,0,0,2,3,1,1,1,4,3,1,2,15,0,5.0,0.3125
15574,15574,0,3,5,0,0,1,1,0,2,2,0,1,1,2,3,1,3,25,0,9.0,0.5625
15575,15575,0,3,6,0,0,0,0,0,3,3,1,1,1,2,1,1,4,27,1,5.0,0.3125
15576,15576,0,3,7,0,0,0,1,0,2,5,0,0,1,1,2,0,2,17,0,4.0,0.25
15577,15577,0,3,5,0,0,0,1,0,0,4,0,0,1,3,1,1,3,18,0,8.0,0.5
15578,15578,0,4,2,0,1,0,0,0,0,3,2,1,0,1,3,1,3,18,0,4.0,0.25
15579,15579,0,1,7,0,0,0,0,0,1,3,2,1,1,3,1,1,1,14,1,5.0,0.3125
15580,15580,0,1,2,1,0,0,1,0,1,0,0,1,1,3,1,1,1,27,0,9.0,0.5625
15581,15581,0,3,7,0,0,0,1,0,1,0,1,0,0,4,3,1,4,26,0,4.0,0.25
15582,15582,0,1,5,0,0,0,1,0,3,5,1,0,0,3,3,1,1,16,1,5.0,0.3125
15583,15583,0,3,4,0,0,0,1,1,2,4,1,1,1,1,3,1,2,12,0,6.0,0.375
15584,15584,1,1,6,0,0,1,0,0,1,5,1,0,1,1,1,1,2,18,1,5.0,0.3125
15585,15585,0,3,2,1,0,0,1,0,2,5,0,1,1,1,2,1,4,2,0,7.0,0.4375
15586,15586,0,2,4,0,0,1,0,0,5,0,0,1,0,1,4,0,4,30,0,6.0,0.375
15587,15587,0,4,5,0,0,0,1,0,0,4,2,0,1,4,1,1,5,31,1,5.0,0.3125
15588,15588,0,1,4,0,0,0,1,0,3,0,2,0,1,1,1,0,2,33,1,4.0,0.25
15589,15589,1,1,2,0,0,1,0,1,1,2,1,1,0,3,3,1,2,19,0,7.0,0.4375
15590,15590,0,2,3,0,0,0,1,0,2,1,2,1,1,2,4,1,3,22,0,7.0,0.4375
15591,15591,0,4,4,1,0,0,1,0,2,3,0,1,0,2,4,1,5,33,1,7.0,0.4375
15592,15592,0,2,1,0,1,0,1,0,3,4,0,0,1,2,2,1,4,24,0,8.0,0.5
15593,15593,1,1,2,1,0,0,1,0,1,2,0,0,1,3,4,1,3,6,0,9.0,0.5625
15594,15594,0,1,3,1,1,1,0,0,2,1,1,0,1,2,1,1,4,23,0,7.0,0.4375
15595,15595,0,1,5,1,0,0,0,0,0,3,2,1,0,2,1,1,1,9,1,7.0,0.4375
15596,15596,0,2,4,0,0,0,1,0,2,5,2,0,0,3,2,1,2,12,1,4.0,0.25
15597,15597,0,3,1,1,0,0,1,0,0,4,0,0,0,4,4,0,3,15,1,7.0,0.4375
15598,15598,0,2,2,0,1,1,1,0,3,0,2,0,1,3,3,1,1,33,1,8.0,0.5
15599,15599,0,3,7,0,1,0,1,0,3,3,1,0,1,3,4,1,5,12,1,7.0,0.4375
15600,15600,0,1,2,0,0,0,1,0,5,5,1,0,1,1,2,0,3,21,1,3.0,0.1875
15601,15601,0,3,1,0,0,0,0,0,0,5,1,0,1,1,1,1,1,28,1,5.0,0.3125
15602,15602,0,3,4,0,0,0,0,0,2,4,2,0,1,4,2,0,5,23,0,2.0,0.125
15603,15603,0,4,5,0,1,0,1,0,0,2,2,1,1,1,1,1,4,29,0,7.0,0.4375
15604,15604,0,4,1,1,0,0,0,0,2,1,2,0,1,1,1,1,4,23,1,4.0,0.25
15605,15605,0,4,6,0,0,0,1,0,2,5,0,0,1,1,3,1,3,10,1,4.0,0.25
15606,15606,0,1,4,1,0,0,1,1,4,0,0,1,0,2,1,0,3,24,1,8.0,0.5
15607,15607,0,3,7,0,0,0,1,1,5,1,1,1,1,3,3,1,4,5,1,7.0,0.4375
15608,15608,0,1,6,1,0,0,1,0,3,2,0,0,1,4,3,1,4,9,1,6.0,0.375
15609,15609,0,1,1,0,0,0,0,0,5,4,1,0,0,1,2,1,5,25,0,3.0,0.1875
15610,15610,0,3,2,1,0,0,1,0,3,3,2,0,0,1,4,0,2,23,0,4.0,0.25
15611,15611,0,4,4,1,0,1,1,0,2,5,0,1,0,4,3,1,4,11,1,6.0,0.375
15612,15612,0,3,4,0,0,0,1,1,2,3,0,1,1,3,1,0,3,17,0,7.0,0.4375
15613,15613,1,3,5,0,0,1,0,0,4,0,0,0,1,4,3,0,5,32,1,7.0,0.4375
15614,15614,0,3,6,0,0,1,1,1,1,5,0,0,0,3,3,1,2,13,0,7.0,0.4375
15615,15615,0,4,3,0,0,0,1,0,4,3,2,1,1,2,4,1,1,17,1,6.0,0.375
15616,15616,0,2,4,0,0,0,0,0,4,2,0,0,1,4,3,1,1,8,0,4.0,0.25
15617,15617,0,1,4,1,0,1,1,0,4,2,1,1,1,2,4,0,3,4,0,8.0,0.5
15618,15618,0,1,5,0,0,0,1,0,3,0,1,0,0,3,2,1,1,6,0,6.0,0.375
15619,15619,0,1,1,0,0,0,1,0,5,5,0,0,1,2,2,1,4,7,0,7.0,0.4375
15620,15620,1,3,5,0,0,0,0,0,5,5,1,0,1,4,1,0,1,13,1,4.0,0.25
15621,15621,0,4,2,0,0,0,1,0,3,2,2,1,1,4,1,1,3,10,0,4.0,0.25
15622,15622,0,2,5,1,0,0,1,0,2,0,2,0,1,4,2,1,4,22,0,7.0,0.4375
15623,15623,0,2,4,0,0,1,1,0,0,3,1,1,1,1,2,0,2,7,0,6.0,0.375
15624,15624,0,3,4,0,1,1,1,0,5,1,2,0,1,4,1,1,5,10,0,6.0,0.375
15625,15625,0,2,5,1,0,0,1,0,5,1,0,0,0,2,1,1,1,19,0,7.0,0.4375
15626,15626,1,3,5,1,0,1,1,0,4,3,1,0,1,2,1,1,3,23,1,9.0,0.5625
15627,15627,0,1,2,0,1,1,1,0,3,2,2,1,1,4,2,1,5,30,0,7.0,0.4375
15628,15628,0,2,5,0,0,0,1,0,0,5,2,1,1,4,1,1,1,8,0,7.0,0.4375
15629,15629,0,4,2,0,0,0,1,0,1,3,2,0,1,3,2,1,3,14,1,4.0,0.25
15630,15630,0,4,7,0,0,0,0,0,0,3,1,1,1,4,3,1,3,9,0,4.0,0.25
15631,15631,1,2,6,0,0,1,1,0,4,0,1,0,1,1,3,0,4,5,0,6.0,0.375
15632,15632,0,4,7,0,0,0,1,0,2,5,0,0,0,2,4,1,2,10,1,5.0,0.3125
15633,15633,0,3,4,0,0,0,0,0,2,4,1,0,1,1,4,1,4,2,1,4.0,0.25
15634,15634,0,1,3,0,0,0,1,0,2,5,2,1,0,1,4,1,5,10,0,5.0,0.3125
15635,15635,0,3,5,0,0,0,1,0,5,4,0,1,1,2,2,1,2,3,0,8.0,0.5
15636,15636,0,3,4,0,1,0,1,0,3,5,2,0,0,3,2,0,4,25,1,4.0,0.25
15637,15637,0,1,5,1,0,0,1,0,3,5,2,1,1,3,3,1,5,24,1,8.0,0.5
15638,15638,0,2,4,0,0,0,1,0,0,2,2,1,1,3,4,1,4,6,1,8.0,0.5
15639,15639,1,1,2,0,0,1,1,1,2,5,2,0,1,3,2,1,2,16,1,8.0,0.5
15640,15640,0,3,4,0,1,0,1,1,4,2,1,0,1,4,1,1,5,31,1,6.0,0.375
15641,15641,1,4,1,0,1,1,0,0,4,2,0,0,1,2,3,1,4,26,0,8.0,0.5
15642,15642,0,1,3,0,1,0,1,0,4,1,1,0,1,1,2,1,4,2,0,5.0,0.3125
15643,15643,0,2,2,0,1,1,0,1,0,1,1,0,1,3,4,1,2,14,0,9.0,0.5625
15644,15644,0,2,3,0,0,0,1,0,5,5,0,1,0,3,4,1,5,1,0,7.0,0.4375
15645,15645,1,3,5,1,0,0,1,0,5,1,1,1,1,1,4,1,4,23,1,9.0,0.5625
15646,15646,0,1,6,0,0,0,1,1,2,0,1,0,1,2,2,0,4,17,1,6.0,0.375
15647,15647,1,4,2,1,0,0,1,0,4,0,2,0,1,1,1,1,4,31,1,6.0,0.375
15648,15648,0,3,5,0,0,0,1,0,1,3,1,1,1,4,2,1,3,27,1,6.0,0.375
15649,15649,0,2,4,0,0,0,0,0,5,4,1,0,1,1,1,0,2,19,1,2.0,0.125
15650,15650,1,4,5,0,1,0,1,0,0,4,1,1,1,1,3,1,3,12,1,8.0,0.5
15651,15651,0,1,2,0,0,0,1,0,0,5,1,0,1,4,1,1,3,11,1,5.0,0.3125
15652,15652,0,4,5,0,0,0,1,0,3,2,2,1,1,1,4,1,5,20,1,6.0,0.375
15653,15653,0,3,2,0,1,0,1,1,2,4,2,1,1,4,3,1,4,28,0,7.0,0.4375
15654,15654,0,4,4,1,0,1,1,0,4,4,0,0,1,1,3,1,3,14,0,6.0,0.375
15655,15655,0,2,6,0,0,0,0,0,1,3,2,1,1,1,3,1,1,1,0,4.0,0.25
15656,15656,0,1,1,0,0,0,1,0,5,3,0,0,1,4,1,1,1,1,0,6.0,0.375
15657,15657,0,3,5,1,0,0,1,1,0,2,0,0,1,2,1,1,1,14,0,10.0,0.625
15658,15658,0,2,7,0,0,1,1,0,3,4,1,0,1,4,4,1,3,15,1,6.0,0.375
15659,15659,0,4,7,0,0,1,1,1,5,4,0,1,1,4,4,1,3,18,1,8.0,0.5
15660,15660,0,2,7,1,1,0,1,0,0,3,0,0,1,4,3,1,1,15,1,8.0,0.5
15661,15661,0,1,4,0,0,0,1,0,4,1,0,0,0,1,2,1,2,26,1,4.0,0.25
15662,15662,0,3,4,0,0,0,0,0,5,5,2,0,1,3,2,1,5,24,0,4.0,0.25
15663,15663,0,2,6,0,0,1,1,0,4,1,1,0,1,4,2,0,5,25,1,4.0,0.25
15664,15664,1,4,5,1,1,0,1,0,0,2,0,0,0,1,3,1,2,27,0,8.0,0.5
15665,15665,0,4,4,1,0,0,0,1,0,0,0,1,1,4,1,1,5,24,0,8.0,0.5
15666,15666,0,4,5,1,0,0,1,0,0,2,2,1,1,4,3,1,1,5,0,7.0,0.4375
15667,15667,1,4,2,0,1,0,0,0,0,5,1,0,1,1,2,1,2,7,1,5.0,0.3125
15668,15668,1,3,4,1,0,0,0,0,1,4,1,0,1,1,2,1,1,19,0,5.0,0.3125
15669,15669,1,2,7,1,0,0,1,0,1,0,1,1,1,4,3,0,3,11,1,7.0,0.4375
15670,15670,0,1,2,0,0,1,1,0,4,0,0,0,1,2,3,1,1,19,0,8.0,0.5
15671,15671,0,1,3,0,0,0,1,1,0,4,1,1,0,4,4,1,5,2,0,7.0,0.4375
15672,15672,0,2,3,0,0,1,1,0,5,1,2,0,1,3,3,1,3,22,0,6.0,0.375
15673,15673,1,4,4,0,0,1,1,0,1,4,1,1,1,4,1,1,5,12,0,6.0,0.375
15674,15674,0,3,7,0,1,1,1,0,0,1,2,1,1,3,4,1,2,28,1,10.0,0.625
15675,15675,0,3,6,0,0,0,0,0,5,4,0,0,1,4,1,1,4,25,1,4.0,0.25
15676,15676,0,1,2,0,1,1,1,0,5,3,0,0,1,2,3,0,1,2,1,7.0,0.4375
15677,15677,1,3,5,1,1,1,0,0,0,2,0,0,1,3,2,0,1,29,1,10.0,0.625
15678,15678,0,1,2,0,0,0,1,0,4,5,1,1,0,1,1,1,3,27,1,4.0,0.25
15679,15679,0,1,5,0,0,1,1,0,3,1,2,0,1,2,1,1,2,4,0,7.0,0.4375
15680,15680,1,2,4,1,0,0,1,0,1,3,2,1,1,4,4,1,1,26,1,8.0,0.5
15681,15681,1,3,5,0,0,1,0,0,4,5,2,1,0,4,3,1,3,13,1,6.0,0.375
15682,15682,0,1,3,0,0,1,1,0,2,2,0,0,1,2,4,1,1,13,0,8.0,0.5
15683,15683,0,3,3,0,1,0,1,0,5,3,0,1,0,4,3,1,5,24,1,6.0,0.375
15684,15684,0,1,3,1,0,0,1,0,5,5,1,0,1,1,1,1,4,11,1,5.0,0.3125
15685,15685,0,2,2,0,1,0,1,0,2,5,0,1,1,4,3,1,4,7,0,7.0,0.4375
15686,15686,0,1,5,0,0,0,1,0,1,1,0,0,1,3,3,1,5,11,0,7.0,0.4375
15687,15687,0,4,6,1,0,0,1,0,2,4,0,1,0,4,4,1,3,27,1,6.0,0.375
15688,15688,0,3,7,0,0,0,1,0,3,3,2,0,1,3,2,1,1,33,0,5.0,0.3125
15689,15689,0,2,4,0,0,0,1,0,1,5,0,0,0,3,3,1,4,33,0,5.0,0.3125
15690,15690,0,4,5,0,0,0,1,0,0,3,2,0,1,4,1,1,3,27,1,5.0,0.3125
15691,15691,0,2,3,0,0,1,1,1,2,1,0,1,1,1,1,1,3,25,0,8.0,0.5
15692,15692,0,3,6,0,0,1,1,0,3,3,2,1,1,3,2,1,1,17,0,7.0,0.4375
15693,15693,0,1,1,0,1,0,0,1,5,1,1,1,0,1,3,0,4,30,1,5.0,0.3125
15694,15694,1,4,2,0,0,0,1,0,5,1,0,1,1,1,1,1,4,14,1,6.0,0.375
15695,15695,0,3,1,0,1,0,1,1,0,1,0,1,1,1,2,1,4,11,1,10.0,0.625
15696,15696,0,2,5,0,0,0,0,0,3,0,0,1,1,1,1,1,3,14,1,7.0,0.4375
15697,15697,1,2,5,0,1,0,1,0,2,5,0,0,1,2,3,1,1,4,1,9.0,0.5625
15698,15698,1,3,4,0,1,0,0,0,3,2,0,0,1,2,3,0,5,10,0,6.0,0.375
15699,15699,0,4,2,0,0,0,0,1,0,5,0,0,1,1,2,0,2,8,0,4.0,0.25
15700,15700,0,1,1,0,0,0,1,1,5,3,2,1,1,2,4,1,4,23,1,9.0,0.5625
15701,15701,1,2,6,1,0,0,1,0,5,1,0,1,1,3,2,1,2,13,1,9.0,0.5625
15702,15702,1,4,6,0,0,0,1,0,5,4,1,1,1,1,4,1,2,25,0,6.0,0.375
15703,15703,0,2,5,0,0,0,0,0,2,1,0,1,0,3,1,1,1,23,1,6.0,0.375
15704,15704,0,4,3,1,0,0,1,0,3,0,2,1,1,2,3,1,5,10,1,7.0,0.4375
15705,15705,0,3,6,1,0,1,1,0,3,5,1,1,1,2,4,0,1,13,1,8.0,0.5
15706,15706,0,4,6,0,0,1,0,0,4,2,1,1,1,4,1,1,1,33,0,4.0,0.25
15707,15707,1,4,4,0,0,0,1,0,4,0,1,1,1,2,3,0,1,21,0,6.0,0.375
15708,15708,1,2,1,0,0,0,1,0,3,4,1,1,1,4,2,1,4,21,1,7.0,0.4375
15709,15709,1,3,7,0,0,0,1,0,4,3,0,1,1,1,2,0,2,11,1,6.0,0.375
15710,15710,0,2,1,0,0,0,0,0,5,0,0,1,1,3,3,1,3,30,1,8.0,0.5
15711,15711,0,3,2,0,0,0,1,0,2,2,0,0,1,3,2,1,4,24,0,6.0,0.375
15712,15712,1,4,7,0,0,0,1,0,4,0,2,0,1,1,1,1,2,10,1,5.0,0.3125
15713,15713,0,2,4,0,0,1,1,0,1,2,2,1,0,3,1,1,3,28,0,6.0,0.375
15714,15714,0,3,2,0,1,0,0,1,5,1,2,1,1,1,4,1,1,28,0,7.0,0.4375
15715,15715,1,4,7,0,0,0,1,0,5,0,2,1,1,3,4,1,5,16,0,8.0,0.5
15716,15716,1,1,7,0,0,0,1,0,2,1,0,1,1,4,3,1,5,20,0,7.0,0.4375
15717,15717,0,2,1,0,0,1,0,0,4,0,1,1,1,4,2,1,3,26,0,7.0,0.4375
15718,15718,0,1,6,0,0,1,0,0,0,2,0,1,0,3,2,1,1,25,0,7.0,0.4375
15719,15719,0,1,3,0,0,1,1,0,3,1,1,1,0,4,3,1,2,26,0,5.0,0.3125
15720,15720,0,3,4,0,0,0,0,0,5,5,2,1,1,2,4,0,2,28,1,5.0,0.3125
