,Unnamed: 0.1,Unnamed: 0,Index,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,label,Dropped,dropped
1323,1323,1323,1323,0,3,7,0,0,0,1,0,5,5,2,1,0,3,2,1,3,18,0,5,0,1
1324,1324,1324,1324,0,1,3,0,0,0,1,0,3,1,1,1,1,4,3,1,4,33,0,5,0,1
1325,1325,1325,1325,0,2,1,0,0,0,0,0,4,0,1,0,1,4,3,1,1,6,1,5,0,1
1326,1326,1326,1326,0,2,4,1,0,0,1,0,3,2,1,0,0,1,1,1,5,28,1,4,0,1
1327,1327,1327,1327,1,1,1,1,0,0,1,0,0,4,2,0,1,3,3,0,1,31,1,8,1,0
1328,1328,1328,1328,0,4,1,1,0,1,1,0,5,1,1,1,1,3,1,1,2,28,0,8,1,0
1329,1329,1329,1329,0,3,2,0,1,0,1,0,0,3,0,0,1,4,4,1,1,6,1,8,1,0
1330,1330,1330,1330,1,2,2,0,1,0,1,0,3,5,2,1,1,4,1,1,3,15,0,7,0,1
1331,1331,1331,1331,1,2,4,0,0,0,1,1,4,0,0,1,1,2,1,1,3,16,1,10,1,0
1332,1332,1332,1332,0,4,2,0,0,1,0,0,0,3,0,1,0,2,2,1,1,30,1,6,0,1
1333,1333,1333,1333,0,3,6,0,0,1,1,0,3,1,0,0,1,3,3,1,1,23,0,7,0,1
1334,1334,1334,1334,0,3,1,1,0,0,1,0,4,1,1,1,1,3,3,0,4,15,1,7,0,1
1335,1335,1335,1335,0,3,5,1,0,0,1,0,3,4,0,1,1,1,1,0,3,2,1,7,0,1
1336,1336,1336,1336,0,4,5,0,0,0,0,0,0,1,2,0,1,4,2,0,1,23,1,3,0,1
1337,1337,1337,1337,0,4,3,0,0,0,1,0,2,2,2,1,1,1,3,1,1,9,1,4,0,1
1338,1338,1338,1338,0,2,5,0,0,0,0,0,3,2,0,0,1,3,1,1,2,18,0,6,0,1
1339,1339,1339,1339,0,2,2,0,0,0,1,0,1,1,2,0,1,3,4,1,4,11,0,6,0,1
1340,1340,1340,1340,0,4,3,0,1,0,0,0,3,5,0,1,1,4,1,0,1,24,0,4,0,1
1341,1341,1341,1341,0,4,6,0,1,0,0,0,3,3,2,1,1,2,2,1,2,24,1,5,0,1
1342,1342,1342,1342,0,4,7,0,1,0,1,0,5,4,0,0,1,1,2,1,3,8,1,5,0,1
1343,1343,1343,1343,1,3,3,1,0,0,1,0,2,0,0,0,0,2,2,1,4,28,0,8,1,0
1344,1344,1344,1344,1,3,5,1,0,1,1,0,5,2,1,0,1,1,4,1,4,16,1,9,1,0
1345,1345,1345,1345,0,2,4,0,0,0,0,0,1,1,1,1,1,1,1,1,3,8,1,4,0,1
1346,1346,1346,1346,0,4,4,0,0,0,1,0,5,3,1,0,1,3,3,0,1,31,0,3,0,1
1347,1347,1347,1347,0,4,3,0,1,0,1,1,1,4,2,0,1,1,1,1,3,21,0,5,0,1
1348,1348,1348,1348,0,2,6,0,0,0,1,0,2,0,2,1,1,1,3,1,4,10,0,6,0,1
1349,1349,1349,1349,0,2,3,0,0,0,1,0,0,3,2,1,1,3,3,1,4,23,0,7,0,1
1350,1350,1350,1350,0,2,4,0,0,0,1,0,0,0,2,0,1,3,1,1,2,1,0,7,0,1
1351,1351,1351,1351,0,1,3,1,0,0,0,0,5,0,0,0,1,2,4,1,5,25,1,8,1,0
1352,1352,1352,1352,0,1,1,1,0,0,1,1,2,5,0,0,1,4,2,1,1,24,0,8,1,0
1353,1353,1353,1353,0,2,2,1,0,1,1,0,5,0,2,0,1,2,4,1,2,24,1,9,1,0
1354,1354,1354,1354,1,2,7,0,0,0,1,0,5,0,0,1,1,2,1,0,3,26,0,8,1,0
1355,1355,1355,1355,0,1,4,0,0,0,1,0,5,4,2,0,0,3,1,1,3,12,1,4,0,1
1356,1356,1356,1356,0,1,1,0,0,0,0,0,5,2,2,1,1,2,4,1,5,21,0,7,0,1
1357,1357,1357,1357,1,3,1,0,1,0,0,0,5,0,1,1,1,2,4,1,4,11,0,10,1,0
1358,1358,1358,1358,0,3,3,0,0,0,1,0,2,5,0,1,1,4,1,1,2,20,0,6,0,1
1359,1359,1359,1359,0,1,6,0,0,0,0,0,2,4,0,0,1,1,3,0,3,27,0,3,0,1
1360,1360,1360,1360,1,2,6,0,0,0,1,0,2,3,2,0,1,3,4,0,2,30,1,6,0,1
1361,1361,1361,1361,0,4,5,0,0,0,0,1,0,2,2,0,1,2,2,1,4,18,0,6,0,1
1362,1362,1362,1362,1,1,6,0,1,0,1,1,4,4,0,0,1,1,2,0,3,32,0,7,0,1
1363,1363,1363,1363,0,4,3,0,0,0,1,1,4,1,1,0,1,4,1,1,2,15,0,4,0,1
1364,1364,1364,1364,0,3,4,1,1,0,1,0,5,0,1,1,1,3,4,1,1,23,1,10,1,0
1365,1365,1365,1365,0,4,7,0,0,0,1,0,3,1,2,0,1,3,2,1,4,25,1,4,0,1
1366,1366,1366,1366,0,1,6,0,0,0,0,0,2,3,0,1,0,1,2,1,5,6,0,4,0,1
1367,1367,1367,1367,0,4,6,0,0,0,1,0,1,1,2,0,1,4,1,0,5,4,1,2,0,1
1368,1368,1368,1368,0,2,2,0,1,0,1,0,4,2,2,0,1,4,3,1,2,32,0,5,0,1
1369,1369,1369,1369,0,1,7,1,0,0,1,0,0,0,1,0,0,4,1,1,1,31,1,6,0,1
1370,1370,1370,1370,0,1,5,0,0,1,1,0,0,4,1,1,1,4,1,1,1,2,0,8,1,0
1371,1371,1371,1371,0,3,6,1,0,0,1,0,2,0,2,0,1,1,1,1,3,14,0,6,0,1
1372,1372,1372,1372,0,1,1,1,1,1,0,0,4,3,1,0,1,4,1,1,1,28,0,7,0,1
1373,1373,1373,1373,0,1,7,0,0,0,1,1,1,4,2,1,1,4,2,1,5,20,1,6,0,1
1374,1374,1374,1374,0,4,1,0,0,0,0,1,1,5,0,1,1,3,4,0,4,5,1,7,0,1
1375,1375,1375,1375,1,2,1,0,0,0,0,0,5,2,2,0,1,3,2,1,1,14,1,6,0,1
1376,1376,1376,1376,0,1,2,0,0,0,0,0,0,5,1,1,0,1,1,1,2,8,1,4,0,1
1377,1377,1377,1377,0,1,6,0,0,0,0,0,4,4,0,0,0,1,3,1,3,2,1,3,0,1
1378,1378,1378,1378,0,2,6,0,0,1,1,0,0,5,2,1,1,3,1,0,3,18,1,7,0,1
1379,1379,1379,1379,1,3,4,0,0,0,0,1,1,1,1,0,0,4,4,1,3,13,1,5,0,1
1380,1380,1380,1380,0,3,3,0,0,1,1,0,3,4,0,0,1,2,4,1,4,30,1,8,1,0
1381,1381,1381,1381,0,3,5,0,0,0,0,0,0,4,0,1,1,4,2,1,2,21,0,7,0,1
1382,1382,1382,1382,0,2,6,0,0,1,1,0,2,2,2,0,1,1,1,1,3,5,0,5,0,1
1383,1383,1383,1383,0,4,1,0,0,0,1,0,1,4,2,1,1,3,1,0,2,13,0,5,0,1
1384,1384,1384,1384,0,3,2,0,0,1,1,0,3,2,0,0,1,3,4,1,4,19,1,8,1,0
1385,1385,1385,1385,0,1,4,0,1,0,0,0,5,0,1,1,1,3,2,0,1,12,1,6,0,1
1386,1386,1386,1386,0,1,1,1,0,0,1,0,3,2,0,0,1,2,2,1,4,30,0,8,1,0
1387,1387,1387,1387,0,3,3,0,0,0,1,1,0,4,2,0,1,2,2,1,5,12,0,7,0,1
1388,1388,1388,1388,1,3,2,0,0,1,1,0,2,4,0,0,1,3,4,1,4,10,1,9,1,0
1389,1389,1389,1389,0,3,2,0,0,0,1,0,2,1,2,0,1,3,2,1,1,23,1,5,0,1
1390,1390,1390,1390,0,1,5,0,1,1,1,1,3,2,0,1,1,1,1,1,1,8,0,10,1,0
1391,1391,1391,1391,0,3,6,0,0,0,1,0,4,0,0,0,0,4,3,1,2,24,1,5,0,1
1392,1392,1392,1392,0,4,4,0,1,0,0,0,5,1,2,0,1,4,3,1,5,9,0,3,0,1
1393,1393,1393,1393,0,4,2,1,0,0,1,1,0,3,1,1,1,1,3,1,3,24,1,7,0,1
1394,1394,1394,1394,1,4,6,0,1,0,0,0,3,3,1,1,1,4,2,1,3,7,0,5,0,1
1395,1395,1395,1395,0,1,1,0,0,0,1,0,2,0,0,1,1,4,2,1,3,1,0,8,1,0
1396,1396,1396,1396,0,4,7,0,0,0,1,1,4,4,0,1,1,4,3,1,3,10,0,6,0,1
1397,1397,1397,1397,0,4,5,0,0,0,1,0,3,2,1,0,0,2,3,1,4,3,1,4,0,1
1398,1398,1398,1398,0,2,4,0,0,0,1,0,5,3,0,1,1,2,2,0,2,23,0,6,0,1
1399,1399,1399,1399,1,3,7,0,0,0,1,0,3,2,0,1,1,1,3,1,5,3,1,7,0,1
1400,1400,1400,1400,0,3,3,1,0,0,1,1,2,2,0,0,0,3,4,0,4,10,1,7,0,1
1401,1401,1401,1401,0,1,7,0,0,1,1,0,3,2,1,0,1,3,2,1,1,26,1,6,0,1
1402,1402,1402,1402,0,3,3,1,0,1,1,1,1,0,0,0,1,4,1,0,3,25,1,8,1,0
1403,1403,1403,1403,1,1,4,0,0,1,0,0,4,0,1,1,0,2,3,1,4,6,1,7,0,1
1404,1404,1404,1404,0,4,7,0,0,0,1,0,0,4,1,0,1,2,4,1,2,16,1,6,0,1
1405,1405,1405,1405,0,4,5,1,0,1,0,0,0,5,2,0,1,2,4,1,1,19,1,8,1,0
1406,1406,1406,1406,0,1,6,0,0,1,1,0,3,1,0,1,1,3,4,1,2,17,1,9,1,0
1407,1407,1407,1407,0,4,5,0,0,0,1,1,3,2,0,0,1,2,3,1,2,8,0,7,0,1
1408,1408,1408,1408,1,2,4,1,0,1,1,1,2,0,2,0,1,1,2,1,3,25,1,9,1,0
1409,1409,1409,1409,0,2,3,0,0,0,0,1,2,3,1,1,1,4,3,1,5,9,1,5,0,1
1410,1410,1410,1410,0,1,4,1,0,0,0,0,2,0,2,0,1,2,2,1,4,28,0,6,0,1
1411,1411,1411,1411,0,1,6,0,0,0,1,0,3,0,2,1,1,2,4,1,4,11,0,8,1,0
1412,1412,1412,1412,0,1,1,1,0,0,0,0,4,2,2,1,1,3,1,1,1,3,1,7,0,1
1413,1413,1413,1413,1,1,3,0,0,0,1,0,4,3,2,1,1,4,4,1,2,31,0,7,0,1
1414,1414,1414,1414,0,4,6,0,0,0,1,0,5,2,2,0,0,4,1,1,4,30,1,2,0,1
1415,1415,1415,1415,1,2,1,0,1,1,1,0,3,0,1,0,1,2,4,1,1,17,1,11,1,0
1416,1416,1416,1416,0,1,2,0,0,0,1,0,0,1,0,0,1,2,2,1,1,22,1,7,0,1
1417,1417,1417,1417,0,1,6,0,0,0,1,0,2,1,2,0,0,3,4,1,4,29,1,5,0,1
1418,1418,1418,1418,0,3,7,0,0,0,1,0,0,1,0,0,1,4,1,1,3,22,0,6,0,1
1419,1419,1419,1419,0,3,7,0,0,0,0,1,2,5,2,0,1,1,1,1,5,5,1,4,0,1
1420,1420,1420,1420,0,1,2,0,0,0,0,0,2,1,0,0,1,2,3,0,5,26,0,4,0,1
1421,1421,1421,1421,0,2,7,0,0,0,1,0,5,5,1,0,1,3,3,0,5,9,1,4,0,1
1422,1422,1422,1422,0,4,5,0,1,0,1,1,4,3,2,1,1,1,1,1,1,5,0,7,0,1
1423,1423,1423,1423,1,4,4,0,0,0,1,0,4,4,2,1,1,3,1,1,4,29,0,6,0,1
1424,1424,1424,1424,0,3,5,0,0,1,1,0,2,2,0,1,1,4,4,1,5,31,1,9,1,0
1425,1425,1425,1425,0,3,1,0,1,1,0,0,5,5,0,1,1,2,2,1,1,20,0,9,1,0
1426,1426,1426,1426,0,2,3,1,0,0,0,0,1,5,1,0,1,3,2,1,1,22,0,5,0,1
1427,1427,1427,1427,0,3,4,0,0,0,1,0,0,5,1,0,1,4,1,1,3,13,0,5,0,1
1428,1428,1428,1428,0,2,6,0,1,0,1,0,4,3,0,0,1,4,4,1,2,10,0,7,0,1
1429,1429,1429,1429,0,1,5,0,0,0,1,0,5,5,1,0,1,1,4,1,4,23,0,6,0,1
1430,1430,1430,1430,1,2,3,0,0,0,0,1,0,5,2,1,0,3,2,0,1,16,1,6,0,1
1431,1431,1431,1431,1,2,4,1,0,0,1,0,4,4,2,0,1,2,4,1,5,8,0,8,1,0
1432,1432,1432,1432,0,3,1,0,0,0,1,0,3,3,2,0,1,1,2,0,2,7,1,4,0,1
1433,1433,1433,1433,1,2,1,0,0,0,1,0,5,0,2,0,0,2,4,0,3,30,0,7,0,1
1434,1434,1434,1434,0,1,7,0,0,0,1,0,3,0,0,1,1,1,3,1,1,6,1,7,0,1
1435,1435,1435,1435,0,3,2,0,0,0,1,0,4,4,0,0,1,3,4,1,4,28,1,7,0,1
1436,1436,1436,1436,1,4,1,1,0,0,1,0,4,1,2,1,1,4,4,1,3,1,0,8,1,0
1437,1437,1437,1437,0,1,3,1,1,0,0,0,1,5,2,0,1,1,3,0,1,27,1,4,0,1
1438,1438,1438,1438,0,4,6,0,1,0,0,0,5,0,2,1,1,3,2,1,4,33,1,6,0,1
1439,1439,1439,1439,0,2,7,0,0,1,0,0,5,5,1,1,1,2,4,1,5,4,1,7,0,1
1440,1440,1440,1440,0,1,3,0,0,0,1,1,1,1,2,0,1,2,3,1,5,22,0,6,0,1
1441,1441,1441,1441,0,4,2,0,0,0,1,0,2,4,1,1,0,1,1,1,3,30,0,3,0,1
1442,1442,1442,1442,0,3,7,0,1,0,1,0,4,1,2,1,1,1,1,1,4,10,0,6,0,1
1443,1443,1443,1443,0,2,3,0,0,0,1,0,3,5,0,1,1,1,4,1,1,14,0,7,0,1
1444,1444,1444,1444,1,2,1,0,0,0,1,0,3,3,1,1,1,1,3,1,5,28,0,7,0,1
1445,1445,1445,1445,0,4,6,0,1,0,0,0,1,2,2,0,1,4,1,1,3,26,1,3,0,1
1446,1446,1446,1446,0,1,7,0,0,0,0,0,0,1,0,1,1,4,2,1,2,21,1,6,0,1
1447,1447,1447,1447,0,3,5,0,0,0,1,0,2,0,1,0,1,3,4,1,1,6,1,8,1,0
1448,1448,1448,1448,0,2,5,0,0,0,1,0,5,1,2,0,1,2,4,1,1,22,0,7,0,1
1449,1449,1449,1449,0,3,4,0,0,0,0,0,1,2,2,1,1,4,1,1,3,4,1,4,0,1
1450,1450,1450,1450,1,1,5,1,0,0,0,0,4,1,2,1,1,2,3,0,4,28,0,7,0,1
1451,1451,1451,1451,0,3,2,0,0,0,1,0,3,3,1,0,0,3,1,1,3,29,0,4,0,1
1452,1452,1452,1452,0,4,4,0,0,1,0,1,1,3,2,1,1,2,4,1,3,4,1,7,0,1
1453,1453,1453,1453,1,2,6,0,1,1,0,0,1,4,1,1,1,2,4,1,4,25,1,9,1,0
1454,1454,1454,1454,0,4,5,1,0,0,1,0,2,3,0,0,1,2,4,1,3,8,1,8,1,0
1455,1455,1455,1455,0,3,6,1,1,0,1,0,1,5,1,0,1,1,4,1,3,2,1,7,0,1
1456,1456,1456,1456,0,4,7,1,0,0,1,1,5,2,0,0,1,4,1,1,2,29,0,6,0,1
1457,1457,1457,1457,0,4,5,0,0,0,0,1,0,3,2,0,1,3,3,1,3,21,1,6,0,1
1458,1458,1458,1458,1,1,4,0,0,0,1,0,1,0,2,0,0,3,1,1,2,29,0,6,0,1
1459,1459,1459,1459,0,3,6,1,0,1,0,0,3,4,0,1,0,4,2,1,2,30,0,6,0,1
1460,1460,1460,1460,0,1,7,0,0,0,1,0,4,4,2,0,1,1,1,1,3,14,1,4,0,1
1461,1461,1461,1461,0,1,7,0,1,0,1,0,3,3,1,0,1,2,4,1,1,30,1,7,0,1
1462,1462,1462,1462,0,3,4,0,1,0,0,0,1,0,0,0,1,3,1,1,4,23,1,7,0,1
1463,1463,1463,1463,0,3,2,0,0,0,1,0,3,0,1,0,1,3,2,0,2,3,0,5,0,1
1464,1464,1464,1464,0,2,1,0,0,0,1,1,4,4,0,0,1,3,4,0,3,5,0,8,1,0
1465,1465,1465,1465,1,2,6,0,0,1,1,0,2,5,2,1,1,1,2,1,2,15,0,7,0,1
1466,1466,1466,1466,1,2,3,1,0,1,0,0,4,4,0,0,1,3,3,1,5,31,0,8,1,0
1467,1467,1467,1467,0,3,6,0,1,1,1,1,3,5,2,0,1,2,4,1,1,21,0,9,1,0
1468,1468,1468,1468,0,2,7,0,0,0,0,0,5,2,2,0,1,3,1,0,4,21,0,3,0,1
1469,1469,1469,1469,0,2,2,1,0,0,0,0,1,5,0,0,1,3,1,1,2,30,1,6,0,1
1470,1470,1470,1470,0,4,4,0,0,0,0,0,0,1,0,0,1,3,2,1,5,4,1,5,0,1
1471,1471,1471,1471,0,1,4,0,0,1,1,0,4,0,2,0,1,3,1,1,2,33,0,7,0,1
1472,1472,1472,1472,0,2,7,0,0,0,1,0,2,4,2,1,1,4,2,0,2,9,1,4,0,1
1473,1473,1473,1473,0,2,6,0,0,0,1,0,1,4,2,0,1,2,1,1,4,24,0,5,0,1
1474,1474,1474,1474,0,3,3,1,0,1,0,1,2,1,0,0,1,1,3,1,4,16,0,7,0,1
1475,1475,1475,1475,0,1,5,0,0,1,1,0,2,5,0,1,1,3,3,1,3,4,1,9,1,0
1476,1476,1476,1476,0,2,5,0,0,0,0,0,1,5,0,0,1,2,2,1,4,24,0,6,0,1
1477,1477,1477,1477,0,4,7,0,1,0,1,0,0,5,0,1,1,4,1,1,1,4,0,7,0,1
1478,1478,1478,1478,0,3,5,0,0,0,1,0,3,3,1,0,1,2,3,1,2,22,1,6,0,1
1479,1479,1479,1479,0,2,1,1,0,0,1,0,4,4,0,0,1,1,4,1,2,20,0,8,1,0
1480,1480,1480,1480,1,2,7,0,0,1,1,0,1,4,1,0,1,4,4,1,1,30,1,7,0,1
1481,1481,1481,1481,1,1,4,0,0,0,1,1,1,3,2,0,1,3,3,1,5,6,1,7,0,1
1482,1482,1482,1482,0,2,6,0,0,0,1,0,5,2,0,1,0,1,2,1,4,18,0,5,0,1
1483,1483,1483,1483,0,4,7,1,0,1,0,0,4,5,2,1,1,4,2,1,4,23,0,5,0,1
1484,1484,1484,1484,0,4,5,0,0,0,1,0,1,5,1,0,1,3,3,1,4,29,1,5,0,1
1485,1485,1485,1485,0,2,3,0,1,0,1,0,3,3,0,0,1,3,4,1,4,17,0,8,1,0
1486,1486,1486,1486,1,4,4,0,0,1,1,0,2,3,0,1,1,3,4,0,4,3,1,8,1,0
1487,1487,1487,1487,0,2,2,0,0,0,1,0,4,4,1,0,1,4,2,1,4,33,0,4,0,1
1488,1488,1488,1488,0,2,6,0,0,0,1,1,0,4,0,0,1,4,2,1,1,5,0,7,0,1
1489,1489,1489,1489,0,2,3,0,0,0,0,0,0,1,2,0,0,1,2,1,5,29,0,3,0,1
1490,1490,1490,1490,0,3,1,1,0,0,1,0,4,1,0,0,1,1,1,0,5,22,0,6,0,1
1491,1491,1491,1491,0,3,5,1,0,0,0,0,2,4,0,1,1,1,3,1,3,3,1,7,0,1
1492,1492,1492,1492,0,3,6,0,0,0,1,0,0,4,2,1,1,3,1,0,2,20,0,6,0,1
1493,1493,1493,1493,0,3,2,0,1,1,1,0,2,4,0,0,1,2,4,1,2,25,0,9,1,0
1494,1494,1494,1494,0,3,5,0,0,0,1,0,1,4,2,0,1,2,1,1,3,4,1,6,0,1
1495,1495,1495,1495,0,1,2,0,0,0,1,0,1,1,0,1,1,4,2,1,4,7,0,6,0,1
1496,1496,1496,1496,0,3,2,0,0,0,1,0,5,2,2,1,1,1,1,0,3,5,0,4,0,1
1497,1497,1497,1497,0,2,4,0,1,1,1,0,0,5,0,0,1,4,1,1,4,5,0,8,1,0
1498,1498,1498,1498,0,4,2,0,0,0,0,0,0,0,2,1,1,1,1,1,3,10,0,5,0,1
1499,1499,1499,1499,0,2,2,0,0,1,0,0,2,5,1,1,1,1,2,1,1,29,0,5,0,1
1500,1500,1500,1500,0,4,6,0,0,1,0,0,1,5,2,1,1,2,2,1,1,25,0,5,0,1
1501,1501,1501,1501,0,3,7,1,0,0,1,0,0,5,2,1,1,1,4,1,4,14,0,8,1,0
1502,1502,1502,1502,1,1,1,0,0,0,1,0,2,2,0,0,0,3,1,1,2,8,1,7,0,1
1503,1503,1503,1503,1,4,2,0,0,1,1,0,2,2,1,0,1,3,1,1,5,33,0,6,0,1
1504,1504,1504,1504,0,1,2,0,0,1,0,0,2,0,0,1,1,1,2,1,1,3,0,7,0,1
1505,1505,1505,1505,1,4,1,0,0,0,1,1,2,3,0,0,1,1,2,1,1,12,1,7,0,1
1506,1506,1506,1506,0,1,4,0,0,0,0,0,4,2,1,1,1,1,2,1,3,13,1,4,0,1
1507,1507,1507,1507,0,1,7,0,0,0,0,0,3,3,1,0,1,2,2,1,1,29,1,4,0,1
1508,1508,1508,1508,1,4,2,0,0,0,0,0,0,4,0,1,1,4,4,1,1,32,1,7,0,1
1509,1509,1509,1509,0,4,2,1,1,1,1,0,5,3,1,1,1,3,4,1,4,25,0,9,1,0
1510,1510,1510,1510,1,1,1,0,0,0,1,0,1,1,1,1,0,4,3,1,2,6,1,6,0,1
1511,1511,1511,1511,0,1,3,0,0,0,1,0,5,3,0,1,1,1,4,1,1,13,1,7,0,1
1512,1512,1512,1512,0,2,1,0,1,0,1,0,2,3,2,0,1,3,2,1,5,15,0,7,0,1
1513,1513,1513,1513,0,2,5,0,0,0,1,0,4,1,1,0,1,1,2,1,1,20,1,5,0,1
1514,1514,1514,1514,1,4,3,0,0,0,0,0,2,1,2,1,1,4,3,1,1,23,0,4,0,1
1515,1515,1515,1515,0,4,4,0,0,0,0,0,1,3,0,0,0,1,3,1,2,16,1,2,0,1
1516,1516,1516,1516,1,2,1,0,0,0,1,1,3,2,0,1,1,2,1,1,4,26,1,10,1,0
1517,1517,1517,1517,1,4,2,0,0,0,0,0,0,3,0,1,1,2,1,1,2,13,0,7,0,1
1518,1518,1518,1518,0,1,7,0,0,0,1,1,3,3,1,1,1,3,1,1,4,23,1,7,0,1
1519,1519,1519,1519,0,3,3,0,0,0,1,0,3,4,1,0,1,3,3,1,5,31,0,5,0,1
1520,1520,1520,1520,0,4,7,0,0,0,1,0,4,5,1,0,0,3,1,1,3,4,0,3,0,1
1521,1521,1521,1521,0,4,6,0,1,0,1,1,2,4,2,0,1,2,3,1,3,16,0,6,0,1
1522,1522,1522,1522,0,4,4,0,0,0,1,0,1,5,2,0,0,1,2,1,3,8,1,2,0,1
1523,1523,1523,1523,1,1,3,0,0,0,1,0,2,3,0,1,1,4,4,1,1,11,0,8,1,0
1524,1524,1524,1524,0,1,3,0,0,0,1,0,5,5,1,0,1,4,4,1,5,6,1,5,0,1
1525,1525,1525,1525,0,2,5,0,0,1,0,0,4,3,1,0,1,2,1,0,3,26,0,5,0,1
1526,1526,1526,1526,0,1,2,1,1,0,1,1,3,1,0,1,1,2,1,1,1,21,0,10,1,0
1527,1527,1527,1527,1,3,6,0,1,0,1,0,5,3,2,0,1,1,4,1,1,25,1,7,0,1
1528,1528,1528,1528,0,3,5,0,0,1,0,1,3,1,0,0,1,3,3,1,3,31,0,8,1,0
1529,1529,1529,1529,1,2,4,0,0,1,0,0,0,3,0,0,1,2,3,1,5,10,1,8,1,0
1530,1530,1530,1530,1,2,1,1,0,0,1,1,0,3,1,0,0,2,4,1,5,19,0,10,1,0
1531,1531,1531,1531,1,4,1,1,0,0,1,0,5,3,1,0,1,1,1,1,2,3,1,6,0,1
1532,1532,1532,1532,0,2,7,1,0,1,1,0,1,1,0,0,1,1,2,1,1,25,0,7,0,1
1533,1533,1533,1533,0,2,4,0,0,1,1,0,2,4,2,0,1,4,3,1,3,17,0,5,0,1
1534,1534,1534,1534,0,1,6,1,0,0,1,0,3,1,0,1,1,1,2,1,2,30,0,7,0,1
1535,1535,1535,1535,0,1,1,0,0,0,1,0,5,1,1,0,1,3,4,1,1,7,0,7,0,1
1536,1536,1536,1536,0,3,1,0,0,0,1,1,4,1,1,1,0,1,4,1,2,2,0,7,0,1
1537,1537,1537,1537,0,1,7,0,0,0,0,0,5,1,2,0,1,1,3,1,2,12,1,3,0,1
1538,1538,1538,1538,0,4,7,0,0,0,1,1,0,5,1,0,1,4,1,1,3,15,0,5,0,1
1539,1539,1539,1539,0,1,2,0,0,0,0,0,2,3,1,1,1,4,1,1,1,28,1,4,0,1
1540,1540,1540,1540,0,1,6,0,0,1,0,0,3,0,2,1,1,4,2,1,4,11,1,6,0,1
1541,1541,1541,1541,0,1,5,0,0,0,1,0,0,5,1,1,0,2,4,1,3,31,0,8,1,0
1542,1542,1542,1542,0,4,3,0,0,0,1,1,5,2,0,1,1,3,1,0,2,17,0,6,0,1
1543,1543,1543,1543,0,3,1,0,1,0,1,0,0,0,0,0,1,4,4,1,2,18,0,10,1,0
1544,1544,1544,1544,0,4,6,0,1,1,0,0,5,5,0,1,0,2,2,1,4,5,0,6,0,1
1545,1545,1545,1545,1,2,2,1,0,1,0,0,2,3,1,1,1,1,2,1,3,33,1,7,0,1
1546,1546,1546,1546,0,2,4,0,0,0,1,0,4,0,0,1,1,3,4,1,5,15,1,9,1,0
1547,1547,1547,1547,1,1,5,0,1,0,1,0,0,3,0,1,1,1,2,1,4,14,1,10,1,0
1548,1548,1548,1548,1,2,5,0,0,0,1,1,5,1,1,0,1,2,3,1,4,25,1,8,1,0
1549,1549,1549,1549,0,4,4,0,0,0,0,0,3,0,1,1,1,2,4,1,5,16,0,6,0,1
1550,1550,1550,1550,1,3,3,0,0,1,1,1,1,4,2,0,0,3,2,1,1,29,1,7,0,1
1551,1551,1551,1551,0,1,2,0,1,1,1,0,3,5,1,1,1,3,3,0,1,32,0,7,0,1
1552,1552,1552,1552,0,1,6,0,0,1,0,0,3,5,0,1,0,3,3,1,3,9,1,6,0,1
1553,1553,1553,1553,0,1,3,0,0,0,1,0,1,1,0,0,1,1,1,1,5,31,0,5,0,1
1554,1554,1554,1554,1,1,4,0,0,0,0,1,1,3,0,1,1,2,2,1,1,4,0,8,1,0
1555,1555,1555,1555,0,4,4,0,1,0,0,0,5,2,1,0,0,2,3,1,5,28,1,3,0,1
1556,1556,1556,1556,0,1,3,0,0,0,0,0,1,1,2,0,1,1,2,1,3,15,1,3,0,1
1557,1557,1557,1557,0,3,5,0,0,0,1,0,3,2,2,0,1,4,3,1,3,29,1,5,0,1
1558,1558,1558,1558,0,2,7,1,0,0,1,1,2,0,0,1,1,3,1,1,2,1,0,10,1,0
1559,1559,1559,1559,0,2,5,0,0,0,0,0,0,3,0,0,1,2,1,1,2,24,1,7,0,1
1560,1560,1560,1560,1,1,1,0,0,0,1,0,1,5,1,0,1,2,2,1,5,33,0,7,0,1
1561,1561,1561,1561,1,1,6,0,0,0,0,1,2,5,1,1,0,1,2,0,3,14,1,4,0,1
1562,1562,1562,1562,0,4,3,0,0,0,1,0,2,3,2,1,1,2,2,1,3,29,0,5,0,1
1563,1563,1563,1563,0,1,2,0,1,0,1,0,2,1,0,1,0,2,1,0,5,29,0,6,0,1
1564,1564,1564,1564,0,4,1,0,0,0,0,1,2,2,1,0,0,4,3,1,4,32,1,3,0,1
1565,1565,1565,1565,0,1,7,0,1,1,0,0,2,2,1,0,0,3,3,1,4,7,1,5,0,1
1566,1566,1566,1566,0,4,4,1,0,0,0,0,4,3,1,1,0,1,1,0,4,25,1,2,0,1
1567,1567,1567,1567,0,3,5,0,0,0,1,0,4,1,0,1,1,1,3,1,2,5,1,7,0,1
1568,1568,1568,1568,0,1,5,0,1,0,0,0,1,0,1,1,1,1,4,1,4,32,1,8,1,0
1569,1569,1569,1569,0,3,2,0,1,0,1,0,1,1,1,1,0,4,4,1,3,19,0,6,0,1
