,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,lable (y),prince_o
7484,0,3,3,0,0,1,1,0,0,0,2,0,0,3,3,1,1,14,1,7,
7485,0,4,6,0,0,1,1,0,4,5,2,0,1,4,3,1,4,4,0,4,
7486,0,3,1,1,0,0,1,0,0,0,1,0,1,3,2,1,5,25,1,9,
7487,0,3,1,0,0,0,1,1,5,3,1,0,1,1,3,1,2,27,0,6,
7488,1,3,6,0,0,1,1,1,0,5,0,1,1,1,4,1,1,21,1,11,
7489,0,1,7,0,0,0,1,0,1,0,2,0,1,4,4,1,2,15,0,6,
7490,0,3,7,0,0,0,1,0,2,0,2,1,1,4,2,0,4,15,1,5,
7491,0,2,2,1,0,0,0,0,0,0,2,1,0,1,3,0,4,16,1,5,
7492,0,2,6,1,0,1,1,0,1,3,2,0,1,1,1,0,2,11,1,5,
7493,0,4,1,0,0,1,0,0,2,4,0,0,0,1,2,0,5,9,1,3,
7494,0,3,2,0,0,0,1,0,0,3,2,0,1,2,2,1,1,18,0,6,
7495,1,3,5,0,0,0,0,0,3,2,1,1,1,2,2,1,3,23,0,7,
7496,0,3,1,0,1,1,1,0,3,4,0,1,0,3,4,0,5,6,0,9,
7497,0,2,4,0,0,0,0,0,3,1,1,0,1,3,1,1,4,8,1,4,
7498,1,1,7,0,0,0,1,0,1,0,0,0,1,1,4,0,4,9,1,7,
7499,0,4,5,0,0,0,1,0,2,0,1,0,1,1,3,1,5,15,0,5,
7500,0,2,5,0,0,0,1,0,3,2,0,1,1,1,1,1,4,31,1,7,
7501,0,4,3,1,0,1,1,0,5,2,2,1,1,1,3,1,4,9,1,6,
7502,0,4,5,0,0,1,1,0,5,2,1,0,1,1,2,1,3,33,0,5,
7503,0,3,3,0,0,0,0,1,3,4,1,1,0,2,4,0,4,23,1,5,
7504,0,2,3,1,0,0,0,0,3,1,2,1,1,1,1,1,4,16,1,5,
7505,0,1,4,0,1,0,0,1,2,1,0,1,1,4,2,0,2,24,1,6,
7506,0,1,3,0,0,0,1,0,3,1,1,0,1,1,1,1,2,19,0,4,
7507,0,3,6,1,0,0,0,1,3,1,2,1,1,4,3,0,3,22,0,5,
7508,0,3,1,0,0,0,1,0,3,3,1,1,1,4,2,0,3,30,0,5,
7509,0,3,7,0,0,1,1,0,0,4,0,1,1,1,4,1,1,6,0,9,
7510,0,1,3,0,0,0,1,0,4,4,2,0,1,1,1,1,4,7,0,4,
7511,0,3,5,1,0,0,1,0,4,4,0,0,1,2,1,1,3,8,0,8,
7512,0,3,3,0,0,0,0,0,3,4,1,0,1,3,4,1,1,26,0,5,
7513,1,2,4,1,0,0,0,1,1,0,0,1,1,4,1,1,5,15,0,9,
7514,1,2,3,0,0,0,1,0,5,3,2,1,1,1,1,1,1,22,1,6,
7515,0,3,7,0,0,0,1,0,2,1,1,0,1,1,1,0,2,12,1,3,
7516,0,1,3,1,0,1,1,0,2,1,2,1,0,4,3,1,3,22,0,6,
7517,0,2,6,0,1,0,1,0,2,5,0,0,1,4,4,1,3,24,0,7,
7518,0,3,2,0,0,1,1,1,1,1,2,1,1,1,1,1,2,8,0,7,
7519,0,1,3,1,0,0,1,0,2,0,1,1,0,2,1,0,4,30,0,6,
7520,0,4,6,0,1,0,1,0,1,5,2,1,1,2,3,0,4,5,1,5,
7521,0,3,1,0,0,0,1,0,0,0,2,1,1,2,2,1,3,13,0,9,
7522,0,4,1,1,0,0,1,1,4,1,2,1,1,3,2,1,2,21,1,8,
7523,0,3,1,0,1,0,0,0,0,5,0,1,1,1,3,1,3,29,0,8,
7524,0,1,2,0,0,0,1,0,0,0,1,0,0,3,1,0,5,13,1,5,
7525,0,3,1,0,0,0,1,0,5,0,2,0,1,4,2,1,4,20,1,6,
7526,1,4,1,0,0,1,1,0,2,3,2,1,1,2,2,1,4,1,1,8,
7527,0,4,6,0,0,0,0,0,2,1,1,0,1,3,2,1,3,29,0,3,
7528,0,2,7,0,0,0,0,1,4,3,0,1,1,2,3,1,3,19,0,7,
7529,1,1,4,0,0,0,0,0,0,5,2,0,1,2,4,0,3,9,0,6,
7530,0,4,7,0,0,0,1,1,4,1,1,0,1,2,2,1,4,24,1,5,
7531,0,2,6,1,0,0,1,0,5,0,2,0,1,2,4,1,2,17,1,8,
7532,0,4,1,0,0,0,1,1,5,2,2,1,1,1,2,1,5,8,1,6,
7533,0,2,4,1,0,1,1,0,1,5,1,0,1,4,1,0,3,9,1,5,
7534,0,4,2,0,0,0,1,0,5,5,1,0,1,1,1,1,2,26,0,3,
7535,0,1,5,0,0,0,0,0,0,4,1,1,1,3,4,1,4,21,0,8,
7536,1,3,5,0,0,0,0,0,0,4,0,0,1,2,3,1,3,25,0,8,
7537,0,4,5,0,0,0,0,0,1,5,1,1,1,4,2,1,4,17,0,4,
7538,0,4,6,0,1,1,0,0,2,1,1,1,1,1,2,1,3,15,1,5,
7539,0,4,4,0,0,1,1,0,1,0,1,1,1,1,4,1,1,4,1,7,
7540,0,1,6,1,0,0,1,0,1,1,0,1,1,2,4,1,2,11,1,9,
7541,0,4,1,0,0,0,1,0,4,1,2,0,1,1,2,0,4,4,1,3,
7542,1,4,4,1,0,0,1,0,2,5,0,0,1,1,3,1,2,28,0,6,
7543,0,2,5,1,0,0,1,0,2,4,1,1,1,3,2,1,1,14,0,8,
7544,0,1,5,0,1,0,1,0,3,4,2,0,1,2,1,0,1,31,0,6,
7545,0,1,2,0,0,0,1,0,5,2,1,0,1,2,1,1,1,20,1,5,
7546,1,4,6,0,0,0,0,0,5,1,1,1,1,3,2,1,2,27,0,5,
7547,0,3,3,0,0,0,1,0,0,1,0,0,1,4,4,1,5,23,0,7,
7548,0,1,2,0,0,1,1,0,2,4,2,1,1,4,4,1,3,10,1,7,
7549,0,3,2,0,0,0,0,0,5,5,2,0,1,4,2,0,5,20,1,2,
7550,0,1,7,0,0,0,1,0,2,5,1,0,1,3,1,1,1,15,0,5,
7551,0,3,6,1,0,0,1,0,0,3,2,0,1,3,3,0,2,30,0,6,
7552,1,4,6,0,0,0,1,0,2,0,1,0,1,1,1,1,3,29,0,5,
7553,0,1,5,0,0,1,1,0,5,2,0,1,1,4,3,1,1,23,1,8,
7554,0,4,6,0,0,0,1,0,4,2,2,0,0,1,4,1,3,8,0,3,
7555,0,4,2,0,1,0,1,1,4,3,1,0,1,2,1,0,4,32,1,5,
7556,1,2,7,0,0,0,0,0,1,4,2,1,1,4,3,0,3,22,0,4,
7557,0,1,2,0,0,0,1,0,0,1,0,1,1,2,4,1,3,18,1,9,
7558,1,3,1,0,1,1,0,0,3,2,0,1,1,4,2,1,1,4,1,9,
7559,0,3,5,1,0,0,0,0,1,5,1,1,1,4,4,1,4,3,0,7,
7560,1,2,4,0,0,1,1,1,5,3,1,0,1,2,2,1,1,1,1,8,
7561,0,3,7,0,0,1,1,1,4,4,2,1,1,3,2,0,1,30,1,7,
7562,1,4,5,0,0,0,0,0,3,0,2,1,1,1,1,0,1,21,0,5,
7563,1,2,1,0,1,0,1,0,2,4,2,1,1,4,3,1,3,27,1,8,
7564,1,1,4,0,0,1,1,0,0,1,2,1,0,1,3,1,3,2,0,7,
7565,0,2,6,1,1,1,1,0,4,5,2,1,0,2,2,1,4,7,0,8,
7566,0,4,4,1,1,0,1,0,0,4,0,0,1,2,3,1,2,21,0,8,
7567,0,2,4,0,0,0,0,0,3,4,1,1,1,4,2,1,3,15,0,4,
7568,0,1,3,0,0,0,0,0,4,0,0,0,1,2,4,1,5,30,1,7,
7569,0,2,7,0,1,0,1,0,5,1,1,1,0,3,1,1,2,33,1,6,
7570,0,1,4,0,0,0,1,0,3,1,1,1,0,2,1,1,2,28,0,5,
7571,0,4,5,0,0,0,1,0,0,2,2,0,1,4,2,1,1,30,0,5,
7572,0,4,7,1,0,0,0,0,0,0,2,1,1,3,2,0,1,17,1,6,
7573,0,4,3,0,1,0,0,0,4,3,0,1,1,1,3,1,2,18,0,5,
7574,1,4,5,1,1,0,1,0,0,1,1,1,1,4,2,1,1,26,0,9,
7575,0,3,7,0,0,0,1,0,2,2,2,0,0,3,1,1,4,13,1,4,
7576,0,2,5,1,0,0,1,0,2,2,0,0,1,1,3,1,1,1,0,7,
7577,0,3,4,1,0,1,1,1,4,2,0,1,0,3,1,0,2,3,1,8,
7578,0,2,2,1,1,0,1,0,5,3,2,1,1,1,2,1,3,29,1,7,
7579,1,2,6,0,0,0,0,0,4,3,2,0,1,3,1,1,5,5,0,5,
7580,0,4,3,0,0,0,1,0,5,4,1,0,1,1,3,1,2,27,1,3,
7581,0,2,1,1,0,1,1,0,2,1,1,0,0,4,1,1,4,23,1,6,
7582,1,3,1,1,0,1,1,0,2,5,1,0,1,4,4,1,3,19,1,9,
7583,0,1,2,1,0,0,1,0,0,1,0,0,1,1,4,1,5,8,1,8,
7584,0,4,2,0,1,0,1,0,2,2,1,1,1,4,4,1,5,5,0,6,
7585,0,2,1,0,0,0,1,0,3,3,0,0,1,4,3,1,5,27,0,6,
7586,0,1,3,1,0,0,0,0,1,5,2,0,1,4,2,1,5,4,0,4,
7587,0,1,3,0,1,1,1,0,2,3,0,0,1,1,2,1,1,17,0,7,
7588,0,4,1,0,0,0,0,0,5,5,1,1,1,4,4,0,5,14,0,4,
7589,0,4,2,0,0,0,1,0,1,5,1,0,1,2,1,1,3,18,0,4,
7590,0,2,1,0,0,0,1,1,1,4,2,0,0,2,2,1,1,18,0,6,
7591,0,2,1,0,1,0,1,0,4,0,1,1,0,3,2,0,1,7,1,7,
7592,0,4,3,1,0,0,0,0,5,2,0,0,1,4,2,1,4,30,1,4,
7593,0,1,4,0,0,0,1,0,1,2,2,1,1,3,4,1,1,4,0,7,
7594,1,1,1,0,0,0,0,0,2,5,0,0,1,1,4,0,1,29,1,6,
7595,0,4,7,0,0,0,1,0,2,5,2,0,1,3,3,1,1,33,1,4,
7596,0,4,5,0,0,0,1,0,2,2,2,1,1,2,4,0,1,27,0,6,
7597,0,2,6,0,0,0,1,0,2,3,1,0,1,1,3,1,1,10,1,4,
7598,0,2,5,0,0,0,1,0,4,4,2,0,1,3,2,1,5,5,0,6,
7599,1,2,6,0,0,0,1,0,5,0,2,1,0,1,3,1,2,7,0,6,
7600,1,1,2,0,1,0,1,0,4,5,1,1,1,4,1,1,4,16,1,7,
7601,0,3,3,0,0,0,1,0,1,0,1,0,1,3,3,1,1,6,0,6,
7602,0,2,4,0,0,0,1,0,4,3,2,0,1,4,3,1,5,1,0,4,
7603,0,4,1,0,0,1,1,0,0,4,2,0,1,4,1,1,2,4,0,6,
7604,0,2,1,0,1,0,1,0,5,3,2,1,0,4,2,1,5,2,0,6,
7605,0,2,7,0,0,1,1,0,5,2,2,0,0,1,4,1,2,27,0,5,
7606,1,1,3,1,0,0,0,0,3,4,1,1,1,1,4,1,5,28,1,7,
7607,0,2,7,0,0,0,1,0,0,2,1,0,0,4,2,0,5,13,0,3,
7608,0,3,5,0,0,0,0,0,1,5,2,0,1,3,1,1,1,12,1,5,
7609,1,1,2,0,0,0,1,0,4,0,1,1,1,3,1,1,5,8,0,8,
7610,0,2,2,0,0,0,0,0,5,4,0,0,1,1,2,1,2,14,1,4,
7611,0,2,1,0,1,0,0,0,4,0,1,0,0,2,3,1,1,11,0,6,
7612,0,3,2,0,0,0,1,0,2,2,0,0,1,2,1,1,1,19,1,6,
7613,0,1,1,0,0,1,1,1,5,5,1,1,1,4,2,0,4,26,0,7,
7614,1,1,1,0,0,0,1,0,3,0,2,1,0,3,2,1,1,14,1,8,
7615,0,3,1,0,0,0,1,0,0,4,1,0,1,4,1,1,4,22,0,6,
7616,0,4,2,0,0,0,1,0,1,5,1,1,0,1,4,1,5,9,0,4,
7617,0,3,4,0,0,0,1,0,1,5,2,1,1,4,1,1,1,27,1,5,
7618,1,3,4,0,0,0,1,0,3,5,2,0,1,4,2,0,3,31,0,4,
7619,0,2,3,0,0,0,1,1,5,0,0,0,1,3,1,1,2,14,1,8,
7620,0,2,7,0,0,0,1,0,3,0,0,0,1,1,2,1,3,8,1,6,
7621,1,4,1,0,1,0,1,1,0,1,0,0,1,2,1,1,5,4,1,10,
7622,0,4,1,0,1,1,1,0,3,2,2,0,1,1,1,0,2,16,1,5,
7623,0,3,3,0,1,1,1,0,3,3,2,0,1,1,4,1,2,2,0,7,
7624,0,2,2,0,0,0,0,0,3,0,1,0,0,3,2,1,1,29,1,4,
7625,0,1,2,0,0,0,1,0,2,2,2,0,1,1,1,0,2,23,0,3,
7626,0,4,1,0,0,0,1,0,5,1,1,1,0,4,4,1,5,10,0,5,
7627,1,3,5,1,0,0,1,0,0,4,0,0,1,3,1,1,2,21,0,10,
7628,0,1,2,0,1,0,1,1,0,4,1,0,1,3,1,1,2,22,1,8,
7629,0,4,3,0,0,1,1,0,1,5,1,1,1,2,1,1,1,27,0,6,
7630,0,3,3,0,0,1,1,0,0,4,0,0,0,2,1,1,2,9,1,7,
7631,0,2,3,0,1,1,1,0,1,0,2,0,0,3,3,1,5,16,1,7,
7632,0,2,3,0,0,0,0,0,3,4,0,1,1,4,2,1,5,26,1,5,
7633,0,3,6,0,0,0,1,0,1,0,2,0,1,4,4,1,1,31,0,6,
7634,0,2,7,0,1,0,1,0,4,0,0,0,0,2,4,1,3,20,0,8,
7635,0,1,5,0,0,0,1,0,0,1,2,1,1,3,2,1,5,19,1,8,
7636,0,3,7,0,0,0,1,0,4,1,0,1,1,3,4,0,5,22,0,7,
7637,0,3,1,1,0,0,1,0,1,4,2,0,1,3,2,1,1,24,0,7,
7638,0,4,3,0,0,0,1,0,0,2,2,1,1,1,2,0,4,19,0,4,
7639,1,2,6,0,0,0,1,0,5,3,0,1,1,4,3,1,3,18,1,7,
7640,0,1,2,0,0,1,1,0,2,3,2,0,1,2,1,1,1,26,0,6,
7641,1,2,7,0,1,0,0,0,3,5,1,0,1,4,1,1,5,9,1,5,
7642,0,3,1,0,0,0,0,0,2,4,0,0,0,1,1,0,3,32,0,3,
7643,0,2,1,0,0,0,1,0,1,1,0,1,1,4,4,1,5,9,0,8,
7644,0,2,6,0,1,0,0,0,3,2,0,1,1,3,2,0,3,24,0,6,
7645,1,2,2,0,0,0,0,0,0,2,1,1,1,4,4,1,1,15,0,7,
7646,1,3,2,0,0,0,1,0,0,1,1,1,1,2,1,0,3,20,0,7,
7647,1,1,1,1,1,0,0,0,0,3,0,0,1,4,1,1,5,25,0,9,
7648,0,2,6,1,0,0,1,0,0,1,0,0,1,4,3,0,2,8,1,6,
7649,0,3,5,1,0,0,0,0,2,4,1,0,0,2,1,1,2,10,0,5,
7650,0,1,3,0,0,1,0,0,5,0,1,0,1,2,2,0,5,27,0,5,
7651,0,3,4,0,0,1,1,0,2,4,1,1,0,1,3,1,3,28,0,5,
7652,0,4,1,1,0,0,1,0,3,2,1,1,1,1,3,0,5,4,1,5,
7653,0,3,5,1,0,0,0,0,5,4,0,1,1,1,3,1,4,15,1,7,
7654,0,3,5,0,0,0,1,1,5,0,2,0,1,3,1,0,1,16,1,7,
7655,1,1,7,0,0,0,1,1,4,3,2,0,1,2,2,1,2,28,0,7,
7656,0,1,1,0,0,1,0,0,2,1,1,1,1,1,3,1,4,32,0,6,
7657,0,2,2,0,0,0,0,0,2,3,0,1,1,1,2,1,2,5,1,5,
7658,0,3,1,0,0,0,1,1,3,4,0,0,1,2,2,1,2,25,0,8,
7659,0,2,1,0,1,0,1,0,0,4,0,1,1,2,1,1,5,6,1,10,
7660,1,3,1,0,0,0,1,0,5,2,1,1,1,4,2,1,3,25,0,7,
7661,0,4,4,0,0,0,1,0,1,0,2,1,1,3,3,1,3,33,0,6,
7662,1,2,2,1,0,0,1,0,4,3,1,0,1,3,1,1,3,4,1,7,
7663,0,2,1,0,0,1,1,1,0,4,0,1,1,3,3,1,2,27,0,11,
7664,0,2,7,1,1,1,0,0,4,2,2,0,0,3,3,1,3,30,0,6,
7665,1,3,6,0,0,0,1,0,5,5,2,1,1,2,3,1,3,28,1,7,
7666,0,1,4,0,0,0,1,0,2,2,0,0,1,1,2,1,2,24,0,5,
7667,0,4,5,0,0,0,1,1,2,4,2,1,1,2,2,1,5,3,1,7,
7668,0,1,7,0,0,0,1,0,3,5,0,0,1,4,3,1,3,6,1,5,
7669,0,3,3,1,0,0,1,0,1,2,2,0,0,1,3,1,2,13,1,4,
7670,1,2,4,0,0,0,1,0,2,2,2,1,0,1,2,1,3,31,1,5,
7671,0,3,3,0,0,0,0,0,4,4,0,0,1,4,2,1,5,17,1,4,
7672,1,3,1,0,1,0,1,0,0,5,2,0,1,4,4,1,4,26,1,9,
7673,0,2,3,1,0,0,1,1,0,3,0,1,1,2,1,1,1,8,1,10,
7674,0,3,7,0,0,0,1,0,3,1,2,1,1,4,3,1,2,14,1,5,
7675,1,4,3,0,0,0,1,0,2,1,2,0,0,3,1,1,3,16,0,4,
7676,0,3,6,0,0,0,0,0,4,0,0,1,1,3,3,1,4,5,0,7,
7677,0,3,2,0,0,1,1,0,1,4,2,1,1,3,3,1,4,5,0,7,
7678,0,1,6,0,0,0,1,0,1,4,0,0,1,3,4,1,5,3,1,7,
7679,0,3,4,0,0,0,0,0,0,3,0,1,1,2,4,0,4,10,1,7,
7680,1,3,1,0,1,1,1,0,1,3,2,1,1,1,3,1,1,7,0,9,
7681,0,3,5,0,1,0,1,0,0,1,2,1,1,2,3,1,5,22,0,9,
7682,0,4,7,1,0,1,1,0,2,3,2,1,1,2,2,1,4,7,1,7,
7683,0,4,6,0,0,0,0,0,0,0,0,1,1,1,3,1,3,14,1,6,
7684,0,3,4,1,0,1,1,0,4,3,0,1,1,4,2,1,1,11,1,8,
7685,0,1,6,0,0,0,0,1,4,1,1,1,0,2,4,1,2,14,1,6,
7686,0,1,7,1,1,0,0,0,5,5,0,1,1,2,2,1,4,9,1,8,
7687,0,1,1,0,1,0,1,0,0,4,0,0,1,3,2,1,3,26,1,9,
7688,0,4,7,0,0,0,1,1,3,3,1,0,1,3,3,1,3,5,1,5,
7689,0,3,7,0,0,0,0,0,0,3,1,0,1,4,1,1,3,5,1,4,
7690,1,1,7,1,0,0,0,1,3,3,0,0,0,4,1,0,2,29,0,5,
7691,1,1,7,0,0,1,1,0,0,5,2,0,1,3,2,1,2,2,1,8,
7692,1,4,7,1,0,0,1,1,0,4,2,1,0,4,1,0,5,5,0,6,
7693,1,1,7,0,0,0,1,1,5,4,2,0,1,4,4,1,1,16,0,7,
7694,0,4,4,0,1,0,1,1,2,5,2,1,1,4,4,0,1,7,0,6,
7695,0,2,4,1,0,0,0,0,3,0,0,0,1,4,1,1,2,17,0,6,
7696,0,3,4,0,0,0,1,0,0,0,0,0,1,4,4,0,5,30,0,7,
7697,0,1,4,0,1,0,1,0,0,0,2,0,1,1,2,1,1,6,1,7,
7698,0,3,1,1,1,1,1,1,1,1,0,0,0,2,3,1,3,30,0,10,
7699,1,3,4,0,0,0,1,0,4,5,1,1,0,1,4,1,2,15,0,6,
7700,1,4,5,0,0,1,1,0,4,1,0,0,0,3,4,0,5,24,1,7,
7701,0,3,4,0,0,0,1,0,1,1,1,1,1,1,3,0,4,12,0,4,
7702,1,3,6,1,0,0,0,0,5,1,1,1,0,3,2,1,1,5,1,6,
7703,0,1,4,0,0,1,1,0,5,0,0,0,1,2,4,1,4,15,0,9,
7704,0,3,5,0,0,0,1,0,3,4,1,0,0,4,4,1,2,2,1,5,
7705,1,2,3,0,0,1,1,0,2,4,1,1,1,1,2,1,1,26,1,7,
7706,0,1,4,1,1,0,1,0,1,1,2,0,0,2,3,0,4,14,1,5,
7707,0,2,7,0,0,0,0,0,1,5,1,1,1,2,4,1,5,16,0,6,
7708,0,2,4,0,0,1,1,0,0,4,2,0,1,3,2,1,5,17,0,7,
7709,1,3,2,0,0,1,1,0,3,0,1,1,0,1,2,1,3,4,0,7,
7710,0,2,2,0,1,0,1,0,5,4,1,0,1,1,1,0,2,27,1,4,
7711,1,3,2,0,0,0,1,0,3,4,1,0,1,3,3,0,3,18,1,5,
7712,1,2,3,1,1,0,1,0,0,1,2,1,1,4,3,1,3,29,1,9,
7713,0,1,5,0,1,0,0,0,4,1,1,1,1,3,3,1,5,24,0,7,
7714,0,3,6,0,0,0,0,1,3,1,1,1,1,2,4,1,5,27,1,7,
7715,0,3,1,0,0,0,1,0,2,4,1,1,1,2,2,1,1,8,1,7,
7716,1,3,4,0,0,0,0,0,4,0,0,1,1,3,4,1,3,21,0,9,
7717,0,1,4,1,1,0,1,0,2,1,1,0,1,1,2,1,3,30,0,6,
7718,0,3,5,0,1,0,1,0,4,0,1,0,1,3,4,1,1,33,0,9,
7719,1,1,3,0,0,0,0,0,5,0,2,0,1,3,1,1,3,27,0,6,
7720,1,1,4,0,1,0,1,0,0,2,2,0,1,2,4,1,2,8,0,9,
7721,1,4,2,0,0,0,1,0,4,0,0,0,0,4,2,1,2,30,1,5,
7722,0,1,3,0,1,0,1,0,5,4,1,0,1,4,1,1,5,21,0,5,
7723,0,1,6,0,0,0,1,0,3,3,1,1,1,3,2,0,2,29,0,5,
7724,0,3,6,1,0,1,0,0,5,3,0,0,1,2,4,0,2,12,0,7,
7725,0,2,5,0,0,0,0,0,4,0,1,1,1,1,4,0,5,28,1,6,
7726,0,4,4,0,0,0,1,0,4,2,2,0,1,4,3,1,3,20,0,3,
7727,0,1,4,0,0,0,1,0,2,3,2,1,1,2,3,1,4,6,1,6,
7728,0,2,5,0,0,0,0,0,4,0,1,1,1,2,2,1,2,3,1,7,
7729,0,3,2,0,1,0,0,0,4,5,2,1,0,4,4,1,4,29,1,5,
7730,1,4,7,1,0,1,1,0,3,0,1,0,1,4,1,1,5,10,1,7,
7731,0,1,1,0,0,0,1,0,5,2,0,0,1,4,1,1,2,13,0,6,
7732,0,1,1,0,0,0,1,0,2,5,2,0,1,3,4,1,3,2,1,7,
7733,0,3,4,0,0,1,1,1,2,3,2,1,1,2,3,1,4,27,1,8,
7734,0,1,3,1,0,0,1,0,4,3,0,1,1,4,3,0,3,9,0,6,
7735,0,3,1,1,0,0,0,0,1,1,0,0,1,3,3,1,3,18,0,7,
7736,0,3,6,0,0,0,0,0,1,2,1,1,1,3,4,0,5,18,1,5,
7737,0,3,5,0,0,0,1,0,3,3,0,1,1,2,1,1,2,10,0,8,
7738,0,1,5,1,0,0,1,0,1,2,1,1,1,2,3,0,1,13,0,7,
7739,1,1,5,0,0,0,0,0,0,2,2,0,1,2,1,1,1,6,0,7,
7740,0,3,6,0,1,0,0,0,1,5,1,1,1,2,2,0,2,20,1,5,
7741,0,2,2,0,0,0,1,0,4,1,0,0,1,3,1,1,2,7,0,6,
7742,0,4,7,0,0,0,0,0,1,5,0,0,1,3,2,1,4,24,1,4,
7743,0,2,4,0,1,0,1,0,0,4,0,0,1,1,1,0,3,2,0,6,
7744,0,4,3,0,1,1,1,0,3,1,2,1,0,2,1,1,2,22,0,6,
7745,0,1,4,0,0,0,1,0,5,5,1,1,0,3,3,1,5,33,0,5,
7746,0,3,2,0,1,0,0,0,5,1,1,0,0,1,4,1,2,10,0,4,
7747,0,1,4,0,1,1,1,0,1,3,1,0,1,3,3,1,5,15,1,7,
7748,0,4,2,1,1,1,1,0,2,3,0,0,1,2,4,1,4,22,1,9,
7749,0,3,4,0,0,0,0,0,5,4,0,0,1,4,1,0,3,15,1,3,
7750,0,1,6,0,1,1,0,1,2,2,2,1,1,4,4,1,2,4,0,8,
7751,0,3,4,1,0,1,0,0,2,1,2,0,1,2,3,1,4,11,1,6,
7752,0,4,4,0,1,0,0,0,5,5,0,0,1,1,1,1,1,23,1,4,
7753,0,2,4,0,0,1,1,0,5,2,2,1,0,3,3,1,3,5,0,6,
7754,0,2,5,0,1,0,1,0,1,2,1,0,1,1,1,1,5,11,1,6,
7755,0,4,2,0,0,0,1,0,0,1,0,1,1,3,3,0,3,9,1,6,
7756,0,3,6,0,0,0,1,0,1,3,1,1,0,2,4,1,2,7,1,6,
7757,0,2,1,1,0,0,1,0,1,4,0,0,1,3,1,1,1,13,0,8,
7758,0,3,3,1,0,0,1,0,1,3,2,1,1,2,4,1,4,19,1,8,
7759,1,2,5,1,0,0,1,1,5,3,0,0,0,3,2,1,3,22,1,9,
7760,0,4,3,1,0,0,1,0,1,5,0,1,1,2,1,1,2,12,0,7,
7761,0,1,2,0,0,0,1,0,2,5,2,1,1,3,1,1,4,24,1,6,
7762,0,2,4,0,0,0,0,1,0,2,2,1,0,3,1,1,1,3,0,6,
7763,0,3,1,1,0,0,1,0,0,2,0,0,0,4,2,1,2,7,0,7,
7764,1,2,2,0,0,0,1,0,2,2,1,1,0,3,4,1,2,18,0,7,
7765,1,2,3,0,0,1,0,0,0,2,1,1,1,3,3,1,1,1,0,8,
7766,1,2,2,0,0,0,1,0,4,5,2,1,1,4,3,1,3,32,1,6,
7767,0,2,2,1,0,0,1,0,5,2,0,1,1,3,1,0,1,7,1,7,
7768,0,1,6,0,0,0,0,0,1,5,1,1,1,3,1,1,2,21,0,5,
7769,0,2,2,0,0,0,1,0,5,0,2,1,0,4,2,0,4,16,0,4,
7770,0,2,6,0,0,0,1,0,2,2,2,1,0,3,2,1,2,20,1,5,
7771,0,4,1,0,0,0,1,0,2,4,0,0,1,3,2,1,3,3,1,6,
7772,0,4,3,0,1,0,0,0,1,4,2,1,1,1,3,1,2,8,0,4,
7773,0,4,7,0,0,0,0,0,3,4,2,1,1,2,2,1,5,14,1,4,
7774,0,4,6,0,0,1,0,0,2,5,2,1,1,4,3,0,3,30,0,3,
7775,0,1,4,1,0,0,1,1,4,2,2,0,1,1,3,1,5,13,1,6,
7776,0,1,4,1,0,0,1,1,2,4,1,0,1,3,4,1,3,19,1,8,
7777,0,3,5,0,0,0,0,0,1,4,0,0,1,1,3,1,4,16,0,5,
7778,0,4,1,0,0,1,1,0,0,0,0,0,1,3,1,0,5,24,1,8,
7779,0,4,5,0,0,0,1,0,4,4,2,0,1,2,3,1,1,15,0,5,
7780,0,4,4,0,0,0,1,0,1,2,2,1,1,4,4,1,4,17,0,5,
7781,0,2,5,0,0,0,1,0,5,5,0,0,1,3,2,1,3,13,0,7,
7782,0,2,3,0,0,0,1,1,2,1,2,1,1,2,1,1,3,33,1,7,
7783,0,1,1,0,0,0,0,0,3,0,1,1,0,4,4,0,2,16,0,5,
7784,0,1,3,0,0,0,1,0,5,5,1,1,1,2,1,1,4,11,1,6,
7785,0,2,1,0,0,1,1,0,0,1,0,0,1,4,2,1,3,19,0,8,
7786,0,3,4,0,0,0,0,0,5,5,0,1,1,1,3,0,2,21,0,4,
7787,0,4,1,0,0,0,1,0,0,3,1,1,1,4,1,1,4,21,0,6,
7788,0,4,4,0,0,0,1,1,2,3,1,1,0,3,3,1,1,13,0,5,
7789,0,1,7,0,1,0,0,0,5,4,0,0,1,4,4,1,1,10,1,6,
7790,0,2,5,0,1,0,0,0,0,3,1,1,1,4,1,1,5,29,0,7,
7791,1,1,4,0,0,0,0,0,3,5,1,0,1,1,2,1,2,11,1,4,
7792,1,2,3,0,0,0,1,0,5,1,0,1,1,4,3,0,2,27,0,6,
7793,0,3,4,1,1,0,0,0,3,1,0,0,1,1,3,1,2,6,1,6,
7794,0,4,2,0,0,1,1,0,3,5,2,0,1,3,3,1,4,9,1,5,
7795,0,2,3,0,1,0,1,0,4,4,1,0,0,1,4,1,2,33,0,5,
7796,0,4,1,0,0,0,1,0,4,3,2,1,1,2,3,1,3,20,0,6,
7797,0,2,3,0,1,0,1,0,1,3,1,0,1,4,4,1,5,18,1,6,
7798,1,1,7,0,0,0,1,1,5,2,2,1,1,4,3,1,1,29,1,7,
