,Gender,Age,Orphan,state,PinCode,mother_tongue,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,pwd,out_of_school_child,dropped_continued,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,debt,family_annual_income,no_of_children,academic_stream,status_in_previous_year,appreared_previous_exam,results_in_previous_year_type,mental_issues,drug_addiction ,label
231,0,20,0,13,661961,0,1,4,0,1,0,1,1,1,5,2,1,1,0,0,2,3,2,0,3,1,1,7
232,1,17,0,33,467270,0,2,7,1,0,0,0,0,0,2,3,0,1,0,1,2,5,2,1,4,0,0,3
233,0,14,0,33,541351,1,1,1,1,1,1,0,1,1,1,0,1,1,1,2,2,5,3,1,3,0,1,10
234,0,19,0,26,445983,0,4,3,0,1,1,0,0,0,5,2,1,0,0,2,2,2,1,1,2,0,0,4
235,1,21,0,20,674236,1,3,6,0,0,0,1,1,0,3,0,0,0,0,2,3,2,2,1,3,1,1,4
236,1,19,0,16,398637,0,3,2,1,1,1,0,0,0,1,4,1,0,0,2,2,1,1,1,1,1,1,6
237,1,21,0,22,271957,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,3,4,3,0,2,0,0,5
238,1,20,0,29,229471,0,3,2,1,0,0,1,1,0,4,4,0,1,1,2,2,4,1,1,3,1,1,6
239,0,22,0,28,934020,0,3,2,1,0,0,1,1,0,1,4,0,0,0,2,2,2,5,1,3,1,0,4
240,0,16,1,29,174396,0,3,6,1,1,1,0,0,0,5,1,0,1,0,2,2,2,5,1,3,0,0,6
241,1,15,1,18,259873,1,2,5,0,1,0,0,0,1,4,0,1,1,1,2,2,1,3,0,4,1,0,8
242,1,17,0,14,849926,0,4,1,1,1,1,1,1,1,1,5,0,1,0,2,3,5,3,0,2,1,0,7
243,1,21,0,2,568607,0,2,6,0,0,1,1,0,0,2,4,0,1,0,0,2,5,3,1,1,1,0,5
244,0,21,0,1,178112,1,4,4,0,0,1,1,0,0,3,3,1,1,1,0,3,5,5,0,4,0,1,5
245,0,15,0,5,440452,0,1,1,0,0,0,1,0,1,2,0,0,1,1,1,2,4,2,0,3,1,1,7
246,0,17,1,28,317113,1,4,7,1,0,1,1,0,0,3,4,1,0,0,1,3,4,2,0,1,0,1,3
247,1,21,1,22,932703,0,3,5,1,0,1,0,0,0,5,0,0,0,0,1,2,1,3,0,4,0,1,5
248,1,16,0,28,185537,1,4,4,1,1,0,0,0,0,5,1,0,1,0,0,3,4,5,1,4,0,0,4
249,0,14,0,9,373669,0,2,6,0,0,1,1,1,0,5,2,0,0,1,1,2,3,2,0,3,0,1,4
250,0,14,0,21,565986,1,1,1,1,1,0,1,1,0,3,5,0,0,0,1,3,3,4,0,3,0,1,6
251,1,18,1,1,185967,1,4,2,0,0,0,1,0,0,5,3,0,1,1,2,3,1,2,0,4,0,0,2
252,0,15,0,27,672842,0,2,2,1,0,1,0,1,0,2,2,0,1,0,0,2,2,1,0,2,0,1,6
253,1,18,0,25,499396,1,4,2,0,0,1,1,0,0,4,1,1,1,1,0,2,3,3,1,2,0,1,6
254,0,21,1,11,492739,1,1,4,1,1,1,0,1,1,1,3,1,1,0,1,2,2,1,1,1,1,0,7
255,1,21,0,4,773720,1,2,7,0,0,1,1,1,0,2,1,0,1,1,2,2,3,5,0,2,1,0,6
256,0,16,1,32,855900,1,3,2,0,1,0,0,1,0,2,3,0,0,0,0,3,3,2,1,4,1,1,4
257,0,19,0,13,999859,0,1,6,0,0,1,0,1,1,0,0,1,1,0,0,3,5,2,1,4,0,0,7
258,1,14,0,7,566231,0,2,3,0,1,1,0,1,0,5,5,0,0,0,1,3,3,1,1,3,0,0,4
259,1,17,0,19,368362,0,3,5,0,0,1,1,1,0,4,3,1,0,0,2,2,1,5,1,3,1,0,6
260,0,16,0,31,404669,1,3,6,1,1,0,0,1,0,4,2,0,1,0,2,3,3,1,0,3,0,0,5
261,1,14,1,22,129326,1,4,3,0,0,0,1,1,0,0,0,0,1,0,0,2,1,2,1,4,1,1,5
262,0,17,1,29,945358,1,4,6,1,0,1,1,0,0,4,2,0,0,0,2,3,2,4,0,3,0,1,4
263,1,20,0,17,607684,0,3,3,1,1,1,1,0,0,1,2,0,1,1,2,2,4,3,1,1,0,0,6
264,0,19,1,32,534521,1,3,5,0,0,0,0,1,0,1,3,1,0,1,1,2,3,2,1,1,1,1,5
265,1,18,0,28,552503,0,3,6,0,0,1,0,1,0,4,5,0,0,1,0,3,1,2,0,2,0,0,5
266,1,15,0,7,582433,1,2,1,1,0,1,0,1,1,4,0,1,1,0,2,3,4,3,0,4,1,0,8
267,0,20,0,33,883781,0,4,7,1,1,0,1,1,1,2,2,1,1,0,1,3,5,4,1,2,1,1,7
268,0,19,0,4,517515,0,2,6,0,1,1,0,0,1,0,4,1,0,1,2,2,3,4,1,3,0,0,8
269,1,21,1,30,942314,1,2,3,1,0,0,0,1,0,2,2,0,0,1,0,3,5,3,1,3,0,0,5
270,0,15,0,16,592120,1,1,3,0,0,1,0,0,0,0,3,0,0,1,2,3,5,5,0,2,1,0,6
271,0,18,0,28,714930,1,2,7,1,0,0,1,0,1,0,2,1,0,0,0,2,5,1,0,2,1,0,7
272,0,21,0,32,247758,0,1,2,1,1,0,0,0,0,2,4,1,1,0,2,3,4,3,1,4,0,0,5
273,0,21,0,32,824734,1,2,4,0,1,0,0,1,0,3,4,0,1,0,0,3,5,5,1,3,1,1,6
274,0,18,1,1,770490,0,4,1,0,0,0,0,0,0,5,2,0,1,1,2,3,3,2,1,4,0,1,3
275,1,14,0,15,539233,1,1,3,0,1,0,1,1,0,4,5,0,1,1,1,3,1,4,1,1,1,0,6
276,0,17,1,3,336130,1,3,2,1,1,1,1,0,0,1,2,0,0,0,2,2,5,3,0,3,0,1,5
277,1,18,0,4,756399,1,3,4,1,0,1,0,0,1,2,0,1,1,1,2,3,1,3,1,2,1,1,9
278,1,14,1,12,670490,1,3,3,0,1,1,1,1,1,0,0,1,1,0,0,3,1,4,1,2,0,1,10
279,0,16,0,28,436320,0,4,6,0,0,0,1,1,0,2,1,1,1,0,2,3,3,5,0,1,0,1,2
280,1,17,0,20,523045,1,1,4,0,0,0,0,1,1,0,0,1,1,0,0,3,5,2,0,2,1,1,8
281,0,17,1,29,935530,1,1,4,0,1,0,0,1,0,4,0,0,0,1,1,3,1,1,0,2,0,0,5
282,0,15,1,29,522895,0,4,4,1,0,0,0,1,0,3,0,1,0,1,0,3,4,1,1,4,0,1,5
283,0,14,0,19,423215,1,3,4,0,0,1,1,0,1,0,0,0,0,1,2,3,3,1,0,2,1,1,7
284,1,20,0,23,316814,1,3,2,1,1,1,0,0,1,3,2,1,0,0,0,3,3,2,0,3,1,1,8
285,1,14,0,33,389174,1,4,4,1,1,0,1,0,0,1,3,1,0,1,2,2,5,4,1,1,1,0,6
286,1,14,0,1,313556,1,1,3,1,1,0,0,0,0,1,3,0,1,0,0,2,1,3,0,2,0,1,6
287,1,18,0,2,137959,0,3,5,0,1,1,0,1,0,1,1,0,0,1,1,2,2,3,0,4,1,1,6
288,1,15,1,13,911900,1,2,6,0,0,1,0,1,0,4,1,1,0,0,2,2,3,3,0,2,0,1,4
289,1,17,0,33,839038,1,4,6,0,1,1,0,1,0,3,1,1,0,0,2,3,5,4,0,4,0,0,4
290,0,20,0,14,599411,1,4,1,0,0,0,0,0,0,2,0,0,1,1,1,2,3,4,1,2,0,1,6
291,0,21,0,8,364373,0,4,5,1,1,0,0,1,0,5,0,1,0,1,1,3,3,1,0,1,0,1,6
292,1,18,0,1,838039,1,2,1,1,1,1,0,1,1,1,1,1,0,0,0,2,5,5,0,4,0,0,7
293,1,17,0,10,223996,0,4,1,0,1,0,1,0,1,3,4,1,1,1,1,3,4,4,0,2,1,1,8
294,1,17,1,6,167485,1,1,5,0,1,0,0,0,0,1,5,0,1,1,2,2,3,2,1,4,1,0,6
295,1,20,0,30,852183,1,1,3,0,1,1,1,0,1,0,5,0,1,0,0,3,5,4,1,3,1,1,9
296,0,16,1,2,549028,0,1,7,1,0,0,0,1,0,3,4,1,0,1,2,3,2,2,1,1,1,1,5
297,1,18,0,6,649929,0,2,5,0,0,0,1,1,0,0,5,1,1,1,2,2,1,3,1,1,0,1,6
298,0,14,0,31,746073,0,1,1,0,0,1,1,0,1,0,2,1,0,1,1,3,4,1,0,2,0,0,7
299,1,21,0,9,248736,1,4,1,1,1,1,0,1,1,0,0,1,1,0,2,3,4,3,1,3,0,0,9
300,0,19,1,13,612224,1,1,7,0,1,0,1,1,1,5,3,1,0,1,0,2,3,3,0,2,1,1,7
301,1,15,0,14,468961,1,2,2,1,1,0,1,1,0,5,1,0,1,0,2,2,2,3,1,1,1,0,5
302,1,17,0,31,999059,0,4,5,1,1,1,0,0,1,2,5,0,1,1,0,3,1,3,0,2,1,1,9
303,1,19,0,23,903837,1,2,6,1,0,1,1,0,0,0,3,0,0,1,2,3,1,5,0,1,0,1,5
304,1,17,0,4,973188,1,3,7,1,0,0,0,0,0,2,2,1,0,0,1,2,4,3,1,4,0,1,3
305,0,17,1,1,927134,0,3,5,1,0,1,0,1,1,0,4,0,0,1,0,2,2,4,1,3,0,1,9
306,0,15,1,26,306002,1,4,4,1,1,1,1,0,1,3,0,1,1,1,0,3,2,5,1,2,1,0,10
307,0,18,0,33,282306,0,2,3,1,0,0,1,1,0,2,3,1,1,0,1,3,5,5,0,4,0,0,4
308,1,21,0,20,499903,0,1,7,0,1,0,0,1,0,2,5,0,1,0,0,3,5,5,1,4,0,0,4
309,1,18,0,30,584332,1,3,3,1,1,0,0,1,1,2,4,1,0,1,2,3,3,4,1,4,1,1,7
310,1,20,0,22,463411,1,1,6,1,0,1,1,1,1,1,0,1,0,1,2,3,1,3,1,2,0,0,7
311,1,18,1,33,608663,0,4,1,1,1,0,0,0,0,3,5,0,1,1,1,2,1,5,0,4,0,1,5
312,0,21,0,21,213309,1,3,2,0,1,0,1,0,0,1,1,0,1,1,0,2,4,5,0,3,0,0,6
313,0,14,0,5,391670,0,1,7,1,0,0,1,0,0,5,3,0,0,1,2,3,3,2,1,3,1,1,5
314,0,17,0,18,658834,0,2,3,1,0,0,0,1,0,2,1,0,1,1,1,3,4,1,1,1,1,0,5
315,1,19,0,27,730268,1,1,1,1,0,0,1,1,0,3,4,0,0,1,0,2,1,1,0,1,0,0,5
316,0,14,0,5,951984,0,2,2,0,0,1,0,0,0,1,4,0,0,0,1,2,5,2,1,4,0,1,2
317,1,19,0,3,687455,1,2,7,0,1,0,0,1,1,0,1,1,0,0,0,2,1,4,0,3,0,0,7
318,0,17,0,3,313232,1,4,2,1,1,0,1,1,0,5,4,0,1,1,1,2,5,2,0,4,1,1,5
319,1,15,0,31,575041,1,3,3,1,1,0,1,1,0,1,5,0,0,1,2,2,5,3,1,2,1,0,6
320,1,16,0,7,254433,0,1,5,1,0,1,0,1,1,0,1,1,0,0,1,3,3,5,1,3,0,1,7
321,1,16,0,29,220899,0,1,3,1,0,1,0,1,1,0,1,1,1,1,1,3,4,3,1,1,1,0,8
322,1,21,0,27,547786,0,4,3,1,1,0,0,0,0,0,4,0,1,1,2,3,3,2,0,1,1,0,6
323,1,19,0,25,997408,0,2,2,1,1,0,0,0,0,3,0,1,0,1,2,2,3,5,0,4,0,0,6
324,1,14,0,15,194688,0,3,2,1,1,1,1,0,0,3,2,0,0,0,2,3,1,5,0,1,0,0,4
325,0,16,0,13,855298,1,4,3,1,1,1,1,0,1,5,1,1,1,1,2,3,2,1,0,2,1,1,8
326,0,16,0,26,997347,0,4,2,0,0,0,1,0,0,2,1,0,0,1,2,3,4,5,1,4,0,1,1
327,0,19,0,9,695880,1,4,3,1,1,1,1,0,0,4,5,0,1,0,2,2,1,5,0,3,0,1,5
328,1,20,0,29,442511,0,3,6,0,1,0,0,0,0,0,1,0,1,1,2,2,3,2,0,3,0,1,6
329,0,20,0,18,283828,1,1,2,0,0,1,1,0,1,0,2,1,1,1,2,2,2,4,0,2,0,1,8
330,1,15,0,6,464506,1,1,3,1,0,0,1,0,0,4,2,1,0,0,1,2,4,4,1,2,1,1,6
331,0,20,0,20,803190,0,3,4,1,1,1,1,0,1,4,2,0,1,1,2,3,3,1,0,1,1,1,7
332,0,14,0,29,493970,1,3,1,1,0,0,1,1,0,2,4,1,0,1,0,2,2,1,0,4,0,1,6
333,1,15,0,10,689194,1,3,3,0,0,1,0,1,0,3,0,1,1,0,2,3,1,5,0,1,0,1,5
334,0,14,0,6,818813,0,1,5,1,0,0,1,1,0,4,5,0,1,1,1,2,2,3,1,2,0,0,6
335,0,14,0,13,917482,0,1,4,1,1,1,0,0,1,2,0,1,1,1,0,2,1,2,1,3,0,0,10
336,0,16,0,27,275983,0,4,2,0,1,1,1,1,0,4,1,1,0,1,0,2,3,2,0,4,1,1,6
337,0,18,1,1,459779,0,4,6,1,1,1,1,1,0,2,2,0,1,0,2,2,4,2,0,4,0,1,4
338,0,20,0,25,484058,1,3,1,1,1,0,1,1,0,3,3,1,1,0,2,3,2,1,0,4,0,0,6
339,0,19,0,11,204986,0,1,4,1,0,0,1,1,0,1,3,1,1,1,1,2,4,2,0,3,0,1,6
340,0,14,0,33,725110,1,1,6,0,1,0,1,1,0,1,0,0,1,0,2,3,4,1,1,4,1,0,5
341,0,15,1,9,839714,0,1,4,0,0,1,1,1,0,1,0,1,0,0,2,3,3,5,1,3,0,0,5
342,0,18,0,5,156001,1,4,1,1,0,0,0,0,0,0,4,0,0,1,2,3,2,2,1,4,0,1,4
343,1,17,0,17,649951,1,2,7,0,0,0,1,1,0,3,5,0,1,0,1,2,2,3,1,1,0,1,2
344,1,14,0,9,587587,0,3,4,1,1,1,0,0,0,5,4,1,1,0,1,3,5,3,1,4,0,1,6
345,1,20,0,24,849488,0,4,6,1,1,0,1,1,0,4,0,1,0,0,2,2,3,1,1,2,0,0,5
346,0,14,0,19,164640,1,4,5,0,1,0,1,0,0,2,4,1,0,1,1,2,3,5,0,3,1,1,6
347,0,15,0,24,778478,0,2,1,0,1,1,1,0,1,5,0,0,1,1,2,3,2,3,0,3,1,1,9
348,1,16,0,4,806511,1,3,4,0,0,0,0,0,0,4,1,0,1,1,0,3,4,5,0,2,1,1,6
349,1,14,0,10,411796,0,3,6,0,0,1,1,0,0,1,5,0,0,0,2,3,3,4,0,4,0,0,3
350,1,18,0,23,805699,1,1,3,0,1,0,0,0,0,4,4,0,1,1,2,3,3,5,1,2,0,0,5
351,1,18,0,27,128174,1,3,1,0,0,0,1,0,0,1,3,0,1,1,0,3,5,3,1,2,0,0,6
352,0,19,0,27,342124,1,4,2,1,1,1,1,1,1,3,4,1,1,1,2,3,1,5,1,1,1,1,7
353,0,20,0,23,243200,0,2,4,0,1,1,0,1,1,4,0,1,1,0,1,2,4,1,1,2,0,0,7
354,0,21,0,21,459935,0,2,3,0,1,0,1,0,0,3,4,0,1,1,1,3,1,3,0,3,0,1,5
355,0,14,1,20,708701,1,4,3,1,1,0,0,0,0,4,3,1,1,0,2,2,5,5,1,3,0,0,5
356,0,14,0,16,223400,1,3,1,1,0,1,1,0,1,2,1,1,1,1,2,3,5,4,0,4,1,1,9
357,0,21,0,27,392501,0,1,5,0,1,0,1,1,0,1,1,0,0,1,1,3,5,3,1,3,1,1,6
358,1,14,0,27,507249,0,4,5,1,1,1,0,0,0,3,4,0,0,1,0,2,1,5,1,4,0,1,6
359,1,16,0,2,143519,1,4,6,0,1,0,0,0,0,4,0,0,0,1,0,2,1,5,0,1,0,0,4
360,0,21,0,18,720290,1,4,4,1,1,0,1,0,0,3,3,1,0,0,0,2,5,5,0,1,0,1,4
361,1,19,1,24,432559,0,4,6,0,1,1,1,1,0,3,5,0,1,1,2,2,3,1,0,1,1,0,5
362,1,16,0,8,703136,1,4,7,0,1,0,1,1,0,3,0,0,1,1,2,2,1,3,1,1,0,1,4
363,0,19,0,29,767428,0,4,1,0,1,0,1,0,0,2,5,0,1,0,2,2,5,3,1,1,0,1,3
364,0,19,0,13,644888,1,4,6,0,1,1,1,0,0,2,3,0,1,0,0,3,4,3,1,3,0,0,5
365,1,14,0,26,354866,1,3,2,1,0,1,0,1,0,2,4,1,0,1,1,2,1,3,0,1,1,1,6
366,0,18,1,6,706770,1,3,7,0,1,1,1,1,0,5,1,1,0,0,2,3,4,3,0,1,0,1,4
367,0,20,0,4,344162,0,3,5,1,1,1,0,0,1,0,0,1,1,0,1,3,5,2,0,2,0,1,10
368,0,18,0,31,825396,0,3,5,0,0,1,0,1,0,2,3,0,1,0,1,2,2,3,1,1,1,0,5
369,0,16,0,31,175347,1,3,3,0,1,0,0,0,1,4,5,1,1,1,2,3,3,5,0,3,1,1,7
370,1,19,0,30,832775,1,2,3,1,1,0,0,0,0,1,1,0,0,0,0,2,1,1,1,2,1,1,6
371,0,16,0,10,152588,0,2,3,0,0,0,1,1,0,2,5,0,0,1,0,2,1,1,1,1,1,1,4
372,0,20,0,26,637882,0,1,7,1,0,1,1,1,1,0,4,1,1,1,2,2,1,1,1,2,1,0,9
373,1,16,0,17,802433,1,2,5,0,0,0,1,1,1,3,4,0,1,1,0,2,1,1,1,2,1,0,7
374,1,16,0,5,509357,1,4,6,1,1,0,1,1,1,4,3,1,1,1,0,2,1,5,0,3,0,0,7
375,0,19,1,25,968630,0,2,2,0,0,1,1,0,0,4,4,1,0,0,0,2,2,2,1,3,0,1,5
376,0,19,0,7,683113,1,4,6,1,1,1,0,0,1,0,3,0,1,1,0,3,5,1,0,3,1,0,9
377,1,19,0,21,177619,1,4,1,0,0,0,0,0,0,1,1,1,1,0,2,3,3,5,1,1,0,1,3
378,0,18,1,22,586058,1,3,7,0,1,0,0,1,0,1,1,0,1,1,1,2,2,5,1,4,0,1,4
379,1,21,1,26,498743,0,1,5,1,1,0,1,1,1,0,1,1,0,1,1,2,1,3,0,4,0,1,7
380,1,21,0,28,925752,1,2,3,1,1,1,1,0,1,1,3,1,1,1,0,2,4,4,0,3,1,0,11
381,1,20,0,27,630156,0,3,3,0,1,0,0,0,0,3,0,1,0,0,0,3,3,5,0,3,0,1,6
382,1,17,0,14,656079,0,4,3,1,1,1,1,1,1,2,4,1,1,1,2,3,3,2,0,2,1,1,8
383,1,19,0,24,654917,1,4,6,1,1,1,1,1,1,4,1,1,1,0,1,2,4,3,1,3,1,1,7
384,0,18,0,26,759932,1,1,4,0,1,0,0,0,1,2,1,1,1,1,0,3,2,4,1,4,1,0,8
385,0,17,0,22,680076,0,3,3,1,1,0,0,1,0,3,2,1,1,0,1,3,5,3,0,2,0,1,6
386,1,18,0,10,940950,1,2,3,1,0,0,1,0,0,4,4,1,0,0,0,3,5,1,0,1,0,0,4
387,0,19,0,32,145433,0,1,5,0,1,0,0,0,1,0,5,1,0,1,1,2,5,3,0,4,1,0,7
388,1,15,0,8,639677,1,4,4,0,1,1,1,0,0,5,5,0,0,1,2,2,3,4,0,3,1,1,6
389,1,19,0,26,732925,0,2,7,0,0,0,1,0,0,2,5,0,0,1,0,2,1,1,0,4,1,0,4
390,0,21,0,22,695908,0,4,3,1,0,0,1,1,0,2,2,0,1,1,0,3,4,1,1,4,0,0,4
391,1,15,0,32,967536,0,2,7,0,1,1,1,0,1,2,2,1,1,0,2,2,3,5,1,2,1,1,7
392,1,15,0,31,781592,0,4,5,1,1,1,1,0,1,5,4,1,0,0,0,3,5,4,1,4,0,0,7
393,0,17,0,32,124343,0,2,6,1,1,1,0,1,1,1,4,1,0,1,1,3,2,4,0,1,0,0,7
394,1,19,0,24,866039,1,3,4,0,1,0,1,1,0,0,4,1,0,1,1,3,3,1,1,4,1,1,6
395,1,20,0,16,972419,1,2,2,0,0,1,1,1,1,0,5,0,1,0,0,2,1,3,0,3,1,0,7
396,1,14,1,25,788355,1,3,3,0,0,1,1,0,1,5,2,1,1,0,0,3,3,4,1,3,0,1,7
397,1,16,0,30,126304,0,4,5,0,1,1,0,1,1,3,0,0,1,1,0,3,4,3,0,4,0,0,7
398,1,14,0,3,300504,0,3,2,0,0,0,1,1,0,1,1,0,1,0,2,3,2,4,0,3,0,0,4
399,0,17,1,2,951539,1,3,1,0,0,1,0,0,1,0,5,1,1,1,2,3,3,1,1,1,0,1,7
400,0,20,0,23,854946,1,1,2,0,0,1,0,1,0,3,4,0,1,0,2,3,1,5,1,4,0,1,3
401,0,14,0,13,930415,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,3,4,5,1,3,1,0,8
402,1,17,0,1,437210,0,3,6,0,0,1,0,0,1,0,2,1,1,1,1,2,4,1,0,2,0,1,7
403,0,16,0,26,555284,1,2,5,1,0,1,1,1,1,1,5,0,1,1,2,2,5,2,0,2,1,1,8
404,1,17,0,29,282893,1,2,3,1,1,1,0,0,0,1,4,0,0,0,2,2,4,2,1,2,0,0,5
405,1,21,1,7,499613,1,4,2,0,0,0,1,1,0,4,2,1,0,1,2,2,5,5,1,3,0,0,3
406,0,18,0,16,780863,1,1,7,0,1,1,0,0,1,5,1,0,1,0,0,2,2,2,1,2,1,1,7
407,0,15,0,28,800299,0,4,5,1,0,0,1,1,0,3,2,0,0,1,0,2,1,2,1,2,0,1,5
408,0,15,0,31,118966,0,3,7,0,0,0,0,0,0,3,2,0,1,0,1,3,4,1,1,3,1,0,4
409,0,14,0,12,194296,0,2,2,0,1,1,0,0,0,5,5,1,1,0,2,2,5,2,1,4,1,1,6
410,0,17,0,2,269044,0,3,7,0,1,1,1,1,1,0,3,1,0,1,1,3,3,5,0,3,1,1,8
411,0,20,0,32,394886,0,4,7,1,0,0,0,1,0,5,1,1,0,0,2,3,3,2,1,3,1,0,4
412,1,14,1,19,298127,1,3,2,0,1,0,1,1,0,0,5,1,0,1,1,3,3,1,0,3,0,1,6
413,1,16,1,15,677047,1,2,7,0,1,0,1,1,0,4,2,0,0,1,2,3,4,5,0,1,0,1,3
414,1,20,0,11,420443,1,3,7,0,1,0,1,0,1,2,0,1,1,0,2,3,1,4,1,2,0,1,7
415,0,21,1,22,168320,1,3,3,0,0,1,0,0,0,3,3,0,1,1,1,2,3,1,1,2,0,0,5
416,1,16,0,29,817237,1,4,2,0,1,0,0,1,0,2,4,1,1,1,1,2,4,2,0,4,1,0,5
417,0,20,1,31,225972,0,4,1,1,0,0,1,1,0,5,2,1,1,0,0,3,1,3,1,1,0,1,5
418,1,15,0,10,764406,1,2,5,0,1,0,0,0,1,0,4,0,0,0,0,2,4,4,1,2,0,0,7
419,0,16,0,16,751885,0,3,5,1,0,0,0,1,1,5,5,0,1,1,1,3,3,1,1,3,1,0,7
420,1,18,1,3,973831,0,1,5,0,1,0,0,0,0,2,5,1,0,0,0,3,3,3,1,2,0,0,6
421,0,14,1,20,906978,0,2,6,1,0,1,1,1,0,1,0,1,0,0,1,2,3,5,1,3,0,1,6
422,1,18,0,2,572650,0,3,4,1,1,0,1,1,0,0,2,0,0,0,2,3,2,3,0,4,1,0,5
423,0,21,0,4,882534,0,2,5,1,1,1,0,0,1,1,2,0,1,1,2,3,5,3,0,2,1,0,9
424,0,21,1,11,128758,0,1,2,1,1,0,1,1,1,3,3,1,1,1,1,2,5,5,0,2,0,1,7
425,1,15,0,5,292299,0,1,2,1,0,1,0,0,1,0,5,1,0,1,0,2,1,4,0,2,1,0,10
426,0,17,1,13,463493,0,4,3,0,1,0,0,0,0,5,5,1,0,0,2,2,3,5,1,1,0,0,2
427,1,14,0,2,839844,0,2,5,0,1,0,1,0,0,5,1,0,0,0,1,3,2,3,1,3,1,1,5
428,0,19,0,16,459301,0,2,3,0,0,1,0,1,1,0,4,0,1,1,1,2,5,2,1,2,1,0,7
429,0,14,0,10,677351,0,2,4,1,1,1,1,1,1,3,5,1,0,1,0,3,2,5,1,1,1,0,8
430,1,15,0,20,581745,0,2,1,1,0,0,1,1,1,0,0,1,1,0,1,3,2,2,1,1,1,1,8
431,0,19,0,9,916672,1,2,1,1,0,0,0,0,0,1,1,0,1,1,1,2,5,5,1,4,1,0,6
432,1,20,0,29,316065,0,3,3,1,0,1,0,1,1,1,1,1,0,1,1,3,5,2,1,3,1,0,7
433,1,18,1,1,484940,1,4,3,1,1,1,1,0,1,5,1,1,1,0,2,3,5,5,1,2,1,0,7
434,1,20,1,32,995789,1,1,4,0,1,0,0,0,0,1,1,0,1,0,0,2,3,1,1,4,1,0,5
435,0,21,0,26,241468,1,4,5,0,1,0,1,0,0,5,0,0,0,0,0,2,3,2,1,4,0,1,4
436,0,21,0,23,304782,0,3,5,0,1,0,0,1,0,1,4,1,0,0,0,2,4,5,0,3,0,1,6
437,0,18,0,33,643982,0,4,1,1,1,1,1,0,0,5,3,1,0,0,1,3,3,1,1,3,0,0,6
438,1,17,0,16,697282,1,4,6,1,0,0,1,0,0,4,5,1,1,1,0,2,2,2,1,1,0,1,5
439,0,18,1,25,493296,0,4,6,1,0,0,0,0,0,0,2,1,0,0,2,3,3,1,0,1,1,1,4
440,1,17,0,16,416383,0,2,1,0,0,0,1,0,0,3,0,0,1,0,1,3,3,5,1,3,1,0,6
441,1,14,0,11,855724,1,3,6,1,1,1,0,0,0,3,2,1,1,0,2,2,1,2,1,1,0,0,6
442,1,14,0,3,582860,0,2,3,1,0,1,0,1,1,0,2,1,1,0,1,3,2,2,1,1,1,0,7
443,1,17,0,17,301459,1,4,7,0,1,0,0,1,0,4,3,0,1,0,1,2,5,3,1,2,0,0,3
444,1,20,0,21,980989,1,3,5,0,1,1,1,0,1,0,3,1,1,1,1,2,1,1,1,1,0,0,8
445,1,17,0,23,814122,1,1,5,0,0,0,1,0,0,1,1,1,1,0,2,2,5,4,1,2,0,0,6
446,0,21,1,20,374457,0,1,6,1,1,0,1,0,0,5,4,0,1,0,0,3,5,5,1,1,1,0,6
447,1,17,1,19,511408,0,3,1,1,0,0,0,0,0,5,1,0,1,0,2,2,1,1,0,3,1,0,6
448,0,17,0,6,479268,1,1,5,0,0,0,1,0,0,0,3,0,1,0,2,3,2,4,0,3,0,1,6
449,1,15,0,28,517337,1,4,5,1,1,0,1,1,1,3,5,1,1,1,2,3,2,5,1,4,1,1,7
450,1,20,0,20,928793,1,1,5,0,0,1,0,0,0,3,3,0,0,1,1,3,3,5,1,2,0,0,5
451,1,20,1,13,916131,0,2,3,0,1,1,0,1,1,5,1,1,0,1,0,3,2,2,0,2,1,0,8
452,1,17,0,5,863517,0,4,4,1,0,1,0,0,0,3,0,1,1,0,2,2,3,4,0,1,0,1,6
453,0,20,0,26,683190,0,4,6,0,0,0,1,1,0,0,4,0,0,0,2,2,4,3,1,2,1,1,3
454,1,21,1,1,908279,1,3,7,0,1,1,0,1,0,1,3,0,1,0,1,2,1,2,1,4,0,0,4
455,0,16,0,31,386432,0,1,3,1,0,0,0,1,0,2,3,1,0,0,1,2,3,3,1,3,0,1,4
456,1,14,0,6,687555,1,3,7,1,1,0,1,0,1,5,0,0,0,1,0,3,2,2,1,3,0,0,7
457,1,21,1,13,740587,0,1,3,1,1,0,0,0,0,5,4,0,0,1,1,2,4,5,1,3,0,0,5
458,0,18,0,22,112851,0,4,1,0,0,1,1,0,0,1,0,0,1,0,2,3,2,3,0,4,1,0,5
459,1,17,1,32,806583,0,4,1,1,0,0,0,0,0,2,4,0,0,1,2,3,3,1,0,4,1,0,4
460,1,16,1,32,685635,1,3,1,0,0,0,0,1,0,5,4,0,0,1,1,3,2,3,1,1,1,0,4
461,1,17,0,11,133727,1,2,7,1,0,0,0,1,0,5,0,1,0,1,2,2,4,2,1,1,0,0,5
462,1,20,0,18,238367,0,1,4,1,0,1,0,0,0,3,2,0,0,1,2,2,4,5,1,3,1,0,6
463,1,17,0,31,833836,0,1,4,1,0,1,1,0,1,2,2,1,1,1,1,3,2,4,0,3,1,1,9
464,1,20,0,2,142855,1,4,7,1,1,0,1,0,0,5,1,0,0,1,0,3,3,5,1,3,1,0,6
