,orphan,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,mother's_occupation,father's_occupation,mother's_qualification,father's_qualification,family_annual_income,debt,mental_issues,results_in_previous_year_type,status_in_previous_year,dropout_student,age_group,district,gender,lable (y),prince_o
15589,1,1,2,0,0,1,0,1,1,2,1,1,0,3,3,1,5,6,1,7,0.201
15590,0,2,3,0,0,0,1,0,2,1,2,1,1,2,4,1,1,21,1,7,0.45
15591,0,4,4,1,0,0,1,0,2,3,0,1,0,2,4,1,4,18,1,7,0.174
15592,0,2,1,0,1,0,1,0,3,4,0,0,1,2,2,1,5,9,0,8,0.93
15593,1,1,2,1,0,0,1,0,1,2,0,0,1,3,4,1,4,25,0,9,0.92
15594,0,1,3,1,1,1,0,0,2,1,1,0,1,2,1,1,2,6,1,7,0.291
15595,0,1,5,1,0,0,0,0,0,3,2,1,0,2,1,1,2,29,1,7,0.252
15596,0,2,4,0,0,0,1,0,2,5,2,0,0,3,2,1,1,22,1,4,0.765
15597,0,3,1,1,0,0,1,0,0,4,0,0,0,4,4,0,3,2,0,7,0.215
15598,0,2,2,0,1,1,1,0,3,0,2,0,1,3,3,1,2,10,1,8,0.348
15599,0,3,7,0,1,0,1,0,3,3,1,0,1,3,4,1,3,27,0,7,0.676
15600,0,1,2,0,0,0,1,0,5,5,1,0,1,1,2,0,3,12,1,3,0.885
15601,0,3,1,0,0,0,0,0,0,5,1,0,1,1,1,1,3,24,0,5,0.146
15602,0,3,4,0,0,0,0,0,2,4,2,0,1,4,2,0,5,8,1,2,0.551
15603,0,4,5,0,1,0,1,0,0,2,2,1,1,1,1,1,3,16,1,7,0.92
15604,0,4,1,1,0,0,0,0,2,1,2,0,1,1,1,1,4,28,0,4,0.855
15605,0,4,6,0,0,0,1,0,2,5,0,0,1,1,3,1,4,3,0,4,0.456
15606,0,1,4,1,0,0,1,1,4,0,0,1,0,2,1,0,1,8,1,8,0.56
15607,0,3,7,0,0,0,1,1,5,1,1,1,1,3,3,1,5,27,0,7,0.925
15608,0,1,6,1,0,0,1,0,3,2,0,0,1,4,3,1,3,32,1,6,0.278
15609,0,1,1,0,0,0,0,0,5,4,1,0,0,1,2,1,4,13,0,3,0.801
15610,0,3,2,1,0,0,1,0,3,3,2,0,0,1,4,0,3,26,1,4,0.811
15611,0,4,4,1,0,1,1,0,2,5,0,1,0,4,3,1,3,4,0,6,0.965
15612,0,3,4,0,0,0,1,1,2,3,0,1,1,3,1,0,2,29,0,7,0.513
15613,1,3,5,0,0,1,0,0,4,0,0,0,1,4,3,0,5,32,0,7,0.385
15614,0,3,6,0,0,1,1,1,1,5,0,0,0,3,3,1,5,29,0,7,0.952
15615,0,4,3,0,0,0,1,0,4,3,2,1,1,2,4,1,5,33,1,6,0.47
15616,0,2,4,0,0,0,0,0,4,2,0,0,1,4,3,1,4,28,1,4,0.61
15617,0,1,4,1,0,1,1,0,4,2,1,1,1,2,4,0,5,4,1,8,0.732
15618,0,1,5,0,0,0,1,0,3,0,1,0,0,3,2,1,3,24,1,6,0.63
15619,0,1,1,0,0,0,1,0,5,5,0,0,1,2,2,1,5,29,1,7,0.976
15620,1,3,5,0,0,0,0,0,5,5,1,0,1,4,1,0,2,7,0,4,0.471
15621,0,4,2,0,0,0,1,0,3,2,2,1,1,4,1,1,5,8,1,4,0.206
15622,0,2,5,1,0,0,1,0,2,0,2,0,1,4,2,1,5,32,0,7,0.574
15623,0,2,4,0,0,1,1,0,0,3,1,1,1,1,2,0,1,12,1,6,0.416
15624,0,3,4,0,1,1,1,0,5,1,2,0,1,4,1,1,1,23,1,6,0.902
15625,0,2,5,1,0,0,1,0,5,1,0,0,0,2,1,1,5,27,0,7,0.588
15626,1,3,5,1,0,1,1,0,4,3,1,0,1,2,1,1,2,32,0,9,0.46
15627,0,1,2,0,1,1,1,0,3,2,2,1,1,4,2,1,2,24,1,7,0.387
15628,0,2,5,0,0,0,1,0,0,5,2,1,1,4,1,1,3,22,1,7,0.23
15629,0,4,2,0,0,0,1,0,1,3,2,0,1,3,2,1,2,11,0,4,0.63
15630,0,4,7,0,0,0,0,0,0,3,1,1,1,4,3,1,4,12,0,4,0.399
15631,1,2,6,0,0,1,1,0,4,0,1,0,1,1,3,0,3,17,1,6,0.459
15632,0,4,7,0,0,0,1,0,2,5,0,0,0,2,4,1,3,10,0,5,0.733
15633,0,3,4,0,0,0,0,0,2,4,1,0,1,1,4,1,5,7,0,4,0.449
15634,0,1,3,0,0,0,1,0,2,5,2,1,0,1,4,1,3,18,0,5,0.893
15635,0,3,5,0,0,0,1,0,5,4,0,1,1,2,2,1,3,16,0,8,0.443
15636,0,3,4,0,1,0,1,0,3,5,2,0,0,3,2,0,3,30,1,4,0.235
15637,0,1,5,1,0,0,1,0,3,5,2,1,1,3,3,1,5,22,1,8,0.01
15638,0,2,4,0,0,0,1,0,0,2,2,1,1,3,4,1,1,24,0,8,0.111
15639,1,1,2,0,0,1,1,1,2,5,2,0,1,3,2,1,1,9,1,8,0.514
15640,0,3,4,0,1,0,1,1,4,2,1,0,1,4,1,1,5,30,1,6,0.228
15641,1,4,1,0,1,1,0,0,4,2,0,0,1,2,3,1,2,17,0,8,0.385
15642,0,1,3,0,1,0,1,0,4,1,1,0,1,1,2,1,5,13,0,5,0.631
15643,0,2,2,0,1,1,0,1,0,1,1,0,1,3,4,1,1,3,0,9,0.976
15644,0,2,3,0,0,0,1,0,5,5,0,1,0,3,4,1,1,19,1,7,0.815
15645,1,3,5,1,0,0,1,0,5,1,1,1,1,1,4,1,5,25,1,9,0.897
15646,0,1,6,0,0,0,1,1,2,0,1,0,1,2,2,0,3,12,1,6,0.911
15647,1,4,2,1,0,0,1,0,4,0,2,0,1,1,1,1,1,2,0,6,0.12
15648,0,3,5,0,0,0,1,0,1,3,1,1,1,4,2,1,2,6,0,6,0.805
15649,0,2,4,0,0,0,0,0,5,4,1,0,1,1,1,0,3,26,1,2,0.59
15650,1,4,5,0,1,0,1,0,0,4,1,1,1,1,3,1,4,28,0,8,0.752
15651,0,1,2,0,0,0,1,0,0,5,1,0,1,4,1,1,1,29,1,5,0.799
15652,0,4,5,0,0,0,1,0,3,2,2,1,1,1,4,1,4,6,1,6,0.126
15653,0,3,2,0,1,0,1,1,2,4,2,1,1,4,3,1,1,10,0,7,0.532
15654,0,4,4,1,0,1,1,0,4,4,0,0,1,1,3,1,3,23,1,6,0.76
15655,0,2,6,0,0,0,0,0,1,3,2,1,1,1,3,1,3,33,0,4,0.205
15656,0,1,1,0,0,0,1,0,5,3,0,0,1,4,1,1,1,3,1,6,0.277
15657,0,3,5,1,0,0,1,1,0,2,0,0,1,2,1,1,5,32,0,10,0.833
15658,0,2,7,0,0,1,1,0,3,4,1,0,1,4,4,1,1,15,1,6,0.199
15659,0,4,7,0,0,1,1,1,5,4,0,1,1,4,4,1,5,22,1,8,0.896
15660,0,2,7,1,1,0,1,0,0,3,0,0,1,4,3,1,5,21,1,8,0.869
15661,0,1,4,0,0,0,1,0,4,1,0,0,0,1,2,1,4,24,1,4,0.589
15662,0,3,4,0,0,0,0,0,5,5,2,0,1,3,2,1,1,33,0,4,0.187
15663,0,2,6,0,0,1,1,0,4,1,1,0,1,4,2,0,5,15,0,4,0.441
15664,1,4,5,1,1,0,1,0,0,2,0,0,0,1,3,1,3,22,0,8,0.161
15665,0,4,4,1,0,0,0,1,0,0,0,1,1,4,1,1,3,14,0,8,0.5
15666,0,4,5,1,0,0,1,0,0,2,2,1,1,4,3,1,1,31,0,7,0.231
15667,1,4,2,0,1,0,0,0,0,5,1,0,1,1,2,1,3,8,0,5,0.497
15668,1,3,4,1,0,0,0,0,1,4,1,0,1,1,2,1,5,25,1,5,0.412
15669,1,2,7,1,0,0,1,0,1,0,1,1,1,4,3,0,1,9,0,7,0.698
15670,0,1,2,0,0,1,1,0,4,0,0,0,1,2,3,1,2,4,0,8,0.696
15671,0,1,3,0,0,0,1,1,0,4,1,1,0,4,4,1,1,7,0,7,0.866
15672,0,2,3,0,0,1,1,0,5,1,2,0,1,3,3,1,5,20,1,6,0.534
15673,1,4,4,0,0,1,1,0,1,4,1,1,1,4,1,1,2,12,1,6,0.609
15674,0,3,7,0,1,1,1,0,0,1,2,1,1,3,4,1,5,13,0,10,0.582
15675,0,3,6,0,0,0,0,0,5,4,0,0,1,4,1,1,5,20,0,4,0.15
15676,0,1,2,0,1,1,1,0,5,3,0,0,1,2,3,0,5,12,1,7,0.683
15677,1,3,5,1,1,1,0,0,0,2,0,0,1,3,2,0,4,15,1,10,0.468
15678,0,1,2,0,0,0,1,0,4,5,1,1,0,1,1,1,1,15,0,4,0.09
15679,0,1,5,0,0,1,1,0,3,1,2,0,1,2,1,1,3,19,0,7,0.37
15680,1,2,4,1,0,0,1,0,1,3,2,1,1,4,4,1,3,18,1,8,0.532
15681,1,3,5,0,0,1,0,0,4,5,2,1,0,4,3,1,5,17,1,6,0.12
15682,0,1,3,0,0,1,1,0,2,2,0,0,1,2,4,1,2,28,1,8,0.336
15683,0,3,3,0,1,0,1,0,5,3,0,1,0,4,3,1,2,6,1,6,0.178
15684,0,1,3,1,0,0,1,0,5,5,1,0,1,1,1,1,2,29,1,5,0.928
15685,0,2,2,0,1,0,1,0,2,5,0,1,1,4,3,1,2,18,0,7,0.242
15686,0,1,5,0,0,0,1,0,1,1,0,0,1,3,3,1,5,11,0,7,0.228
15687,0,4,6,1,0,0,1,0,2,4,0,1,0,4,4,1,3,12,0,6,0.248
15688,0,3,7,0,0,0,1,0,3,3,2,0,1,3,2,1,4,27,1,5,0.72
15689,0,2,4,0,0,0,1,0,1,5,0,0,0,3,3,1,5,25,0,5,0.53
15690,0,4,5,0,0,0,1,0,0,3,2,0,1,4,1,1,3,3,1,5,0.37
15691,0,2,3,0,0,1,1,1,2,1,0,1,1,1,1,1,3,6,0,8,0.392
15692,0,3,6,0,0,1,1,0,3,3,2,1,1,3,2,1,3,20,1,7,0.215
15693,0,1,1,0,1,0,0,1,5,1,1,1,0,1,3,0,2,21,1,5,0.384
15694,1,4,2,0,0,0,1,0,5,1,0,1,1,1,1,1,2,32,0,6,0.95
15695,0,3,1,0,1,0,1,1,0,1,0,1,1,1,2,1,5,23,0,10,0.656
15696,0,2,5,0,0,0,0,0,3,0,0,1,1,1,1,1,5,19,0,7,0.547
15697,1,2,5,0,1,0,1,0,2,5,0,0,1,2,3,1,3,27,0,9,0.281
15698,1,3,4,0,1,0,0,0,3,2,0,0,1,2,3,0,4,30,1,6,0.218
15699,0,4,2,0,0,0,0,1,0,5,0,0,1,1,2,0,3,3,1,4,0.495
15700,0,1,1,0,0,0,1,1,5,3,2,1,1,2,4,1,1,23,1,9,0.271
15701,1,2,6,1,0,0,1,0,5,1,0,1,1,3,2,1,3,1,0,9,0.801
15702,1,4,6,0,0,0,1,0,5,4,1,1,1,1,4,1,5,5,0,6,0.329
15703,0,2,5,0,0,0,0,0,2,1,0,1,0,3,1,1,4,20,0,6,0.115
15704,0,4,3,1,0,0,1,0,3,0,2,1,1,2,3,1,1,9,0,7,0.36
15705,0,3,6,1,0,1,1,0,3,5,1,1,1,2,4,0,2,4,0,8,0.99
15706,0,4,6,0,0,1,0,0,4,2,1,1,1,4,1,1,3,1,1,4,0.929
15707,1,4,4,0,0,0,1,0,4,0,1,1,1,2,3,0,4,2,1,6,0.6
15708,1,2,1,0,0,0,1,0,3,4,1,1,1,4,2,1,3,26,1,7,0.29
15709,1,3,7,0,0,0,1,0,4,3,0,1,1,1,2,0,1,32,1,6,0.88
15710,0,2,1,0,0,0,0,0,5,0,0,1,1,3,3,1,1,18,1,8,0.247
15711,0,3,2,0,0,0,1,0,2,2,0,0,1,3,2,1,5,31,1,6,0.522
15712,1,4,7,0,0,0,1,0,4,0,2,0,1,1,1,1,1,8,1,5,0.254
15713,0,2,4,0,0,1,1,0,1,2,2,1,0,3,1,1,3,23,0,6,0.115
15714,0,3,2,0,1,0,0,1,5,1,2,1,1,1,4,1,4,32,0,7,0.782
15715,1,4,7,0,0,0,1,0,5,0,2,1,1,3,4,1,4,13,1,8,0.891
15716,1,1,7,0,0,0,1,0,2,1,0,1,1,4,3,1,5,20,1,7,0.727
15717,0,2,1,0,0,1,0,0,4,0,1,1,1,4,2,1,1,31,1,7,0.583
15718,0,1,6,0,0,1,0,0,0,2,0,1,0,3,2,1,2,1,0,7,0.534
15719,0,1,3,0,0,1,1,0,3,1,1,1,0,4,3,1,4,18,0,5,0.72
15720,0,3,4,0,0,0,0,0,5,5,2,1,1,2,4,0,1,9,0,5,0.515
15721,0,2,1,0,0,0,1,0,2,1,1,0,1,2,4,1,3,21,1,7,0.312
15722,0,4,1,0,0,0,1,0,3,3,2,1,1,3,4,1,4,13,1,7,0.755
15723,0,4,2,0,0,0,1,0,5,3,2,1,1,4,2,0,3,13,0,3,0.141
15724,0,1,3,0,0,0,1,0,3,5,0,1,1,3,4,1,3,24,1,8,0.721
15725,0,1,3,0,0,0,1,1,1,5,1,1,1,2,1,1,5,21,1,7,0.986
15726,0,4,1,0,0,0,1,0,3,0,0,0,1,3,3,0,1,9,0,6,0.859
15727,0,3,2,0,0,0,0,0,1,1,1,0,1,2,3,1,3,16,1,4,0.899
15728,0,3,1,0,0,0,1,0,3,2,1,0,1,2,1,1,5,2,1,6,0.854
15729,0,2,4,0,0,0,0,1,0,5,1,0,1,4,4,1,2,21,0,6,0.84
15730,0,3,2,0,1,0,1,0,0,1,1,1,1,1,3,1,1,8,0,7,0.813
15731,0,3,7,0,1,0,0,0,2,2,1,0,1,1,3,1,2,13,1,4,0.23
15732,0,2,1,0,0,0,1,0,1,5,2,0,1,1,4,1,4,14,1,6,0.863
15733,0,2,4,0,0,0,1,0,0,2,0,0,1,3,2,1,5,29,1,7,0.241
15734,0,2,3,1,0,0,1,0,2,2,1,1,1,3,1,0,3,28,0,6,0.141
15735,0,2,5,0,1,1,0,0,5,3,0,1,1,4,2,1,1,18,0,8,0.578
15736,0,2,4,1,1,0,0,0,3,5,0,1,1,1,4,1,2,28,0,8,0.139
15737,1,2,7,0,0,0,1,0,1,5,2,0,1,1,4,1,4,17,0,6,0.7
15738,0,3,3,0,0,0,1,0,4,5,1,1,1,3,4,1,4,5,1,7,0.403
15739,1,2,2,0,0,1,1,0,5,0,2,1,1,3,1,0,3,11,1,8,0.104
15740,0,4,3,0,0,0,1,0,2,4,0,1,0,3,1,0,4,24,1,4,0.32
15741,0,4,3,0,0,1,0,0,1,4,2,1,1,3,2,1,5,10,0,5,0.367
15742,0,1,2,1,0,0,0,0,5,5,0,0,1,2,2,1,5,23,1,6,0.47
15743,0,2,3,0,1,0,1,0,2,1,1,1,1,1,1,1,1,22,1,6,0.365
15744,1,3,6,0,0,1,1,0,4,2,2,1,1,1,3,1,3,5,1,7,0.831
15745,0,2,4,0,0,0,0,0,5,1,0,1,1,3,4,0,3,29,1,6,0.237
15746,0,2,5,0,0,0,1,0,1,0,1,1,1,3,3,1,4,25,0,8,0.311
15747,0,1,6,0,0,0,0,0,5,0,2,1,0,1,2,1,5,33,1,4,0.23
15748,1,3,3,0,0,0,0,1,2,1,2,0,1,2,1,1,2,26,0,6,0.778
15749,0,1,7,0,0,1,1,0,5,5,2,0,0,2,4,0,2,32,1,5,0.56
15750,0,3,5,0,0,0,1,0,1,2,0,1,0,2,4,1,3,32,0,8,0.758
15751,0,1,6,0,0,0,0,0,3,0,0,0,1,1,2,1,5,1,0,5,0.44
15752,1,1,4,0,0,0,1,0,3,5,2,0,1,1,2,1,2,15,0,5,0.02
15753,0,4,4,0,0,1,1,1,1,0,2,1,1,4,1,1,3,7,1,7,0.52
15754,0,1,1,0,1,0,1,0,1,5,2,0,1,2,1,0,2,24,0,6,0.704
15755,0,4,7,0,1,0,1,1,3,2,0,0,1,4,1,1,4,29,0,6,0.28
15756,0,3,4,0,1,0,1,0,3,4,2,0,1,2,3,1,2,19,0,6,0.715
15757,0,4,3,1,1,1,0,0,0,3,0,1,1,2,1,1,3,2,1,9,0.47
15758,0,4,5,0,0,0,0,0,3,2,2,1,1,1,3,1,3,11,0,4,0.307
15759,1,3,7,0,0,0,1,1,1,3,2,1,1,4,3,1,3,16,0,7,0.119
15760,0,4,6,0,0,1,0,0,5,4,0,0,0,4,1,1,4,11,1,3,0.336
15761,0,2,3,0,0,0,0,0,2,0,2,1,1,2,4,1,4,1,0,7,0.511
15762,0,2,7,0,0,1,1,0,2,0,0,0,1,3,2,0,4,28,0,7,0.227
15763,1,3,7,0,0,0,1,0,2,1,2,0,1,2,3,1,2,11,1,6,0.64
15764,0,1,1,0,0,0,1,1,5,5,0,0,1,4,1,1,2,24,1,7,0.861
15765,0,3,2,1,0,0,0,0,3,0,0,0,1,3,1,1,2,26,0,7,0.449
15766,0,4,6,1,0,1,1,0,0,1,0,1,1,2,2,1,5,19,1,9,0.701
15767,0,3,3,0,0,0,0,0,4,4,2,1,0,2,4,1,2,24,1,5,0.631
15768,0,1,7,0,0,0,1,0,2,2,2,1,1,4,1,1,4,12,1,5,0.446
15769,0,3,6,0,0,0,0,0,5,1,0,0,0,4,3,1,1,21,0,3,0.692
15770,0,3,4,0,0,0,0,0,0,3,0,1,1,2,1,1,5,13,1,7,0.916
15771,0,1,4,0,0,0,0,0,3,5,0,0,1,2,2,1,3,15,0,5,0.82
15772,0,2,3,0,0,1,1,1,5,1,0,1,1,4,4,0,1,25,1,8,0.56
15773,0,3,1,0,0,0,1,0,3,5,0,0,1,1,4,1,4,30,0,7,0.354
15774,0,4,2,0,0,0,0,1,2,5,2,0,1,3,2,0,3,5,1,3,0.271
15775,0,1,7,0,0,0,0,0,3,5,0,0,1,4,3,1,2,19,0,4,0.329
15776,0,4,2,0,0,0,0,0,3,4,1,0,1,4,1,1,4,25,1,2,0.694
15777,0,3,3,0,0,1,1,0,0,0,2,0,1,2,1,0,5,4,1,7,0.845
15778,0,3,1,1,0,1,1,0,2,4,2,1,1,3,2,1,2,19,0,9,0.89
15779,0,4,6,0,0,0,1,0,2,1,0,1,0,2,4,1,2,4,0,6,0.621
15780,1,3,2,0,0,1,1,0,1,2,0,0,0,1,3,0,4,30,0,5,0.897
15781,0,3,5,0,0,1,0,0,1,0,1,1,1,4,4,1,2,14,0,8,0.748
15782,0,3,4,0,0,0,1,0,2,4,1,0,1,3,1,1,3,28,0,5,0.57
15783,0,3,5,0,0,0,1,0,2,0,2,0,1,1,3,1,3,11,1,6,0.936
15784,0,2,2,1,0,0,1,0,2,3,0,1,0,2,4,1,4,26,0,8,0.47
15785,0,4,3,0,1,0,1,1,0,5,2,1,1,4,2,1,3,11,1,7,0.686
15786,0,3,1,0,1,0,1,1,5,4,0,1,1,4,4,1,2,7,0,10,0.326
15787,1,2,2,0,0,0,1,0,5,2,2,0,1,4,1,1,2,3,0,5,0.474
15788,0,4,2,0,0,0,0,0,0,0,0,0,0,1,4,1,1,7,0,5,0.835
15789,0,1,5,0,0,0,0,0,5,5,1,1,0,4,2,1,1,13,1,4,0.08
15790,0,1,1,0,0,0,1,0,0,5,2,1,1,1,3,1,4,20,1,7,0.94
15791,0,2,2,0,0,0,1,1,0,5,1,0,1,2,4,1,3,2,0,8,0.96
15792,1,2,4,0,0,1,1,0,5,0,2,0,1,1,2,1,1,20,1,7,0.492
15793,0,2,6,0,0,0,1,0,3,1,1,1,1,2,1,1,1,12,1,6,0.99
15794,0,2,4,0,0,1,1,0,4,0,0,0,1,1,4,1,3,13,0,8,0.688
15795,0,4,5,0,0,0,1,0,0,2,2,0,1,3,1,1,1,28,0,6,0.619
15796,0,2,1,0,0,0,0,1,4,2,2,1,0,3,4,1,3,15,1,7,0.257
15797,0,1,4,1,0,0,0,0,0,1,1,1,1,4,4,1,4,29,1,7,0.375
15798,0,2,5,1,0,0,0,1,2,4,2,0,1,4,1,1,5,6,0,6,0.119
15799,1,4,3,1,0,0,1,0,4,0,0,0,1,3,1,1,2,22,0,8,0.946
15800,0,2,1,0,0,0,0,1,5,4,2,1,1,3,1,1,2,22,0,7,0.589
15801,0,3,4,0,0,0,0,0,0,2,0,1,1,2,1,0,3,15,0,6,0.792
15802,0,4,2,1,0,0,1,0,4,4,0,0,1,1,3,1,4,29,0,5,0.0
15803,0,4,4,0,0,0,0,0,3,3,0,1,1,3,4,0,2,9,0,5,0.88
15804,1,1,6,0,0,0,1,0,1,1,2,1,1,2,1,1,2,8,0,7,0.818
15805,1,4,5,1,0,0,0,0,5,4,1,1,1,2,1,1,5,1,0,7,0.758
15806,0,3,2,0,0,0,0,0,1,4,2,1,1,4,4,1,1,30,1,5,0.263
15807,0,4,3,0,0,1,1,0,5,2,2,0,0,1,3,1,4,32,0,3,0.359
15808,0,3,6,0,0,0,0,0,3,2,0,1,1,4,3,1,3,13,1,5,0.766
15809,1,1,2,0,0,0,0,0,2,2,1,1,0,2,2,1,3,11,1,5,0.272
15810,0,1,7,0,0,0,1,0,1,5,0,1,1,1,4,1,1,18,0,7,0.865
15811,0,3,6,0,0,1,1,0,3,2,2,1,0,2,2,1,1,30,1,6,0.498
15812,0,1,2,0,0,0,1,1,1,5,1,0,1,2,4,1,4,25,0,7,0.855
15813,0,1,6,0,1,0,1,0,4,4,0,0,1,3,2,1,1,7,1,7,0.383
15814,0,4,5,0,1,0,0,0,5,1,2,1,1,3,2,1,3,11,0,6,0.78
15815,1,3,1,0,1,0,1,0,4,2,2,0,1,2,1,1,2,3,1,8,0.896
15816,0,4,3,0,0,0,1,0,3,5,2,0,1,4,1,1,3,6,0,3,0.798
15817,0,3,6,1,0,0,0,1,3,4,2,0,0,4,2,0,5,31,0,3,0.203
15818,0,2,1,0,0,0,1,0,1,4,2,1,1,4,2,1,4,25,1,6,0.919
15819,0,2,2,0,0,0,0,0,2,0,1,1,1,4,2,1,4,28,1,5,0.46
15820,1,4,1,0,0,0,0,0,5,3,0,1,1,1,2,1,4,26,1,6,0.13
15821,0,2,4,0,0,0,1,0,3,5,2,0,1,1,3,1,3,13,0,4,0.374
15822,0,4,6,0,0,0,0,0,0,4,1,0,1,1,2,0,1,31,0,2,0.83
15823,0,2,2,0,0,0,0,0,5,4,2,0,1,4,2,0,2,13,0,2,0.54
15824,0,3,5,0,0,0,1,1,3,0,1,1,1,2,2,1,3,6,0,9,0.89
15825,1,4,7,0,0,1,0,0,1,5,1,1,1,3,2,1,3,11,0,6,0.363
15826,0,3,4,0,0,0,1,0,4,2,2,0,0,3,1,0,2,9,0,3,0.74
15827,1,4,3,0,0,0,0,0,1,3,1,1,1,3,4,1,5,17,0,6,0.832
15828,0,1,4,0,0,0,1,0,1,1,2,1,1,1,2,1,5,19,0,5,0.35
15829,0,1,1,0,0,0,1,0,1,0,1,0,1,3,1,0,3,5,0,6,0.762
15830,0,3,6,0,0,0,1,0,1,3,2,1,1,3,2,1,5,26,1,6,0.166
15831,0,2,2,0,0,0,1,0,3,5,2,1,1,2,1,1,5,13,0,6,0.183
15832,0,4,7,0,0,0,1,0,4,5,1,0,1,3,1,1,3,20,1,4,0.632
15833,0,1,2,1,0,0,1,0,2,2,2,1,1,4,3,1,4,22,0,6,0.554
15834,0,4,1,0,0,0,1,0,1,4,1,1,0,4,2,1,1,28,1,4,0.447
15835,0,3,5,0,1,0,1,0,1,1,2,0,1,2,3,1,3,10,0,7,0.954
15836,0,1,2,0,0,0,0,0,4,0,2,1,1,4,2,0,3,27,1,4,0.535
15837,0,2,7,0,0,0,1,0,1,4,1,1,1,3,4,1,5,2,1,7,0.811
15838,1,1,2,0,0,1,1,1,3,3,2,0,0,4,1,0,4,13,0,5,0.434
15839,0,3,4,1,0,0,0,0,3,1,1,0,0,4,1,1,2,27,1,3,0.928
15840,0,3,1,0,0,1,1,0,4,5,1,1,1,3,4,1,2,4,0,9,0.186
15841,0,3,2,0,0,1,1,0,2,5,0,0,1,2,4,1,1,15,0,8,0.327
15842,0,4,4,0,0,0,1,0,0,5,0,1,1,4,1,0,2,18,1,5,0.654
15843,0,4,4,0,1,0,0,0,5,0,0,0,1,2,1,0,4,22,1,5,0.176
15844,0,3,3,0,0,0,0,0,5,1,2,0,1,2,1,1,2,2,1,4,0.853
15845,0,3,4,1,0,0,1,0,0,2,1,1,1,1,2,1,1,7,0,7,0.737
15846,0,2,5,0,1,0,1,0,4,0,0,0,1,4,3,1,5,4,1,8,0.41
15847,0,3,3,0,0,1,0,0,0,4,0,0,1,3,4,1,3,7,0,8,0.11
15848,0,3,4,0,0,0,0,0,2,2,2,0,1,3,4,1,3,30,1,5,0.527
15849,0,3,2,1,0,0,1,0,0,0,0,0,0,3,2,0,2,23,1,7,0.332
15850,0,1,6,0,0,0,0,0,1,0,0,1,0,4,1,1,3,25,0,5,0.865
15851,0,4,1,0,0,1,1,0,2,3,2,1,1,2,2,1,5,26,0,7,0.61
15852,0,2,7,0,1,0,0,0,2,3,1,0,1,4,4,1,3,8,1,5,0.598
15853,1,3,3,0,0,0,1,0,1,4,0,0,1,3,4,1,4,6,1,8,0.5
15854,0,2,3,0,1,0,0,0,3,0,2,1,1,2,4,0,5,22,1,7,0.671
15855,0,1,3,1,0,0,1,0,4,2,1,0,1,4,1,0,2,16,0,4,0.6
15856,0,3,7,0,1,0,1,0,0,3,1,0,0,4,4,1,2,10,1,6,0.876
15857,0,2,4,0,1,0,0,1,2,1,2,1,1,4,1,1,1,10,0,6,0.481
15858,1,1,3,0,0,0,1,0,1,2,1,0,1,4,4,1,3,32,1,6,0.34
15859,1,2,4,0,0,0,1,0,1,4,1,0,1,2,1,0,1,20,0,5,0.974
15860,0,1,3,0,0,0,1,0,3,4,1,0,1,4,2,0,5,27,1,3,0.142
15861,0,4,4,1,1,0,0,0,3,3,2,1,1,3,4,1,2,1,1,7,0.883
15862,0,3,7,0,0,1,0,0,0,5,0,1,1,2,3,1,3,7,1,8,0.66
15863,0,1,3,1,0,0,1,0,1,4,1,1,1,3,4,0,5,6,0,7,0.624
15864,0,3,7,0,0,1,1,0,4,4,1,1,1,2,3,1,2,7,1,7,0.897
15865,0,4,6,0,1,0,0,0,0,5,2,1,1,3,1,0,2,4,0,5,0.839
15866,0,3,2,0,0,0,1,0,5,2,1,0,1,1,4,0,4,18,0,4,0.801
15867,0,2,6,1,0,0,1,0,0,5,1,0,1,4,2,1,3,1,1,6,0.664
15868,0,4,6,0,0,1,1,0,4,0,1,0,0,2,2,0,2,5,1,4,0.882
15869,0,3,6,0,0,0,0,0,1,4,1,1,1,4,4,1,3,31,1,5,0.953
15870,0,2,7,0,1,0,1,0,5,5,0,1,1,3,4,1,3,7,0,9,0.887
15871,1,3,3,0,0,0,1,0,1,0,1,0,1,4,2,1,4,23,1,6,0.849
15872,0,2,3,0,1,0,1,0,4,2,1,1,1,2,4,0,2,31,1,7,0.736
15873,1,3,6,0,1,0,1,1,2,4,2,1,1,2,4,0,4,26,1,9,0.08
15874,1,2,2,0,1,0,1,0,1,4,2,1,1,3,3,1,1,9,1,8,0.773
15875,0,3,6,0,0,0,1,0,4,1,2,1,1,3,4,1,4,33,1,7,0.352
15876,1,1,2,1,0,0,0,0,2,5,0,1,0,1,3,1,1,12,1,6,0.996
15877,0,2,7,1,0,0,1,0,5,1,1,0,1,4,2,1,3,17,0,5,0.636
15878,0,3,1,0,1,1,1,0,0,5,2,1,0,2,3,0,1,15,1,8,0.428
15879,1,1,5,0,0,0,1,0,1,5,2,1,0,3,3,1,4,18,0,7,0.793
15880,1,1,1,0,0,0,0,0,4,0,2,1,1,1,1,1,5,26,1,7,0.438
15881,0,4,3,0,0,0,1,0,3,4,2,1,1,3,1,1,3,20,0,5,0.384
15882,0,4,3,0,0,0,1,0,0,3,0,0,0,2,4,1,2,19,0,6,0.46
15883,0,4,7,0,0,0,1,1,0,3,1,1,1,2,2,1,3,4,1,7,0.121
